date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current
2025-12-18,8471214.0,Alex Ovechkin,WSH,ASSISTS,0.5,130,-168,draftkings,2025-12-18T16:21:27.513488Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471214.0,Alex Ovechkin,WSH,ASSISTS,0.5,133,-178,pinnacle,2025-12-18T16:21:27.513488Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471214.0,Alex Ovechkin,WSH,GOALS,0.5,140,-190,fanduel,2025-12-18T16:21:27.513488Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471214.0,Alex Ovechkin,WSH,POINTS,0.5,-188,145,draftkings,2025-12-18T16:21:27.513488Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471214.0,Alex Ovechkin,WSH,POINTS,0.5,-199,147,pinnacle,2025-12-18T16:21:27.513488Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471214.0,Alex Ovechkin,WSH,SOG,2.5,-175,135,draftkings,2025-12-18T16:21:27.513488Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471214.0,Alex Ovechkin,WSH,SOG,2.5,-176,134,fanduel,2025-12-18T16:21:27.513488Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471214.0,Alex Ovechkin,WSH,SOG,3.5,138,-185,pinnacle,2025-12-18T16:21:27.513488Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471675.0,Sidney Crosby,PIT,ASSISTS,0.5,-105,-125,draftkings,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471675.0,Sidney Crosby,PIT,ASSISTS,0.5,-106,-125,pinnacle,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471675.0,Sidney Crosby,PIT,GOALS,0.5,180,-250,fanduel,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471675.0,Sidney Crosby,PIT,POINTS,0.5,-218,165,draftkings,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471675.0,Sidney Crosby,PIT,POINTS,0.5,-233,170,pinnacle,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471675.0,Sidney Crosby,PIT,SOG,2.5,105,-135,draftkings,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471675.0,Sidney Crosby,PIT,SOG,2.5,108,-140,fanduel,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471675.0,Sidney Crosby,PIT,SOG,2.5,106,-141,pinnacle,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471685.0,Anze Kopitar,LAK,ASSISTS,0.5,185,-248,draftkings,2025-12-18T16:21:27.223287Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471685.0,Anze Kopitar,LAK,ASSISTS,0.5,188,-260,pinnacle,2025-12-18T16:21:27.223287Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471685.0,Anze Kopitar,LAK,POINTS,0.5,110,-142,draftkings,2025-12-18T16:21:27.223287Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471685.0,Anze Kopitar,LAK,POINTS,0.5,105,-139,pinnacle,2025-12-18T16:21:27.223287Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471724.0,Kris Letang,PIT,ASSISTS,0.5,195,-265,draftkings,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471724.0,Kris Letang,PIT,ASSISTS,0.5,208,-293,pinnacle,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471724.0,Kris Letang,PIT,POINTS,0.5,160,-212,draftkings,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471724.0,Kris Letang,PIT,POINTS,0.5,165,-225,pinnacle,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471724.0,Kris Letang,PIT,SOG,1.5,100,-130,draftkings,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471724.0,Kris Letang,PIT,SOG,1.5,100,-130,fanduel,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8471724.0,Kris Letang,PIT,SOG,1.5,-103,-128,pinnacle,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8473512.0,Claude Giroux,OTT,ASSISTS,0.5,190,-255,draftkings,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8473512.0,Claude Giroux,OTT,ASSISTS,0.5,195,-272,pinnacle,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8473512.0,Claude Giroux,OTT,POINTS,0.5,115,-148,draftkings,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
2025-12-18,8473512.0,Claude Giroux,OTT,POINTS,0.5,116,-155,pinnacle,2025-12-18T16:21:27.330730Z,2025-12-18T16:21:28.795921Z,True
