date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,_merge_key
2026-04-27,8471215.0,Evgeni Malkin,PIT,ASSISTS,0.5,110,-150,betmgm,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471215.0,Evgeni Malkin,PIT,ASSISTS,0.5,110,-140,draftkings,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471215.0,Evgeni Malkin,PIT,ASSISTS,0.5,113,-150,pinnacle,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471215.0,Evgeni Malkin,PIT,GOALS,0.5,250,-360,fanduel,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471215.0,Evgeni Malkin,PIT,POINTS,0.5,-175,130,betmgm,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471215.0,Evgeni Malkin,PIT,POINTS,0.5,-175,135,draftkings,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471215.0,Evgeni Malkin,PIT,POINTS,0.5,-178,133,pinnacle,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471215.0,Evgeni Malkin,PIT,SOG,2.5,115,-160,betmgm,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471215.0,Evgeni Malkin,PIT,SOG,2.5,120,-154,draftkings,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471215.0,Evgeni Malkin,PIT,SOG,2.5,120,-156,fanduel,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471215.0,Evgeni Malkin,PIT,SOG,2.5,120,-160,pinnacle,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471215.0
2026-04-27,8471675.0,Sidney Crosby,PIT,ASSISTS,0.5,-155,115,betmgm,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471675.0,Sidney Crosby,PIT,ASSISTS,0.5,-145,114,draftkings,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471675.0,Sidney Crosby,PIT,ASSISTS,0.5,-147,111,pinnacle,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471675.0,Sidney Crosby,PIT,GOALS,0.5,190,-260,fanduel,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471675.0,Sidney Crosby,PIT,POINTS,1.5,155,-210,betmgm,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471675.0,Sidney Crosby,PIT,POINTS,1.5,160,-210,draftkings,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471675.0,Sidney Crosby,PIT,POINTS,1.5,162,-220,pinnacle,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471675.0,Sidney Crosby,PIT,SOG,2.5,-160,115,betmgm,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471675.0,Sidney Crosby,PIT,SOG,2.5,-154,120,draftkings,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471675.0,Sidney Crosby,PIT,SOG,2.5,-135,104,fanduel,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471675.0,Sidney Crosby,PIT,SOG,2.5,-160,120,pinnacle,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471675.0
2026-04-27,8471724.0,Kris Letang,PIT,ASSISTS,0.5,150,-200,betmgm,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471724.0
2026-04-27,8471724.0,Kris Letang,PIT,ASSISTS,0.5,154,-200,draftkings,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471724.0
2026-04-27,8471724.0,Kris Letang,PIT,ASSISTS,0.5,157,-213,pinnacle,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471724.0
2026-04-27,8471724.0,Kris Letang,PIT,POINTS,0.5,130,-175,betmgm,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471724.0
2026-04-27,8471724.0,Kris Letang,PIT,POINTS,0.5,130,-166,draftkings,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471724.0
2026-04-27,8471724.0,Kris Letang,PIT,POINTS,0.5,133,-178,pinnacle,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8471724.0
2026-04-27,8474578.0,Erik Karlsson,PIT,ASSISTS,0.5,-155,115,betmgm,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8474578.0
2026-04-27,8474578.0,Erik Karlsson,PIT,ASSISTS,0.5,-145,114,draftkings,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8474578.0
2026-04-27,8474578.0,Erik Karlsson,PIT,ASSISTS,0.5,-156,118,pinnacle,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8474578.0
2026-04-27,8474578.0,Erik Karlsson,PIT,POINTS,0.5,-200,145,betmgm,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8474578.0
2026-04-27,8474578.0,Erik Karlsson,PIT,POINTS,0.5,-195,150,draftkings,2026-04-27T13:58:05.572426Z,2026-04-27T13:58:05.714827Z,True,id::8474578.0
