date,player,team,position,market,proj_lambda
2025-10-15,B. Byram,BUF,D,ASSISTS,0.2
2025-10-15,B. Byram,BUF,D,BLOCKS,1.3
2025-10-15,B. Byram,BUF,D,GOALS,0.1
2025-10-15,B. Byram,BUF,D,POINTS,0.3
2025-10-15,B. Byram,BUF,D,SOG,1.8
2025-10-15,C. Poolman,BUF,D,ASSISTS,0.0
2025-10-15,C. Poolman,BUF,D,BLOCKS,2.75
2025-10-15,C. Poolman,BUF,D,GOALS,0.0
2025-10-15,C. Poolman,BUF,D,POINTS,0.0
2025-10-15,C. Poolman,BUF,D,SOG,1.0
2025-10-15,C. Timmins,BUF,D,ASSISTS,0.0
2025-10-15,C. Timmins,BUF,D,BLOCKS,2.0
2025-10-15,C. Timmins,BUF,D,GOALS,0.0
2025-10-15,C. Timmins,BUF,D,POINTS,0.0
2025-10-15,C. Timmins,BUF,D,SOG,1.5
2025-10-15,E. Prow,BUF,D,ASSISTS,0.0
2025-10-15,E. Prow,BUF,D,BLOCKS,0.0
2025-10-15,E. Prow,BUF,D,GOALS,0.0
2025-10-15,E. Prow,BUF,D,POINTS,0.0
2025-10-15,E. Prow,BUF,D,SOG,3.0
2025-10-15,J. Bryson,BUF,D,ASSISTS,0.1
2025-10-15,J. Bryson,BUF,D,BLOCKS,0.9
2025-10-15,J. Bryson,BUF,D,GOALS,0.0
2025-10-15,J. Bryson,BUF,D,POINTS,0.1
2025-10-15,J. Bryson,BUF,D,SOG,1.3
2025-10-15,J. Rathbone,BUF,D,ASSISTS,0.0
2025-10-15,J. Rathbone,BUF,D,BLOCKS,2.0
2025-10-15,J. Rathbone,BUF,D,GOALS,0.0
2025-10-15,J. Rathbone,BUF,D,POINTS,0.0
2025-10-15,J. Rathbone,BUF,D,SOG,2.75
2025-10-15,M. Kesselring,BUF,D,ASSISTS,0.3
2025-10-15,M. Kesselring,BUF,D,BLOCKS,1.0
2025-10-15,M. Kesselring,BUF,D,GOALS,0.1
2025-10-15,M. Kesselring,BUF,D,POINTS,0.4
2025-10-15,M. Kesselring,BUF,D,SOG,2.4
2025-10-15,M. Lindgren,BUF,D,ASSISTS,1.0
2025-10-15,M. Lindgren,BUF,D,BLOCKS,0.0
2025-10-15,M. Lindgren,BUF,D,GOALS,0.0
