date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-01-30,Teuvo Teravainen,CHI,CBJ,BLOCKS,3.5,0.2062,0.9882,0.000633,Under,0.999367
2026-01-30,Connor Bedard,CHI,CBJ,BLOCKS,3.5,0.304,0.9882,0.002267,Under,0.997733
2026-01-30,Ilya Mikheyev,CHI,CBJ,BLOCKS,3.5,0.3121,0.9882,0.002463,Under,0.997537
2026-01-30,Mason Marchment,CBJ,CHI,BLOCKS,3.5,0.3218,0.9915,0.00274,Under,0.99726
2026-01-30,Teuvo Teravainen,CHI,CBJ,BLOCKS,2.5,0.2062,0.9882,0.004179,Under,0.995821
2026-01-30,Tyler Bertuzzi,CHI,CBJ,BLOCKS,3.5,0.4174,0.9882,0.005976,Under,0.994024
2026-01-30,Sean Monahan,CBJ,CHI,BLOCKS,3.5,0.4219,0.9915,0.006231,Under,0.993769
2026-01-30,Frank Nazar,CHI,CBJ,BLOCKS,3.5,0.4323,0.9882,0.006623,Under,0.993377
2026-01-30,Andre Burakovsky,CHI,CBJ,BLOCKS,3.5,0.4332,0.9882,0.006666,Under,0.993334
2026-01-30,Adam Fantilli,CBJ,CHI,BLOCKS,3.5,0.4393,0.9915,0.007008,Under,0.992992
2026-01-30,Connor Bedard,CHI,CBJ,BLOCKS,2.5,0.304,0.9882,0.010875,Under,0.989125
2026-01-30,Ilya Mikheyev,CHI,CBJ,BLOCKS,2.5,0.3121,0.9882,0.011574,Under,0.988426
2026-01-30,Oliver Moore,CHI,CBJ,BLOCKS,3.5,0.529,0.9882,0.011735,Under,0.988265
2026-01-30,Mason Marchment,CBJ,CHI,BLOCKS,2.5,0.3218,0.9915,0.012536,Under,0.987464
2026-01-30,Kirill Marchenko,CBJ,CHI,BLOCKS,3.5,0.5715,0.9915,0.014603,Under,0.985397
2026-01-30,Cole Sillinger,CBJ,CHI,BLOCKS,3.5,0.6386,0.9915,0.019547,Under,0.980453
2026-01-30,Tyler Bertuzzi,CHI,CBJ,BLOCKS,2.5,0.4174,0.9882,0.022483,Under,0.977517
2026-01-30,Sean Monahan,CBJ,CHI,BLOCKS,2.5,0.4219,0.9915,0.023197,Under,0.976803
2026-01-30,Frank Nazar,CHI,CBJ,BLOCKS,2.5,0.4323,0.9882,0.02428,Under,0.97572
2026-01-30,Andre Burakovsky,CHI,CBJ,BLOCKS,2.5,0.4332,0.9882,0.024399,Under,0.975601
2026-01-30,Charlie Coyle,CBJ,CHI,BLOCKS,3.5,0.6995,0.9915,0.024622,Under,0.975378
2026-01-30,Adam Fantilli,CBJ,CHI,BLOCKS,2.5,0.4393,0.9915,0.025331,Under,0.974669
2026-01-30,Teuvo Teravainen,CHI,CBJ,BLOCKS,1.5,0.2062,0.9882,0.027271,Under,0.972729
2026-01-30,Artyom Levshunov,CHI,CBJ,BLOCKS,3.5,0.7353,0.9882,0.027626,Under,0.972374
2026-01-30,Kent Johnson,CBJ,CHI,BLOCKS,3.5,0.7727,0.9915,0.031409,Under,0.968591
2026-01-30,Oliver Moore,CHI,CBJ,BLOCKS,2.5,0.529,0.9882,0.037252,Under,0.962748
2026-01-30,Kirill Marchenko,CBJ,CHI,BLOCKS,2.5,0.5715,0.9915,0.043868,Under,0.956132
2026-01-30,Connor Bedard,CHI,CBJ,BLOCKS,1.5,0.304,0.9882,0.051513,Under,0.948487
2026-01-30,Boone Jenner,CBJ,CHI,BLOCKS,3.5,0.9736,0.9915,0.053222,Under,0.946778
2026-01-30,Ilya Mikheyev,CHI,CBJ,BLOCKS,1.5,0.3121,0.9882,0.053689,Under,0.946311
2026-01-30,Zach Werenski,CBJ,CHI,BLOCKS,3.5,0.9818,0.9915,0.054189,Under,0.945811
2026-01-30,Cole Sillinger,CBJ,CHI,BLOCKS,2.5,0.6386,0.9915,0.054547,Under,0.945453
2026-01-30,Mason Marchment,CBJ,CHI,BLOCKS,1.5,0.3218,0.9915,0.056614,Under,0.9433860000000001
2026-01-30,Charlie Coyle,CBJ,CHI,BLOCKS,2.5,0.6995,0.9915,0.064807,Under,0.9351929999999999
2026-01-30,Artyom Levshunov,CHI,CBJ,BLOCKS,2.5,0.7353,0.9882,0.070621,Under,0.929379
2026-01-30,Kent Johnson,CBJ,CHI,BLOCKS,2.5,0.7727,0.9915,0.077717,Under,0.922283
2026-01-30,Sean Monahan,CBJ,CHI,SOG,4.5,1.6037,0.9915,0.080922,Under,0.9190780000000001
2026-01-30,Ilya Mikheyev,CHI,CBJ,SOG,4.5,1.6892,0.9882,0.089421,Under,0.910579
2026-01-30,Kent Johnson,CBJ,CHI,SOG,4.5,1.7759,0.9915,0.09945,Under,0.90055
2026-01-30,Cole Sillinger,CBJ,CHI,SOG,4.5,1.8119,0.9915,0.103415,Under,0.896585
2026-01-30,Teuvo Teravainen,CHI,CBJ,SOG,4.5,1.917,0.9882,0.114391,Under,0.885609
2026-01-30,Damon Severson,CBJ,CHI,SOG,4.5,2.0018,0.9915,0.124644,Under,0.875356
2026-01-30,Mason Marchment,CBJ,CHI,SOG,4.5,2.096,0.9915,0.1353,Under,0.8647
2026-01-30,Sean Monahan,CBJ,CHI,SOG,3.5,1.6037,0.9915,0.138114,Under,0.861886
2026-01-30,Andre Burakovsky,CHI,CBJ,SOG,4.5,2.2004,0.9882,0.146335,Under,0.853665
2026-01-30,Ilya Mikheyev,CHI,CBJ,SOG,3.5,1.6892,0.9882,0.149515,Under,0.8504849999999999
2026-01-30,Artyom Levshunov,CHI,CBJ,SOG,4.5,2.2834,0.9882,0.155752,Under,0.844248
2026-01-30,Oliver Moore,CHI,CBJ,SOG,4.5,2.304,0.9882,0.158088,Under,0.841912
2026-01-30,Kent Johnson,CBJ,CHI,SOG,3.5,1.7759,0.9915,0.162683,Under,0.837317
2026-01-30,Cole Sillinger,CBJ,CHI,SOG,3.5,1.8119,0.9915,0.167811,Under,0.8321890000000001
2026-01-30,Charlie Coyle,CBJ,CHI,SOG,4.5,2.3953,0.9915,0.169313,Under,0.830687
2026-01-30,Teuvo Teravainen,CHI,CBJ,SOG,3.5,1.917,0.9882,0.181799,Under,0.818201
