date,player,team,market,proj_lambda,p_over,ev_over
2025-10-09,Matvei Michkov,,SOG,2.0,0.32332358381693654,-0.3687491935002667
2025-10-09,Mark Stone,,GOALS,0.3,0.03693631311376678,-0.37208267706596476
2025-10-09,Ryan Nugent-Hopkins,,GOALS,0.3,0.03693631311376678,-0.37208267706596476
2025-10-09,Matvei Michkov,,SOG,2.0,0.32332358381693654,-0.374504842522375
2025-10-09,Jake Guentzel,,SOG,2.0,0.32332358381693654,-0.3827458854403938
2025-10-09,Seth Jarvis,,SOG,2.0,0.32332358381693654,-0.3827458854403938
2025-10-09,Sam Reinhart,,SOG,2.0,0.32332358381693654,-0.40267337905006634
2025-10-09,Nikolaj Ehlers,,SOG,2.0,0.32332358381693654,-0.40267337905006634
2025-10-09,Kevin Fiala,,SOG,2.0,0.32332358381693654,-0.4116570851855744
2025-10-09,MacKenzie Weegar,,GOALS,0.3,0.003599493183089468,-0.4204815975225956
2025-10-09,Phillip Danault,,GOALS,0.3,0.003599493183089468,-0.4204815975225956
2025-10-09,Shea Theodore,,GOALS,0.3,0.003599493183089468,-0.4204815975225956
2025-10-09,Kasperi Kapanen,,GOALS,0.3,0.003599493183089468,-0.4204815975225956
2025-10-09,Dryden Hunt,,GOALS,0.3,0.003599493183089468,-0.4204815975225956
2025-10-09,Adrian Kempe,,SOG,2.0,0.32332358381693654,-0.42407986632608174
2025-10-09,Sam Bennett,,SOG,2.0,0.32332358381693654,-0.4260379791156707
2025-10-09,Sam Bennett,,SOG,2.0,0.32332358381693654,-0.42796596709311224
2025-10-09,Evan Bouchard,,ASSISTS,0.4,0.3296799539643607,-0.4348343646325245
2025-10-09,Evan Bouchard,,SOG,2.0,0.32332358381693654,-0.43717746520755485
2025-10-09,Carter Verhaeghe,,SOG,2.0,0.32332358381693654,-0.43717746520755485
2025-10-09,Evan Bouchard,,SOG,2.0,0.32332358381693654,-0.43717746520755485
2025-10-09,Evan Bouchard,,ASSISTS,0.4,0.3296799539643607,-0.4381510643705966
2025-10-09,Carter Verhaeghe,,SOG,2.0,0.32332358381693654,-0.4389384869059042
2025-10-09,Evan Bouchard,,SOG,2.0,0.32332358381693654,-0.44067380025829217
2025-10-09,Evan Bouchard,,SOG,2.0,0.32332358381693654,-0.44238396414180503
2025-10-09,Connor McDavid,,GOALS,0.3,0.25918177931828207,-0.44275917446569363
2025-10-09,Evan Bouchard,,ASSISTS,0.4,0.3296799539643607,-0.44295456054297677
2025-10-09,Evan Bouchard,,SOG,2.0,0.32332358381693654,-0.4457309991709658
2025-10-09,Evan Bouchard,,SOG,2.0,0.32332358381693654,-0.4457309991709658
2025-10-09,Kevin Fiala,,GOALS,0.3,0.03693631311376678,-0.4459553032934983
2025-10-09,Connor McDavid,,GOALS,0.3,0.25918177931828207,-0.4557182634316077
2025-10-09,Adam Henrique,,GOALS,0.3,0.003599493183089468,-0.45647652935349026
2025-10-09,Brandon Saad,,GOALS,0.3,0.003599493183089468,-0.45647652935349026
2025-10-09,Jack Eichel,,SOG,2.0,0.32332358381693654,-0.46672603708115656
2025-10-09,Connor McDavid,,SOG,2.0,0.32332358381693654,-0.46672603708115656
2025-10-09,Leon Draisaitl,,GOALS,0.3,0.25918177931828207,-0.46867735239752184
2025-10-09,Connor McDavid,,SOG,2.0,0.32332358381693654,-0.47459917629747805
2025-10-09,Connor McDavid,,SOG,2.0,0.32332358381693654,-0.47459917629747805
2025-10-09,Connor McDavid,,SOG,2.0,0.32332358381693654,-0.4758543144334134
2025-10-09,Connor McDavid,,SOG,2.0,0.32332358381693654,-0.47709395703680624
2025-10-09,Nikita Kucherov,,SOG,2.0,0.32332358381693654,-0.47952788946541913
2025-10-09,Nikita Kucherov,,SOG,2.0,0.32332358381693654,-0.4807227290212837
2025-10-09,Leon Draisaitl,,ASSISTS,0.4,0.3296799539643607,-0.4819315009131475
2025-10-09,Leon Draisaitl,,ASSISTS,0.4,0.3296799539643607,-0.4819315009131475
2025-10-09,Nazem Kadri,,GOALS,0.3,0.03693631311376678,-0.4828916164072651
2025-10-09,Tomas Hertl,,GOALS,0.3,0.03693631311376678,-0.4828916164072651
2025-10-09,Mitch Marner,,GOALS,0.3,0.03693631311376678,-0.4828916164072651
2025-10-09,Connor McDavid,,SOG,2.0,0.32332358381693654,-0.48422190200631543
2025-10-09,Leon Draisaitl,,SOG,2.0,0.32332358381693654,-0.4919200825733854
2025-10-09,Leon Draisaitl,,ASSISTS,0.4,0.3296799539643607,-0.4921146655143633
2025-10-09,Brett Howden,,GOALS,0.3,0.003599493183089468,-0.492471461184385
2025-10-09,Anze Kopitar,,GOALS,0.3,0.003599493183089468,-0.492471461184385
2025-10-09,Mikael Backlund,,GOALS,0.3,0.003599493183089468,-0.492471461184385
2025-10-09,Alex Laferriere,,GOALS,0.3,0.003599493183089468,-0.492471461184385
2025-10-09,Reilly Smith,,GOALS,0.3,0.003599493183089468,-0.492471461184385
2025-10-09,Joel Farabee,,GOALS,0.3,0.003599493183089468,-0.492471461184385
2025-10-09,Leon Draisaitl,,SOG,2.0,0.32332358381693654,-0.49604871572667425
2025-10-09,Nikita Kucherov,,ASSISTS,0.4,0.3296799539643607,-0.49680428079123906
2025-10-09,Leon Draisaitl,,SOG,2.0,0.32332358381693654,-0.4990260954045268
2025-10-09,Leon Draisaitl,,SOG,2.0,0.32332358381693654,-0.5019069114171517
2025-10-09,Leon Draisaitl,,GOALS,0.3,0.25918177931828207,-0.5051984213014615
2025-10-09,Adrian Kempe,,GOALS,0.3,0.03693631311376678,-0.5198279295210319
2025-10-09,Vasily Podkolzin,,GOALS,0.3,0.003599493183089468,-0.5284663930152796
2025-10-09,Trevor Moore,,GOALS,0.3,0.003599493183089468,-0.5464638589307269
2025-10-09,Warren Foegele,,GOALS,0.3,0.003599493183089468,-0.5464638589307269
2025-10-09,Yegor Sharangovich,,GOALS,0.3,0.003599493183089468,-0.5464638589307269
2025-10-09,Matvei Gridin,,GOALS,0.3,0.003599493183089468,-0.5464638589307269
2025-10-09,Adam Klapka,,GOALS,0.3,0.003599493183089468,-0.5644613248461743
2025-10-09,Morgan Frost,,GOALS,0.3,0.003599493183089468,-0.5644613248461743
2025-10-09,Blake Coleman,,GOALS,0.3,0.003599493183089468,-0.5644613248461743
2025-10-09,Pavel Dorofeyev,,GOALS,0.3,0.03693631311376678,-0.5752323991916821
2025-10-09,Isaac Howard,,GOALS,0.3,0.003599493183089468,-0.600456256677069
2025-10-09,David Tomasek,,GOALS,0.3,0.003599493183089468,-0.600456256677069
2025-10-09,Evan Bouchard,,GOALS,0.3,0.003599493183089468,-0.600456256677069
2025-10-09,Andrew Mangiapane,,GOALS,0.3,0.003599493183089468,-0.600456256677069
2025-10-09,Connor Zary,,GOALS,0.3,0.003599493183089468,-0.6364511885079637
2025-10-09,Andrei Kuzmenko,,GOALS,0.3,0.003599493183089468,-0.6364511885079637
2025-10-09,Jack Eichel,,GOALS,0.3,0.03693631311376678,-0.6491050254192157
2025-10-09,Nikita Kucherov,,POINTS,0.7,0.1558049835546038,-0.6494387870021414
2025-10-09,Leon Draisaitl,,SOG,2.0,0.14287653950145296,-0.6656688975666001
2025-10-09,Ivan Barbashev,,GOALS,0.3,0.003599493183089468,-0.6724461203388583
2025-10-09,Matt Coronato,,GOALS,0.3,0.003599493183089468,-0.6724461203388583
2025-10-09,William Karlsson,,GOALS,0.3,0.003599493183089468,-0.6724461203388583
2025-10-09,Quinton Byfield,,GOALS,0.3,0.003599493183089468,-0.6724461203388583
2025-10-09,Trent Frederic,,GOALS,0.3,0.003599493183089468,-0.6724461203388583
2025-10-09,Nazem Kadri,,SOG,2.0,0.14287653950145296,-0.6785277861217308
2025-10-09,Jack Hughes,,SOG,2.0,0.14287653950145296,-0.6785277861217308
2025-10-09,Jack Hughes,,SOG,2.0,0.14287653950145296,-0.6785277861217308
2025-10-09,Leon Draisaitl,,POINTS,0.7,0.1558049835546038,-0.6790417338775161
2025-10-09,Leon Draisaitl,,POINTS,0.7,0.1558049835546038,-0.6805997837130622
2025-10-09,Leon Draisaitl,,POINTS,0.7,0.1558049835546038,-0.6805997837130622
2025-10-09,Nazem Kadri,,SOG,2.0,0.14287653950145296,-0.6828140823067744
2025-10-09,Nazem Kadri,,SOG,2.0,0.14287653950145296,-0.6856716130968035
2025-10-09,Nazem Kadri,,SOG,2.0,0.14287653950145296,-0.6856716130968035
2025-10-09,Nazem Kadri,,SOG,2.0,0.14287653950145296,-0.6928154400718761
2025-10-09,Nazem Kadri,,SOG,2.0,0.14287653950145296,-0.6928154400718761
2025-10-09,Connor McDavid,,GOALS,0.3,0.03693631311376678,-0.7045094950898658
2025-10-09,Brady Tkachuk,,SOG,2.0,0.14287653950145296,-0.7071030940220214
2025-10-09,Connor McDavid,,POINTS,0.7,0.1558049835546038,-0.7195510296017131
2025-10-09,Connor McDavid,,POINTS,0.7,0.1558049835546038,-0.7195510296017131
2025-10-09,Connor McDavid,,POINTS,0.7,0.1558049835546038,-0.7215139270323223
2025-10-09,Ryan Nugent-Hopkins,,GOALS,0.3,0.003599493183089468,-0.7264385180852004
2025-10-09,Mark Stone,,GOALS,0.3,0.003599493183089468,-0.7264385180852004
2025-10-09,Kevin Fiala,,GOALS,0.3,0.003599493183089468,-0.7588339567330056
2025-10-09,Nazem Kadri,,GOALS,0.3,0.003599493183089468,-0.7804309158315424
2025-10-09,Mitch Marner,,GOALS,0.3,0.003599493183089468,-0.7804309158315424
2025-10-09,Tomas Hertl,,GOALS,0.3,0.003599493183089468,-0.7804309158315424
2025-10-09,Leon Draisaitl,,GOALS,0.3,0.03693631311376678,-0.7857693839401527
2025-10-09,Adrian Kempe,,GOALS,0.3,0.003599493183089468,-0.7984283817469897
2025-10-09,Pavel Dorofeyev,,GOALS,0.3,0.003599493183089468,-0.8164258476624371
2025-10-09,Connor McDavid,,ASSISTS,0.4,0.061551935550105026,-0.8368873707922216
2025-10-09,Connor McDavid,,ASSISTS,0.4,0.061551935550105026,-0.8368873707922216
2025-10-09,Jack Eichel,,GOALS,0.3,0.003599493183089468,-0.8524207794933318
2025-10-09,Connor McDavid,,GOALS,0.3,0.003599493183089468,-0.8776172317749581
2025-10-09,Leon Draisaitl,,GOALS,0.3,0.003599493183089468,-0.9172116567889422
2025-10-09,Leon Draisaitl,,POINTS,0.7,0.5034146962085905,
