gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020819,2026-01-25,Toronto Maple Leafs,Colorado Avalanche,3,3
2025020820,2026-01-25,Seattle Kraken,New Jersey Devils,1,2
2025020821,2026-01-25,Ottawa Senators,Vegas Golden Knights,3,5
2025020822,2026-01-25,Vancouver Canucks,Pittsburgh Penguins,5,5
2025020823,2026-01-25,Chicago Blackhawks,Florida Panthers,6,1
2025020824,2026-01-25,Calgary Flames,Anaheim Ducks,0,3
