date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,prob,edge_score,edge_reasons,chosen_prob
2026-04-08,Tage Thompson,BUF,NYR,POINTS,0.5,0.0001,0.000125,-215,165.0,draftkings,Under,165.0,1.649735013249558,0.9999000049998333,0.7639487555592808,MODEL UND · CONF60+ · MATCHUP+,0.9999000049998333
2026-04-08,Will Smith,SJS,EDM,ASSISTS,0.5,0.0,0.0,124,-160.0,draftkings,Under,-160.0,0.625,1.0,0.7400834288113416,MODEL UND · CONF60+ · B2B · MATCHUP+,1.0
2026-04-08,Nicholas Robertson,TOR,WSH,SOG,1.5,4.4447,0.692562,110,-150.0,betmgm,Over,110.0,0.9657591892629993,0.9360758044109521,0.6987818285846336,MODEL OVR · CONF60+ · MATCHUP+,0.9360758044109521
2026-04-08,Will Smith,SJS,EDM,POINTS,0.5,0.1237,0.111375,-160,124.0,draftkings,Under,124.0,0.9793645638840286,0.8836448945910841,0.6473847083930973,MODEL UND · CONF60+ · B2B · MATCHUP+,0.8836448945910841
2026-04-08,Tage Thompson,BUF,NYR,ASSISTS,0.5,0.2527,0.206313,110,-140.0,draftkings,Under,-140.0,0.33148718365628693,0.776700857132834,0.5858454434838472,MODEL UND · CONF60+ · MATCHUP+,0.776700857132834
2026-04-08,Will Cuylle,NYR,BUF,SOG,1.5,3.2489,0.6115,-137,104.0,williamhill_us,Over,-137.0,0.4446117827213105,0.8350709461300403,0.5653023993294772,MODEL OVR · CONF60+,0.8350709461300403
2026-04-08,John Tavares,TOR,WSH,POINTS,0.5,1.3892,0.604187,-175,130.0,betmgm,Over,-175.0,0.17971127277028193,0.7507253553992703,0.5380867578354461,MODEL OVR · CONF60+ · MATCHUP+,0.7507253553992703
2026-04-08,Adam Fox,NYR,BUF,POINTS,0.5,1.5122,0.6235,-160,120.0,betmgm,Over,-160.0,0.2668101708954442,0.7795754897818118,0.5301398482792747,MODEL OVR · CONF60+,0.7795754897818118
2026-04-08,Ryan Nugent-Hopkins,EDM,SJS,POINTS,0.5,0.2731,0.216938,-150,110.0,betmgm,Under,110.0,0.5981350325265677,0.7610166821555084,0.4941948243047877,MODEL UND · CONF60+,0.7610166821555084
2026-04-08,Alex Tuch,BUF,NYR,POINTS,0.5,0.4262,0.312375,-120,-110.0,betmgm,Under,-110.0,0.2466091245625327,0.6529857319137076,0.48641733709038015,MODEL UND · CONF60+ · MATCHUP+,0.6529857319137076
2026-04-08,Rasmus Dahlin,BUF,NYR,ASSISTS,0.5,0.4433,0.315375,-125,-105.0,betmgm,Under,-105.0,0.25326184554865516,0.6419146038176039,0.47801644083166317,MODEL UND · CONF60+ · MATCHUP+,0.6419146038176039
2026-04-08,Pierre-Luc Dubois,WSH,TOR,POINTS,0.5,0.9282,0.492875,100,-130.0,betmgm,Over,100.0,0.20947090677808022,0.6047354533890401,0.4403713858346319,MODEL OVR · CONF60+ · MATCHUP+,0.6047354533890401
2026-04-08,Adam Fox,NYR,BUF,ASSISTS,0.5,1.0601,0.537125,-130,100.0,betmgm,Over,-130.0,0.15633178237933454,0.6535788335187543,0.42739121460539126,MODEL OVR · CONF60+,0.6535788335187543
2026-04-08,Dylan Strome,WSH,TOR,POINTS,0.5,0.4049,0.300687,-115,-115.0,betmgm,Under,-115.0,0.2470813482872123,0.6670435118745555,0.37705178637624454,MODEL UND · CONF60+ · MATCHUP-,0.6670435118745555
