date,home,away,market,ev,date_key,total_line_used,model_total,model_spread,period1_home_proj,period1_away_proj,p_home_ml,p_away_ml,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,home_ml_odds,away_ml_odds,home_ml_book,away_ml_book,over_odds,under_odds,over_book,under_book,home_pl_-1.5_odds,away_pl_+1.5_odds,home_pl_-1.5_book,away_pl_+1.5_book,p_f10_yes,p_f10_no,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-04-02T00:30:00Z,Colorado Avalanche,Vancouver Canucks,ev_home_ml,-0.0776,2026-04-02,6.5,6.35,0.93,1.14,0.89,0.7606150176374207,0.2393849823625793,0.4626244325269091,0.5373755674730909,0.39465,0.60535,-470.0,360.0,draftkings,draftkings,-105.0,-115.0,draftkings,draftkings,-170.0,142.0,draftkings,draftkings,0.6725762252984553,0.3274237747015447,,,,,,-0.15000000000000036,moneyline,home_ml,0.7606150176374207,-470.0,draftkings,,Colorado Avalanche,0.6672144829822232,p=0.761; spread +0.93,MODEL HOME · SPREAD+
2026-04-02T01:00:00Z,San Jose Sharks,Anaheim Ducks,ev_away_pl_+1.5,0.5809,2026-04-02,6.5,6.26,-0.23,0.79,0.96,0.4654462780717961,0.5345537219282039,0.4485482729251165,0.5514517270748834,0.1719,0.8281000000000001,-105.0,-115.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,,,draftkings,draftkings,0.6180631506960512,0.3819368493039488,,,,,,-0.2400000000000002,puckline,away_pl_+1.5,0.8281000000000001,,draftkings,,Anaheim Ducks +1.5,0.45897539689286326,p=0.828; spread -0.23; cover margin -1.27,MODEL AWAY · COVER-
2026-04-02T01:00:00Z,San Jose Sharks,Anaheim Ducks,ev_home_pl_-1.5,-0.6718,2026-04-02,6.5,6.26,-0.23,0.79,0.96,0.4654462780717961,0.5345537219282039,0.4485482729251165,0.5514517270748834,0.1719,0.8281000000000001,-105.0,-115.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,,,draftkings,draftkings,0.6180631506960512,0.3819368493039488,,,,,,-0.2400000000000002,puckline,home_pl_-1.5,0.1719,,draftkings,,San Jose Sharks -1.5,0.4445567171336296,p=0.172; spread -0.23; cover margin -1.73,MODEL HOME · COVER-
2026-04-02T01:00:00Z,San Jose Sharks,Anaheim Ducks,ev_under,0.158,2026-04-02,6.5,6.26,-0.23,0.79,0.96,0.4654462780717961,0.5345537219282039,0.4485482729251165,0.5514517270748834,0.1719,0.8281000000000001,-105.0,-115.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,,,draftkings,draftkings,0.6180631506960512,0.3819368493039488,,,,,,-0.2400000000000002,totals,under,0.5514517270748834,110.0,draftkings,6.5,Under 6.5,0.42526452917655627,total 6.26 vs line 6.5 (-0.24); p=0.551; P1 pace 1.75,MODEL UND · LINE+ · PACE+
2026-04-02T01:00:00Z,Los Angeles Kings,St. Louis Blues,ev_home_ml,-0.0057,2026-04-02,5.5,5.97,0.38,0.97,0.74,0.5933600397845832,0.4066399602154168,0.4676918877965771,0.5323081122034229,0.32135,0.67865,-148.0,124.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,180.0,-218.0,draftkings,draftkings,0.6095674297388158,0.39043257026118416,,,,,,0.46999999999999975,moneyline,home_ml,0.5933600397845832,-148.0,draftkings,,Los Angeles Kings,0.3848183459848718,p=0.593; spread +0.38,MODEL HOME · SPREAD+
2026-04-02T00:30:00Z,Colorado Avalanche,Vancouver Canucks,ev_away_ml,0.1012,2026-04-02,6.5,6.35,0.93,1.14,0.89,0.7606150176374207,0.2393849823625793,0.4626244325269091,0.5373755674730909,0.39465,0.60535,-470.0,360.0,draftkings,draftkings,-105.0,-115.0,draftkings,draftkings,-170.0,142.0,draftkings,draftkings,0.6725762252984553,0.3274237747015447,,,,,,-0.15000000000000036,moneyline,away_ml,0.2393849823625793,360.0,draftkings,,Vancouver Canucks,0.36064993831600606,p=0.239; spread +0.93,MODEL AWAY · SPREAD-
2026-04-02T01:00:00Z,Los Angeles Kings,St. Louis Blues,ev_over,-0.1256,2026-04-02,5.5,5.97,0.38,0.97,0.74,0.5933600397845832,0.4066399602154168,0.4676918877965771,0.5323081122034229,0.32135,0.67865,-148.0,124.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,180.0,-218.0,draftkings,draftkings,0.6095674297388158,0.39043257026118416,,,,,,0.46999999999999975,totals,over,0.4676918877965771,-115.0,draftkings,5.5,Over 5.5,0.35985968924972983,total 5.97 vs line 5.5 (+0.47); p=0.468; P1 pace 1.71,MODEL OVR · LINE+ · PACE-
2026-04-02T00:30:00Z,Colorado Avalanche,Vancouver Canucks,ev_under,0.0047,2026-04-02,6.5,6.35,0.93,1.14,0.89,0.7606150176374207,0.2393849823625793,0.4626244325269091,0.5373755674730909,0.39465,0.60535,-470.0,360.0,draftkings,draftkings,-105.0,-115.0,draftkings,draftkings,-170.0,142.0,draftkings,draftkings,0.6725762252984553,0.3274237747015447,,,,,,-0.15000000000000036,totals,under,0.5373755674730909,-115.0,draftkings,6.5,Under 6.5,0.341168090326899,total 6.35 vs line 6.5 (-0.15); p=0.537; P1 pace 2.03,MODEL UND · LINE+
2026-04-02T00:30:00Z,Colorado Avalanche,Vancouver Canucks,ev_over,-0.0968,2026-04-02,6.5,6.35,0.93,1.14,0.89,0.7606150176374207,0.2393849823625793,0.4626244325269091,0.5373755674730909,0.39465,0.60535,-470.0,360.0,draftkings,draftkings,-105.0,-115.0,draftkings,draftkings,-170.0,142.0,draftkings,draftkings,0.6725762252984553,0.3274237747015447,,,,,,-0.15000000000000036,totals,over,0.4626244325269091,-105.0,draftkings,6.5,Over 6.5,0.2786093950367459,total 6.35 vs line 6.5 (-0.15); p=0.463; P1 pace 2.03,MODEL OVR · LINE-
2026-04-02T01:00:00Z,San Jose Sharks,Anaheim Ducks,ev_away_ml,-0.0006,2026-04-02,6.5,6.26,-0.23,0.79,0.96,0.4654462780717961,0.5345537219282039,0.4485482729251165,0.5514517270748834,0.1719,0.8281000000000001,-105.0,-115.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,,,draftkings,draftkings,0.6180631506960512,0.3819368493039488,,,,,,-0.2400000000000002,moneyline,away_ml,0.5345537219282039,-115.0,draftkings,,Anaheim Ducks,0.27562680633663167,p=0.535; spread -0.23,MODEL AWAY · SPREAD+
