team,player_id,period,player,game_home,game_away,date,shots,goals,assists,points,blocks,saves,toi_sec,is_dressed
Montréal Canadiens,8480018,1,Nick Suzuki,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.8896666666666666,0.06383333333333333,0.12133333333333333,0.18516666666666665,0.39966666666666667,0.0,483.91851851854966,1
Montréal Canadiens,8483515,1,Juraj Slafkovský,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,1.2385,0.13033333333333333,0.10966666666666666,0.24,0.22316666666666665,0.0,483.91851851854966,1
Montréal Canadiens,8481540,1,Cole Caufield,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,1.2666666666666666,0.10283333333333333,0.125,0.22783333333333333,0.1235,0.0,483.91851851854966,1
Montréal Canadiens,8483457,1,Lane Hutson,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.9401666666666666,0.043833333333333335,0.12033333333333333,0.16416666666666668,0.642,0.0,567.2148148148324,1
Montréal Canadiens,8476875,1,Mike Matheson,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.9873333333333333,0.041166666666666664,0.13783333333333334,0.179,0.7899999999999999,0.0,567.2148148148324,1
Tampa Bay Lightning,8479542,1,Brandon Hagel,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,1.2465,0.24983333333333332,0.12166666666666666,0.3715,0.33616666666666667,0.0,514.7333333333667,1
Tampa Bay Lightning,8477404,1,Jake Guentzel,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,1.2536666666666667,0.049666666666666665,0.215,0.26466666666666666,0.27116666666666667,0.0,514.7333333333667,1
Tampa Bay Lightning,8476453,1,Nikita Kucherov,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,1.2985,0.11983333333333333,0.186,0.30583333333333335,0.3723333333333333,0.0,514.7333333333667,1
Tampa Bay Lightning,8478178,1,Darren Raddysh,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,1.252,0.08766666666666667,0.18716666666666665,0.2748333333333333,0.4646666666666667,0.0,552.9185185185436,1
Tampa Bay Lightning,8482655,1,J.J. Moser,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.7563333333333333,0.026,0.14316666666666666,0.16916666666666666,0.5115,0.0,487.78518518521923,1
Montréal Canadiens,8482487,1,Jakub Dobes,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.0,0.0,0.0,0.0,0.0,10.085533333333338,1199.9999999999998,1
Tampa Bay Lightning,8477992,1,Jonas Johansson,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.0,0.0,0.0,0.0,0.0,10.016966666666663,1199.9999999999998,1
Montréal Canadiens,8484984,1,Ivan Demidov,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.6536666666666666,0.0645,0.06266666666666666,0.12716666666666665,0.15883333333333333,0.0,268.1333333333362,1
Montréal Canadiens,8481618,1,Alex Newhook,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.6088333333333333,0.034999999999999996,0.06733333333333333,0.10233333333333333,0.09416666666666666,0.0,268.1333333333362,1
Montréal Canadiens,8476479,1,Phillip Danault,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.5836666666666667,0.0395,0.06683333333333333,0.10633333333333334,0.16316666666666665,0.0,268.1333333333362,1
Montréal Canadiens,8478851,1,Alexandre Carrier,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.42566666666666664,0.021166666666666667,0.0545,0.07566666666666666,0.4075,0.0,281.48148148147965,1
Montréal Canadiens,8483686,1,Adam Engstrom,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.5476666666666666,0.029333333333333333,0.06983333333333333,0.09916666666666667,0.21083333333333332,0.0,281.48148148147965,1
Tampa Bay Lightning,8482201,1,Gage Goncalves,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.448,0.03216666666666666,0.07833333333333332,0.11049999999999999,0.12316666666666666,0.0,210.14074074074077,1
Tampa Bay Lightning,8480995,1,Pontus Holmberg,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.6208333333333333,0.0805,0.06,0.1405,0.09983333333333333,0.0,210.14074074074077,1
Tampa Bay Lightning,8476878,1,Zemgus Girgensons,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.49033333333333334,0.0465,0.07316666666666666,0.11966666666666666,0.2485,0.0,210.14074074074077,1
Tampa Bay Lightning,8478416,1,Erik Cernak,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.484,0.032,0.089,0.121,0.43466666666666665,0.0,313.54814814813403,1
Montréal Canadiens,8478133,1,Jake Evans,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.606,0.023666666666666666,0.07383333333333333,0.0975,0.21116666666666667,0.0,240.68888888889543,1
Montréal Canadiens,8479339,1,Patrik Laine,Montréal Canadiens,Tampa Bay Lightning,2026-05-01,0.6645,0.041166666666666664,0.059,0.10016666666666665,0.12666666666666665,0.0,240.68888888889543,1
