date,home,away,market,ev,date_key,total_line_used,model_total,model_spread,period1_home_proj,period1_away_proj,p_home_ml,p_away_ml,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,home_ml_odds,away_ml_odds,home_ml_book,away_ml_book,over_odds,under_odds,over_book,under_book,home_pl_-1.5_odds,away_pl_+1.5_odds,home_pl_-1.5_book,away_pl_+1.5_book,p_f10_yes,p_f10_no,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-04-28T23:30:00Z,Buffalo Sabres,Boston Bruins,ev_over,0.0554,2026-04-28,5.5,6.26,0.46,0.97,1.05,0.6015083080899544,0.3984916919100456,0.5965450605716653,0.4034549394283346,0.2468,0.7532,-170.0,142.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,150.0,-180.0,draftkings,draftkings,0.6707704331613185,0.32922956683868154,,,,,,0.7599999999999998,totals,over,0.5965450605716653,-130.0,draftkings,5.5,Over 5.5,0.5111145152970802,total 6.26 vs line 5.5 (+0.76); p=0.597; P1 pace 2.02,MODEL OVR · LINE+
2026-04-29T02:00:00Z,Edmonton Oilers,Anaheim Ducks,ev_home_ml,-0.0488,2026-04-29,6.5,6.16,1.09,1.02,0.77,0.6053145189028196,0.3946854810971804,0.5020290748582115,0.4979709251417885,0.3733,0.6267,-175.0,145.0,draftkings,draftkings,-166.0,140.0,draftkings,draftkings,136.0,-162.0,draftkings,draftkings,0.6263740067621865,0.37362599323781354,,,,,,-0.33999999999999986,moneyline,home_ml,0.6053145189028196,-175.0,draftkings,,Edmonton Oilers,0.4703670602148961,p=0.605; spread +1.09,MODEL HOME · SPREAD+
2026-04-28T23:30:00Z,Buffalo Sabres,Boston Bruins,ev_home_ml,-0.0447,2026-04-28,5.5,6.26,0.46,0.97,1.05,0.6015083080899544,0.3984916919100456,0.5965450605716653,0.4034549394283346,0.2468,0.7532,-170.0,142.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,150.0,-180.0,draftkings,draftkings,0.6707704331613185,0.32922956683868154,,,,,,0.7599999999999998,moneyline,home_ml,0.6015083080899544,-170.0,draftkings,,Buffalo Sabres,0.4098156652702082,p=0.602; spread +0.46,MODEL HOME · SPREAD+
2026-04-29T02:00:00Z,Edmonton Oilers,Anaheim Ducks,ev_under,0.1951,2026-04-29,6.5,6.16,1.09,1.02,0.77,0.6053145189028196,0.3946854810971804,0.5020290748582115,0.4979709251417885,0.3733,0.6267,-175.0,145.0,draftkings,draftkings,-166.0,140.0,draftkings,draftkings,136.0,-162.0,draftkings,draftkings,0.6263740067621865,0.37362599323781354,,,,,,-0.33999999999999986,totals,under,0.4979709251417885,140.0,draftkings,6.5,Under 6.5,0.3966427995791277,total 6.16 vs line 6.5 (-0.34); p=0.498; P1 pace 1.79,MODEL UND · LINE+ · PACE+
2026-04-29T00:00:00Z,Dallas Stars,Minnesota Wild,ev_home_ml,-0.0275,2026-04-29,5.5,5.9,0.8,0.91,0.86,0.5496867623501287,0.4503132376498713,0.5134387736721527,0.4865612263278472,0.3117,0.6883,-130.0,110.0,draftkings,draftkings,-122.0,102.0,draftkings,draftkings,195.0,-238.0,draftkings,draftkings,0.6222414333528503,0.3777585666471497,,,,,,0.40000000000000036,moneyline,home_ml,0.5496867623501287,-130.0,draftkings,,Dallas Stars,0.38194552162450757,p=0.550; spread +0.80,MODEL HOME · SPREAD+
2026-04-28T23:30:00Z,Buffalo Sabres,Boston Bruins,ev_home_pl_-1.5,-0.383,2026-04-28,5.5,6.26,0.46,0.97,1.05,0.6015083080899544,0.3984916919100456,0.5965450605716653,0.4034549394283346,0.2468,0.7532,-170.0,142.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,150.0,-180.0,draftkings,draftkings,0.6707704331613185,0.32922956683868154,,,,,,0.7599999999999998,puckline,home_pl_-1.5,0.2468,150.0,draftkings,,Buffalo Sabres -1.5,0.3726806946229761,p=0.247; spread +0.46; cover margin -1.04,MODEL HOME · COVER-
2026-04-28T23:30:00Z,Buffalo Sabres,Boston Bruins,ev_away_pl_+1.5,0.1716,2026-04-28,5.5,6.26,0.46,0.97,1.05,0.6015083080899544,0.3984916919100456,0.5965450605716653,0.4034549394283346,0.2468,0.7532,-170.0,142.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,150.0,-180.0,draftkings,draftkings,0.6707704331613185,0.32922956683868154,,,,,,0.7599999999999998,puckline,away_pl_+1.5,0.7532,-180.0,draftkings,,Boston Bruins +1.5,0.34169804330982995,p=0.753; spread +0.46; cover margin -1.96,MODEL AWAY · COVER-
2026-04-29T00:00:00Z,Dallas Stars,Minnesota Wild,ev_over,-0.0657,2026-04-29,5.5,5.9,0.8,0.91,0.86,0.5496867623501287,0.4503132376498713,0.5134387736721527,0.4865612263278472,0.3117,0.6883,-130.0,110.0,draftkings,draftkings,-122.0,102.0,draftkings,draftkings,195.0,-238.0,draftkings,draftkings,0.6222414333528503,0.3777585666471497,,,,,,0.40000000000000036,totals,over,0.5134387736721527,-122.0,draftkings,5.5,Over 5.5,0.33878903519393516,total 5.90 vs line 5.5 (+0.40); p=0.513; P1 pace 1.77,MODEL OVR · LINE+ · PACE-
2026-04-29T00:00:00Z,Dallas Stars,Minnesota Wild,ev_home_pl_-1.5,-0.0805,2026-04-29,5.5,5.9,0.8,0.91,0.86,0.5496867623501287,0.4503132376498713,0.5134387736721527,0.4865612263278472,0.3117,0.6883,-130.0,110.0,draftkings,draftkings,-122.0,102.0,draftkings,draftkings,195.0,-238.0,draftkings,draftkings,0.6222414333528503,0.3777585666471497,,,,,,0.40000000000000036,puckline,home_pl_-1.5,0.3117,195.0,draftkings,,Dallas Stars -1.5,0.3161289788698915,p=0.312; spread +0.80; cover margin -0.70,MODEL HOME · COVER-
2026-04-29T02:00:00Z,Edmonton Oilers,Anaheim Ducks,ev_home_pl_-1.5,-0.119,2026-04-29,6.5,6.16,1.09,1.02,0.77,0.6053145189028196,0.3946854810971804,0.5020290748582115,0.4979709251417885,0.3733,0.6267,-175.0,145.0,draftkings,draftkings,-166.0,140.0,draftkings,draftkings,136.0,-162.0,draftkings,draftkings,0.6263740067621865,0.37362599323781354,,,,,,-0.33999999999999986,puckline,home_pl_-1.5,0.3733,136.0,draftkings,,Edmonton Oilers -1.5,0.2711112379046367,p=0.373; spread +1.09; cover margin -0.41,MODEL HOME · COVER-
2026-04-29T02:00:00Z,Edmonton Oilers,Anaheim Ducks,ev_f10_yes,0.044,2026-04-29,6.5,6.16,1.09,1.02,0.77,0.6053145189028196,0.3946854810971804,0.5020290748582115,0.4979709251417885,0.3733,0.6267,-175.0,145.0,draftkings,draftkings,-166.0,140.0,draftkings,draftkings,136.0,-162.0,draftkings,draftkings,0.6263740067621865,0.37362599323781354,,,,,,-0.33999999999999986,first10,f10_yes,0.6263740067621865,,,,Yes,0.26576986951550596,p=0.626; P1 pace 1.79,MODEL YES · PACE-
2026-04-29T02:00:00Z,Edmonton Oilers,Anaheim Ducks,ev_f10_no,-0.3773,2026-04-29,6.5,6.16,1.09,1.02,0.77,0.6053145189028196,0.3946854810971804,0.5020290748582115,0.4979709251417885,0.3733,0.6267,-175.0,145.0,draftkings,draftkings,-166.0,140.0,draftkings,draftkings,136.0,-162.0,draftkings,draftkings,0.6263740067621865,0.37362599323781354,,,,,,-0.33999999999999986,first10,f10_no,0.37362599323781354,,,,No,0.26576986951550596,p=0.374; P1 pace 1.79,MODEL NO · PACE-
2026-04-29T00:00:00Z,Dallas Stars,Minnesota Wild,ev_away_pl_+1.5,-0.0225,2026-04-29,5.5,5.9,0.8,0.91,0.86,0.5496867623501287,0.4503132376498713,0.5134387736721527,0.4865612263278472,0.3117,0.6883,-130.0,110.0,draftkings,draftkings,-122.0,102.0,draftkings,draftkings,195.0,-238.0,draftkings,draftkings,0.6222414333528503,0.3777585666471497,,,,,,0.40000000000000036,puckline,away_pl_+1.5,0.6883,-238.0,draftkings,,Minnesota Wild +1.5,0.2525866388667471,p=0.688; spread +0.80; cover margin -2.30,MODEL AWAY · COVER-
2026-04-29T00:00:00Z,Dallas Stars,Minnesota Wild,ev_under,-0.0171,2026-04-29,5.5,5.9,0.8,0.91,0.86,0.5496867623501287,0.4503132376498713,0.5134387736721527,0.4865612263278472,0.3117,0.6883,-130.0,110.0,draftkings,draftkings,-122.0,102.0,draftkings,draftkings,195.0,-238.0,draftkings,draftkings,0.6222414333528503,0.3777585666471497,,,,,,0.40000000000000036,totals,under,0.4865612263278472,102.0,draftkings,5.5,Under 5.5,0.23818383066685567,total 5.90 vs line 5.5 (+0.40); p=0.487; P1 pace 1.77,MODEL UND · LINE- · PACE+
