date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev,proj_lambda,ev_over
2025-10-20,Brendan Gallagher,MTL,ASSISTS,0.5,0.791,0.5468,313,-480,pinnacle,Over,1.2581165762186395,0.791,1.2581165762186395
2025-10-20,Brendan Gallagher,MTL,ASSISTS,0.5,0.791,0.5468,300,-440,draftkings,Over,1.1870378462166,0.791,1.1870378462166
2025-10-20,Nikolaj Ehlers,CAR,SOG,2.5,4.491,0.8254,115,-148,draftkings,Over,0.7745498309022777,4.491,0.7745498309022777
2025-10-20,Ivan Barbashev,VGK,ASSISTS,0.5,0.673,0.4901,260,-370,draftkings,Over,0.7642769555152176,0.673,0.7642769555152176
2025-10-20,Nikolaj Ehlers,CAR,SOG,2.5,4.491,0.8254,112,-155,pinnacle,Over,0.7497886704710832,4.491,0.7497886704710832
2025-10-20,Rasmus Dahlin,BUF,SOG,2.5,4.646,0.8421,106,-141,pinnacle,Over,0.7348092240246321,4.646,0.7348092240246321
2025-10-20,Rasmus Dahlin,BUF,SOG,2.5,4.646,0.8421,105,-135,draftkings,Over,0.7263878200245124,4.646,0.7263878200245124
2025-10-20,Ivan Barbashev,VGK,ASSISTS,0.5,0.673,0.4901,250,-370,pinnacle,Over,0.7152692623064614,0.673,0.7152692623064614
2025-10-20,Nikolaj Ehlers,CAR,POINTS,0.5,0.125,0.1176,-120,-110,draftkings,Under,0.684594954085409,0.125,0.684594954085409
2025-10-20,Rasmus Dahlin,BUF,SOG,2.5,4.646,0.8421,100,-130,fanduel,Over,0.6842808000239147,4.646,0.6842808000239147
2025-10-20,Ryan Hartman,MIN,SOG,2.5,3.813,0.7331,128,-171,pinnacle,Over,0.6715707357264528,3.813,0.6715707357264528
2025-10-20,Nikolaj Ehlers,CAR,POINTS,0.5,0.125,0.1176,-119,-112,pinnacle,Under,0.6702701670608732,0.125,0.6702701670608732
2025-10-20,Chandler Stephenson,SEA,POINTS,0.5,0.102,0.097,-110,-120,draftkings,Under,0.6554691963520398,0.102,0.6554691963520398
2025-10-20,Travis Konecny,PHI,POINTS,0.5,0.278,0.2425,-148,115,draftkings,Under,0.6286498916954323,0.278,0.6286498916954323
2025-10-20,Travis Konecny,PHI,POINTS,0.5,0.278,0.2425,-155,115,pinnacle,Under,0.6286498916954323,0.278,0.6286498916954323
2025-10-20,Josh Morrissey,WPG,POINTS,0.5,0.105,0.1001,-105,-125,draftkings,Under,0.6198893228181593,0.105,0.6198893228181593
2025-10-20,Tyson Foerster,PHI,ASSISTS,0.5,0.567,0.433,274,-406,pinnacle,Over,0.6195692898485218,0.567,0.6195692898485218
2025-10-20,Tage Thompson,BUF,SOG,3.5,4.839,0.7116,126,-162,draftkings,Over,0.6082873036423337,4.839,0.6082873036423337
2025-10-20,Ryan McLeod,BUF,SOG,1.5,2.326,0.675,138,-182,fanduel,Over,0.6065816738501963,2.326,0.6065816738501963
2025-10-20,Tage Thompson,BUF,SOG,3.5,4.839,0.7116,125,-170,pinnacle,Over,0.6011709881394918,4.839,0.6011709881394918
