team,player_id,player,market,value,count,n_sims,game_home,game_away,date,period
Boston Bruins,8477956,,SOG,2.0,515,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477956,,GOALS,0.0,1786,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477956,,ASSISTS,0.0,1208,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477956,,POINTS,0.0,1087,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477956,,BLOCKS,1.0,428,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477956,,SAVES,0.0,2000,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477496,,SOG,1.0,661,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477496,,GOALS,0.0,1568,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477496,,ASSISTS,1.0,470,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477496,,POINTS,1.0,635,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477496,,BLOCKS,0.0,1200,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8477496,,SAVES,0.0,2000,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479987,,SOG,2.0,510,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479987,,GOALS,1.0,609,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479987,,ASSISTS,0.0,1526,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479987,,POINTS,1.0,705,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479987,,BLOCKS,0.0,1197,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479987,,SAVES,0.0,2000,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479325,,SOG,3.0,359,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479325,,GOALS,1.0,140,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479325,,ASSISTS,1.0,567,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479325,,POINTS,2.0,140,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479325,,BLOCKS,0.0,1186,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8479325,,SAVES,0.0,2000,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8476854,,SOG,1.0,627,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8476854,,GOALS,0.0,1543,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8476854,,ASSISTS,0.0,1459,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8476854,,POINTS,0.0,1134,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8476854,,BLOCKS,0.0,1174,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Boston Bruins,8476854,,SAVES,0.0,2000,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8475810,,SOG,5.0,110,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8475810,,GOALS,1.0,511,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8475810,,ASSISTS,0.0,1566,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8475810,,POINTS,1.0,688,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8475810,,BLOCKS,0.0,1079,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8475810,,SAVES,0.0,2000,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471675,,SOG,2.0,564,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471675,,GOALS,0.0,1621,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471675,,ASSISTS,0.0,1475,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471675,,POINTS,0.0,1184,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471675,,BLOCKS,1.0,310,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471675,,SAVES,0.0,2000,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471215,,SOG,2.0,499,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471215,,GOALS,0.0,1664,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471215,,ASSISTS,1.0,505,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471215,,POINTS,1.0,632,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471215,,BLOCKS,0.0,1723,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8471215,,SAVES,0.0,2000,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8474578,,SOG,1.0,380,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8474578,,GOALS,0.0,1781,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8474578,,ASSISTS,1.0,553,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8474578,,POINTS,1.0,632,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8474578,,BLOCKS,0.0,1493,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
Pittsburgh Penguins,8474578,,SAVES,0.0,2000,2000,Boston Bruins,Pittsburgh Penguins,2026-03-03,0
