date,home,away,market,ev,date_key,model_total,p_home_ml,p_away_ml,period1_home_proj,period1_away_proj,p_f10_yes,p_f10_no,home_ml_odds,away_ml_odds,over_odds,under_odds,home_pl_-1.5_odds,away_pl_+1.5_odds,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,total_line_used,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-04-23,Ottawa Senators,Carolina Hurricanes,ev_over,0.6189016393442625,2026-04-23,9.222166666666666,0.3249166666666667,0.6750833333333334,1.2708333333333333,1.692,0.8039838711984343,0.19601612880156571,-122.0,102.0,-122.0,102.0,205.0,-250.0,0.8896666666666667,0.11033333333333334,0.14016666666666666,0.8598333333333333,5.5,,,,,,3.7221666666666664,totals,over,0.8896666666666667,-122.0,,5.5,Over 5.5,0.8989193816075933,total 9.22 vs line 5.5 (+3.72); p=0.890; P1 pace 2.96,MODEL OVR · LINE+ · PACE+
2026-04-23,Los Angeles Kings,Colorado Avalanche,ev_over,0.6090724637681159,2026-04-23,8.759333333333334,0.5460833333333334,0.4539166666666667,1.4511666666666667,1.3468333333333333,0.7853829496133161,0.21461705038668388,136.0,-162.0,-115.0,-105.0,,,0.8606666666666667,0.13933333333333334,0.30366666666666664,0.6963333333333334,5.5,,,,,,3.259333333333334,totals,over,0.8606666666666667,-115.0,,5.5,Over 5.5,0.8704128673915954,total 8.76 vs line 5.5 (+3.26); p=0.861; P1 pace 2.80,MODEL OVR · LINE+ · PACE+
2026-04-23,Boston Bruins,Buffalo Sabres,ev_over,0.28970666666666656,2026-04-23,7.299166666666666,0.45408333333333334,0.5459166666666667,1.138,1.226,0.7275227078743217,0.2724772921256783,-110.0,-110.0,114.0,-135.0,225.0,-278.0,0.6026666666666667,0.3973333333333333,0.20883333333333334,0.7911666666666667,6.5,,,,,,0.7991666666666664,totals,over,0.6026666666666667,114.0,,6.5,Over 6.5,0.5755822037338829,total 7.30 vs line 6.5 (+0.80); p=0.603; P1 pace 2.36,MODEL OVR · LINE+ · PACE+
2026-04-23,Ottawa Senators,Carolina Hurricanes,ev_under,-0.7771266666666666,2026-04-23,9.222166666666666,0.3249166666666667,0.6750833333333334,1.2708333333333333,1.692,0.8039838711984343,0.19601612880156571,-122.0,102.0,-122.0,102.0,205.0,-250.0,0.8896666666666667,0.11033333333333334,0.14016666666666666,0.8598333333333333,5.5,,,,,,3.7221666666666664,totals,under,0.11033333333333334,102.0,,5.5,Under 5.5,0.35083748113750474,total 9.22 vs line 5.5 (+3.72); p=0.110; P1 pace 2.96,MODEL UND · LINE- · PACE-
2026-04-23,Ottawa Senators,Carolina Hurricanes,ev_away_ml,0.36366833333333337,2026-04-23,9.222166666666666,0.3249166666666667,0.6750833333333334,1.2708333333333333,1.692,0.8039838711984343,0.19601612880156571,-122.0,102.0,-122.0,102.0,205.0,-250.0,0.8896666666666667,0.11033333333333334,0.14016666666666666,0.8598333333333333,5.5,,,,,,3.7221666666666664,moneyline,away_ml,0.6750833333333334,102.0,,,Carolina Hurricanes,0.35016666666666674,p=0.675,MODEL AWAY
2026-04-23,Ottawa Senators,Carolina Hurricanes,ev_home_ml,-0.40875819672131136,2026-04-23,9.222166666666666,0.3249166666666667,0.6750833333333334,1.2708333333333333,1.692,0.8039838711984343,0.19601612880156571,-122.0,102.0,-122.0,102.0,205.0,-250.0,0.8896666666666667,0.11033333333333334,0.14016666666666666,0.8598333333333333,5.5,,,,,,3.7221666666666664,moneyline,home_ml,0.3249166666666667,-122.0,,,Ottawa Senators,0.3501666666666666,p=0.325,MODEL HOME
2026-04-23,Los Angeles Kings,Colorado Avalanche,ev_under,-0.7279682539682539,2026-04-23,8.759333333333334,0.5460833333333334,0.4539166666666667,1.4511666666666667,1.3468333333333333,0.7853829496133161,0.21461705038668388,136.0,-162.0,-115.0,-105.0,,,0.8606666666666667,0.13933333333333334,0.30366666666666664,0.6963333333333334,5.5,,,,,,3.259333333333334,totals,under,0.13933333333333334,-105.0,,5.5,Under 5.5,0.3274851718240908,total 8.76 vs line 5.5 (+3.26); p=0.139; P1 pace 2.80,MODEL UND · LINE- · PACE-
2026-04-23,Boston Bruins,Buffalo Sabres,ev_under,-0.3083456790123457,2026-04-23,7.299166666666666,0.45408333333333334,0.5459166666666667,1.138,1.226,0.7275227078743217,0.2724772921256783,-110.0,-110.0,114.0,-135.0,225.0,-278.0,0.6026666666666667,0.3973333333333333,0.20883333333333334,0.7911666666666667,6.5,,,,,,0.7991666666666664,totals,under,0.3973333333333333,-135.0,,6.5,Under 6.5,0.16095112959945043,total 7.30 vs line 6.5 (+0.80); p=0.397; P1 pace 2.36,MODEL UND · LINE- · PACE-
2026-04-23,Los Angeles Kings,Colorado Avalanche,ev_home_ml,0.2887566666666669,2026-04-23,8.759333333333334,0.5460833333333334,0.4539166666666667,1.4511666666666667,1.3468333333333333,0.7853829496133161,0.21461705038668388,136.0,-162.0,-115.0,-105.0,,,0.8606666666666667,0.13933333333333334,0.30366666666666664,0.6963333333333334,5.5,,,,,,3.259333333333334,moneyline,home_ml,0.5460833333333334,136.0,,,Los Angeles Kings,0.09216666666666672,p=0.546,MODEL HOME
2026-04-23,Los Angeles Kings,Colorado Avalanche,ev_away_ml,-0.2658878600823044,2026-04-23,8.759333333333334,0.5460833333333334,0.4539166666666667,1.4511666666666667,1.3468333333333333,0.7853829496133161,0.21461705038668388,136.0,-162.0,-115.0,-105.0,,,0.8606666666666667,0.13933333333333334,0.30366666666666664,0.6963333333333334,5.5,,,,,,3.259333333333334,moneyline,away_ml,0.4539166666666667,-162.0,,,Colorado Avalanche,0.09216666666666662,p=0.454,MODEL AWAY
