date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev
2025-10-09,Drew Doughty,,GOALS,0.5,0.3,0.25918177931828207,800.0,-1600.0,fanduel,Over,1.3326360138645386
2025-10-09,MacKenzie Weegar,,GOALS,0.5,0.3,0.25918177931828207,700.0,-1400.0,fanduel,Over,1.0734542345462565
2025-10-09,Leon Draisaitl,,POINTS,0.5,0.7,0.5034146962085905,,300.0,fanatics,Under,0.9863412151656382
2025-10-09,Connor McDavid,,POINTS,1.5,0.7,0.1558049835546038,-127.0,-102.0,betonlineag,Under,0.6718371894310787
2025-10-09,Connor McDavid,,POINTS,1.5,0.7,0.1558049835546038,-125.0,-105.0,fanatics,Under,0.6481902702029163
2025-10-09,Connor McDavid,,POINTS,1.5,0.7,0.1558049835546038,-125.0,-105.0,betmgm,Under,0.6481902702029163
2025-10-09,Nikita Kucherov,,ASSISTS,0.5,0.4,0.3296799539643607,-190.0,140.0,betmgm,Under,0.6087681104855344
2025-10-09,Leon Draisaitl,,SOG,2.5,2.0,0.32332358381693654,-179.0,136.0,betonlineag,Under,0.5969563421920299
2025-10-09,Leon Draisaitl,,SOG,2.5,2.0,0.32332358381693654,-175.0,135.0,draftkings,Under,0.590189578030199
2025-10-09,Leon Draisaitl,,ASSISTS,0.5,0.4,0.3296799539643607,-185.0,135.0,betmgm,Under,0.5752521081837525
2025-10-09,Leon Draisaitl,,ASSISTS,0.5,0.4,0.3296799539643607,-175.0,135.0,draftkings,Under,0.5752521081837525
2025-10-09,Leon Draisaitl,,ASSISTS,0.5,0.4,0.3296799539643607,-175.0,135.0,fanatics,Under,0.5752521081837525
2025-10-09,Leon Draisaitl,,SOG,2.5,2.0,0.32332358381693654,-182.0,130.0,williamhill_us,Under,0.5563557572210457
2025-10-09,Leon Draisaitl,,SOG,2.5,2.0,0.32332358381693654,-185.0,130.0,betmgm,Under,0.5563557572210457
2025-10-09,Blake Coleman,,GOALS,0.5,0.3,0.25918177931828207,500.0,-900.0,fanduel,Over,0.5550906759096923
2025-10-09,Mikael Backlund,,GOALS,0.5,0.3,0.25918177931828207,500.0,-900.0,fanduel,Over,0.5550906759096923
2025-10-09,Connor McDavid,,SOG,2.5,2.0,0.32332358381693654,-168.0,126.0,fanduel,Under,0.5292887005737231
2025-10-09,Connor McDavid,,SOG,2.5,2.0,0.32332358381693654,-161.0,123.0,betonlineag,Under,0.5089884080882314
2025-10-09,Nikita Kucherov,,SOG,2.5,2.0,0.32332358381693654,-164.0,120.0,williamhill_us,Under,0.4886881156027396
2025-10-09,Connor McDavid,,SOG,2.5,2.0,0.32332358381693654,-160.0,120.0,betmgm,Under,0.4886881156027396
2025-10-09,Nikita Kucherov,,SOG,2.5,2.0,0.32332358381693654,-165.0,120.0,betmgm,Under,0.4886881156027396
2025-10-09,Connor McDavid,,SOG,2.5,2.0,0.32332358381693654,-154.0,120.0,draftkings,Under,0.4886881156027396
2025-10-09,Connor McDavid,,SOG,2.5,2.0,0.32332358381693654,-160.0,120.0,fanatics,Under,0.4886881156027396
2025-10-09,Connor McDavid,,SOG,2.5,2.0,0.32332358381693654,-162.0,120.0,williamhill_us,Under,0.4886881156027396
2025-10-09,Jack Eichel,,SOG,2.5,2.0,0.32332358381693654,-154.0,118.0,fanduel,Under,0.475154587279078
2025-10-09,Leon Draisaitl,,POINTS,1.5,0.7,0.1558049835546038,105.0,-135.0,draftkings,Under,0.4695246582568008
2025-10-09,Leon Draisaitl,,POINTS,1.5,0.7,0.1558049835546038,106.0,-137.0,betonlineag,Under,0.4603957583763423
2025-10-09,Gustav Forsling,,POINTS,0.5,0.7,0.5034146962085905,190.0,-250.0,betmgm,Over,0.45990261900491236
2025-10-09,Brady Tkachuk,,SOG,3.5,2.0,0.14287653950145296,105.0,-145.0,betmgm,Under,0.4482430884285795
2025-10-09,Leon Draisaitl,,POINTS,1.5,0.7,0.1558049835546038,105.0,-140.0,betmgm,Under,0.44719145676353644
2025-10-09,Nazem Kadri,,SOG,3.5,2.0,0.14287653950145296,120.0,-154.0,draftkings,Under,0.41369713614695425
2025-10-09,Evan Bouchard,,ASSISTS,0.5,0.4,0.3296799539643607,-142.0,110.0,draftkings,Under,0.4076720966748426
2025-10-09,Nazem Kadri,,SOG,3.5,2.0,0.14287653950145296,120.0,-156.0,betonlineag,Under,0.4065615762027438
2025-10-09,Evan Bouchard,,GOALS,0.5,0.3,0.25918177931828207,440.0,-700.0,fanduel,Over,0.39958160831872314
2025-10-09,Connor Zary,,GOALS,0.5,0.3,0.25918177931828207,440.0,-750.0,fanduel,Over,0.39958160831872314
2025-10-09,Evan Bouchard,,SOG,2.5,2.0,0.32332358381693654,-138.0,106.0,fanduel,Under,0.39395341733711065
2025-10-09,Nazem Kadri,,SOG,3.5,2.0,0.14287653950145296,122.0,-160.0,fanduel,Under,0.3928256233101389
