date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-01-24,Joonas Korpisalo,BOS,MTL,SAVES,26.5,1.591,0.98,0.0,Under,1.0
2026-01-24,Elvis Merzlikins,CBJ,TBL,SAVES,24.5,1.3651,1.0,0.0,Under,1.0
2026-01-24,Justus Annunen,NSH,UTA,SAVES,26.5,0.7354,1.0,0.0,Under,1.0
2026-01-24,Justus Annunen,NSH,UTA,SAVES,24.5,0.7354,1.0,0.0,Under,1.0
2026-01-24,Jakub Dobes,MTL,BOS,SAVES,30.5,1.4341,1.02,0.0,Under,1.0
2026-01-24,Joonas Korpisalo,BOS,MTL,SAVES,30.5,1.591,0.98,0.0,Under,1.0
2026-01-24,Joonas Korpisalo,BOS,MTL,SAVES,28.5,1.591,0.98,0.0,Under,1.0
2026-01-24,Justus Annunen,NSH,UTA,SAVES,30.5,0.7354,1.0,0.0,Under,1.0
2026-01-24,Justus Annunen,NSH,UTA,SAVES,28.5,0.7354,1.0,0.0,Under,1.0
2026-01-24,Elvis Merzlikins,CBJ,TBL,SAVES,26.5,1.3651,1.0,0.0,Under,1.0
2026-01-24,Elvis Merzlikins,CBJ,TBL,SAVES,28.5,1.3651,1.0,0.0,Under,1.0
2026-01-24,Jakub Dobes,MTL,BOS,SAVES,28.5,1.4341,1.02,0.0,Under,1.0
2026-01-24,Elvis Merzlikins,CBJ,TBL,SAVES,30.5,1.3651,1.0,0.0,Under,1.0
2026-01-24,Jakub Dobes,MTL,BOS,SAVES,26.5,1.4341,1.02,0.0,Under,1.0
2026-01-24,Joonas Korpisalo,BOS,MTL,SAVES,24.5,1.591,0.98,1e-06,Under,0.999999
2026-01-24,Jakub Dobes,MTL,BOS,SAVES,24.5,1.4341,1.02,1e-06,Under,0.999999
2026-01-24,Jason Zucker,BUF,NYI,BLOCKS,3.5,0.0466,1.0,4e-06,Under,0.999996
2026-01-24,Mavrik Bourque,DAL,,BLOCKS,3.5,0.0462,1.0,4e-06,Under,0.999996
2026-01-24,Kurtis MacDermid,OTT,CAR,BLOCKS,3.5,0.0541,1.0,7e-06,Under,0.999993
2026-01-24,Maxim Tsyplakov,NYI,BUF,BLOCKS,3.5,0.054,1.0,7e-06,Under,0.999993
2026-01-24,Tim Washe,ANA,,BLOCKS,3.5,0.0573,1.0,8e-06,Under,0.999992
2026-01-24,Trent Frederic,EDM,WSH,BLOCKS,3.5,0.0617,1.0,1e-05,Under,0.99999
2026-01-24,Kaapo Kakko,SEA,,BLOCKS,3.5,0.0606,1.0,1.1e-05,Under,0.999989
2026-01-24,Joe Veleno,MTL,BOS,BLOCKS,3.5,0.0628,0.98,1.1e-05,Under,0.999989
2026-01-24,Samuel Ersson,PHI,,SAVES,30.5,2.229,1.0,1.3e-05,Under,0.999987
2026-01-24,Michael Bunting,NSH,UTA,BLOCKS,3.5,0.0647,1.0,1.3e-05,Under,0.999987
2026-01-24,Nikita Tolopilo,VAN,,SAVES,30.5,2.5082,1.0,1.6e-05,Under,0.999984
2026-01-24,Samuel Ersson,PHI,,SAVES,28.5,2.229,1.0,2.8e-05,Under,0.999972
2026-01-24,Isaac Howard,EDM,WSH,BLOCKS,3.5,0.0818,1.0,3e-05,Under,0.99997
2026-01-24,Jonatan Berggren,STL,LAK,BLOCKS,3.5,0.0821,1.0,3e-05,Under,0.99997
2026-01-24,Nikita Tolopilo,VAN,,SAVES,28.5,2.5082,1.0,3.9e-05,Under,0.999961
2026-01-24,Mason Marchment,CBJ,TBL,BLOCKS,3.5,0.0933,1.0,5e-05,Under,0.99995
2026-01-24,Cam Hebig,UTA,NSH,BLOCKS,3.5,0.0962,1.0,5.8e-05,Under,0.999942
2026-01-24,Clayton Keller,UTA,NSH,BLOCKS,3.5,0.0962,1.0,5.8e-05,Under,0.999942
2026-01-24,Morgan Frost,CGY,,BLOCKS,3.5,0.0971,1.0,5.9e-05,Under,0.999941
2026-01-24,Samuel Ersson,PHI,,SAVES,26.5,2.229,1.0,6e-05,Under,0.99994
2026-01-24,Anton Lundell,FLA,MIN,BLOCKS,3.5,0.0967,1.0,6.5e-05,Under,0.999935
2026-01-24,Tyler Seguin,DAL,,BLOCKS,3.5,0.103,1.0,7.5e-05,Under,0.999925
2026-01-24,Nathan Bastian,DAL,,BLOCKS,3.5,0.103,1.0,7.5e-05,Under,0.999925
2026-01-24,Mavrik Bourque,DAL,,BLOCKS,2.5,0.0462,1.0,8.5e-05,Under,0.999915
2026-01-24,Jason Zucker,BUF,NYI,BLOCKS,2.5,0.0466,1.0,8.8e-05,Under,0.999912
2026-01-24,Nikita Tolopilo,VAN,,SAVES,26.5,2.5082,1.0,9e-05,Under,0.99991
2026-01-24,Travis Konecny,PHI,,BLOCKS,3.5,0.1075,1.0,9.8e-05,Under,0.999902
2026-01-24,Egor Chinakhov,PIT,,BLOCKS,3.5,0.1132,1.0,0.000103,Under,0.999897
2026-01-24,Filip Forsberg,NSH,UTA,BLOCKS,3.5,0.1134,1.0,0.000105,Under,0.999895
2026-01-24,Jonathan Marchessault,NSH,UTA,BLOCKS,3.5,0.1134,1.0,0.000105,Under,0.999895
2026-01-24,Victor Olofsson,COL,,BLOCKS,3.5,0.117,1.0,0.000113,Under,0.999887
