date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev,proj_lambda,ev_over
2025-11-15,Pavel Buchnevich,STL,POINTS,0.5,0.124,0.1662,-130,100.0,draftkings,Under,0.6676661937120207,0.124,0.6676661937120207
2025-11-15,Pavel Buchnevich,STL,POINTS,0.5,0.124,0.1662,-132,-101.0,pinnacle,Under,0.6594104204758227,0.124,0.6594104204758227
2025-11-15,Jamie Drysdale,PHI,POINTS,0.5,0.9,0.5422,200,-290.0,pinnacle,Over,0.6265,0.9,0.6265
2025-11-15,Pavel Buchnevich,STL,ASSISTS,0.5,0.003,0.0062,145,-188.0,draftkings,Under,0.5224931835403362,0.003,0.5224931835403362
2025-11-15,Pavel Buchnevich,STL,ASSISTS,0.5,0.003,0.0062,149,-201.0,pinnacle,Under,0.48830231257221784,0.003,0.48830231257221784
2025-11-15,Seth Jarvis,CAR,POINTS,0.5,0.583,0.4295,-215,158.0,pinnacle,Under,0.47197935393119284,0.583,0.47197935393119284
2025-11-15,Adam Fox,NYR,GOALS,0.5,0.35,0.2746,430,-700.0,fanduel,Over,0.4556,0.35,0.4556
2025-11-15,Seth Jarvis,CAR,POINTS,0.5,0.583,0.4295,-204,155.0,draftkings,Under,0.4548633149319927,0.583,0.4548633149319927
2025-11-15,Pius Suter,STL,POINTS,0.5,0.124,0.1662,115,-148.0,draftkings,Under,0.3972338379749363,0.124,0.3972338379749363
2025-11-15,Jimmy Snuggerud,STL,SOG,1.5,3.159,0.8234,-146,112.0,fanduel,Over,0.3873218346675579,3.159,0.3873218346675579
2025-11-15,Owen Tippett,PHI,SOG,2.5,3.33,0.6115,126,-162.0,draftkings,Over,0.3820556314850764,3.33,0.3820556314850764
2025-11-15,Pius Suter,STL,POINTS,0.5,0.124,0.1662,115,-153.0,pinnacle,Under,0.37882204904948114,0.124,0.37882204904948114
2025-11-15,Nino Niederreiter,WPG,GOALS,0.5,0.35,0.2746,400,-650.0,fanduel,Over,0.3732,0.35,0.3732
2025-11-15,Jimmy Snuggerud,STL,SOG,1.5,3.159,0.8234,-154,120.0,draftkings,Over,0.35802562867732324,3.159,0.35802562867732324
2025-11-15,Owen Tippett,PHI,SOG,2.5,3.33,0.6115,122,-160.0,fanduel,Over,0.3575944698658715,3.33,0.3575944698658715
2025-11-15,Blake Coleman,CGY,GOALS,0.5,0.35,0.2746,390,-650.0,fanduel,Over,0.3458,0.35,0.3458
2025-11-15,Noah Cates,PHI,ASSISTS,0.5,0.426,0.3427,290,-475.0,pinnacle,Over,0.33634402527182605,0.426,0.33634402527182605
2025-11-15,Owen Tippett,PHI,POINTS,0.5,0.112,0.1553,129,-173.0,pinnacle,Under,0.3329658732532192,0.112,0.3329658732532192
2025-11-15,Owen Tippett,PHI,POINTS,0.5,0.112,0.1553,135,-175.0,draftkings,Under,0.3273856916802073,0.112,0.3273856916802073
2025-11-15,Jimmy Snuggerud,STL,SOG,1.5,3.159,0.8234,-164,123.0,pinnacle,Over,0.32542466774306844,3.159,0.32542466774306844
2025-11-15,Pius Suter,STL,ASSISTS,0.5,0.003,0.0062,220,-300.0,draftkings,Under,0.3251329560443667,0.003,0.3251329560443667
2025-11-15,Sebastian Aho,CAR,POINTS,0.5,0.911,0.5455,-262,189.0,pinnacle,Under,0.31348098568767335,0.911,0.31348098568767335
2025-11-15,Owen Tippett,PHI,SOG,2.5,3.33,0.6115,113,-136.0,pinnacle,Over,0.3025568562226606,3.33,0.3025568562226606
2025-11-15,Christian Dvorak,PHI,ASSISTS,0.5,0.377,0.3154,313,-480.0,pinnacle,Over,0.30241352774116803,0.377,0.30241352774116803
2025-11-15,Sebastian Aho,CAR,POINTS,0.5,0.911,0.5455,-248,185.0,draftkings,Under,0.2953013180656988,0.911,0.2953013180656988
2025-11-15,Christian Dvorak,PHI,ASSISTS,0.5,0.377,0.3154,310,-455.0,draftkings,Over,0.2929528967890529,0.377,0.2929528967890529
2025-11-15,Logan Stankoven,CAR,GOALS,0.5,0.368,0.286,350,-550.0,fanduel,Over,0.287025165078876,0.368,0.287025165078876
2025-11-15,Pius Suter,STL,ASSISTS,0.5,0.003,0.0062,230,-340.0,pinnacle,Under,0.2861584573371796,0.003,0.2861584573371796
