date,home,away,market,ev
2025-09-28T19:00:00Z,New Jersey Devils,Washington Capitals,ev_home_pl_-1.5,0.2695
2025-09-28T23:00:00Z,Carolina Hurricanes,Nashville Predators,ev_home_pl_-1.5,0.2633
2025-09-28T22:00:00Z,Minnesota Wild,Chicago Blackhawks,ev_under,0.1997
2025-09-28T23:00:00Z,Carolina Hurricanes,Nashville Predators,ev_home_ml,0.1988
2025-09-29T00:00:00Z,Edmonton Oilers,Vancouver Canucks,ev_away_ml,0.1855
2025-09-28T19:00:00Z,New Jersey Devils,Washington Capitals,ev_home_ml,0.1846
2025-09-29T00:00:00Z,Edmonton Oilers,Vancouver Canucks,ev_away_pl_+1.5,0.1439
2025-09-28T19:00:00Z,Ottawa Senators,New Jersey Devils,ev_home_pl_-1.5,0.1008
2025-09-28T19:00:00Z,Ottawa Senators,New Jersey Devils,ev_home_ml,0.0921
2025-09-28T19:00:00Z,Ottawa Senators,New Jersey Devils,ev_over,0.0665
2025-09-28T23:00:00Z,Carolina Hurricanes,Nashville Predators,ev_under,0.0433
2025-09-28T22:00:00Z,Minnesota Wild,Chicago Blackhawks,ev_home_ml,0.033
2025-09-28T22:00:00Z,Minnesota Wild,Chicago Blackhawks,ev_away_pl_+1.5,-0.021
2025-09-29T00:00:00Z,Edmonton Oilers,Vancouver Canucks,ev_under,-0.0786
2025-09-28T22:00:00Z,Minnesota Wild,Chicago Blackhawks,ev_home_pl_-1.5,-0.0919
2025-09-28T22:00:00Z,Minnesota Wild,Chicago Blackhawks,ev_away_ml,-0.1267
2025-09-28T19:00:00Z,Ottawa Senators,New Jersey Devils,ev_away_pl_+1.5,-0.1423
2025-09-28T19:00:00Z,New Jersey Devils,Washington Capitals,ev_over,-0.1443
2025-09-29T00:00:00Z,Edmonton Oilers,Vancouver Canucks,ev_home_ml,-0.1762
2025-09-28T23:00:00Z,Carolina Hurricanes,Nashville Predators,ev_away_pl_+1.5,-0.2223
2025-09-28T19:00:00Z,New Jersey Devils,Washington Capitals,ev_away_pl_+1.5,-0.2428
2025-09-28T19:00:00Z,New Jersey Devils,Washington Capitals,ev_under,-0.258
2025-09-28T19:00:00Z,Ottawa Senators,New Jersey Devils,ev_away_ml,-0.2638
2025-09-29T00:00:00Z,Edmonton Oilers,Vancouver Canucks,ev_home_pl_-1.5,-0.3237
2025-09-29T00:00:00Z,Edmonton Oilers,Vancouver Canucks,ev_over,-0.3244
2025-09-28T23:00:00Z,Carolina Hurricanes,Nashville Predators,ev_away_ml,-0.3786
2025-09-28T19:00:00Z,New Jersey Devils,Washington Capitals,ev_away_ml,-0.392
2025-09-28T23:00:00Z,Carolina Hurricanes,Nashville Predators,ev_over,-0.4053
2025-09-28T19:00:00Z,Ottawa Senators,New Jersey Devils,ev_under,-0.4125
2025-09-28T22:00:00Z,Minnesota Wild,Chicago Blackhawks,ev_over,-0.5256
