date,home,away,market,bet,price,model_prob,ev,edge,book,result
2025-10-01T00:00:00Z,Colorado Avalanche,Vegas Golden Knights,puckline,home_pl_-1.5,170.0,0.5961660714271265,0.6096,0.2427,bovada,
2025-09-30T23:00:00Z,Tampa Bay Lightning,Florida Panthers,moneyline,home_ml,110.0,0.719667030907963,0.5113,0.2624,bovada,
2025-10-01T00:00:00Z,Chicago Blackhawks,Detroit Red Wings,moneyline,home_ml,110.0,0.6610811843828381,0.3883,0.2038,bovada,
2025-10-01T00:00:00Z,Colorado Avalanche,Vegas Golden Knights,moneyline,home_ml,-145.0,0.817278851944188,0.3809,0.2517,bovada,
2025-09-30T23:00:00Z,Ottawa Senators,Montréal Canadiens,puckline,home_pl_-1.5,160.0,0.5135157768059545,0.3351,0.1457,bovada,
2025-10-01T01:00:00Z,Utah Mammoth,Los Angeles Kings,totals,under,-110.0,0.6464989184299048,0.293,0.1682,,
2025-10-01T00:00:00Z,St. Louis Blues,Dallas Stars,puckline,away_pl_+1.5,-110.0,0.6520868241272666,0.2448930278793272,,,
2025-09-30T23:00:00Z,Tampa Bay Lightning,Florida Panthers,totals,over,100.0,0.6101531088797119,0.2203,0.1319,bovada,
2025-09-30T23:00:00Z,Ottawa Senators,Montréal Canadiens,moneyline,home_ml,-155.0,0.7292981975394708,0.1998,0.1463,bovada,
2025-09-30T23:00:00Z,Columbus Blue Jackets,Washington Capitals,puckline,home_pl_-1.5,155.0,0.4542985283262554,0.1585,0.0777,bovada,
2025-09-30T23:00:00Z,Columbus Blue Jackets,Washington Capitals,moneyline,home_ml,-150.0,0.6916707422123147,0.1528,0.1172,bovada,
2025-10-01T00:00:00Z,St. Louis Blues,Dallas Stars,totals,under,-110.0,0.6000247225616943,0.14550174307232544,,,
2025-10-01T01:00:00Z,Utah Mammoth,Los Angeles Kings,moneyline,home_ml,-115.0,0.6114541768099012,0.1432,0.1006,bovada,
2025-10-01T00:00:00Z,Chicago Blackhawks,Detroit Red Wings,puckline,away_pl_+1.5,-110.0,0.5814255824902,0.10999429384492743,,,
2025-10-01T00:00:00Z,Colorado Avalanche,Vegas Golden Knights,totals,under,-110.0,0.5488533171300365,0.0716,0.0597,,
2025-10-01T00:00:00Z,Minnesota Wild,Winnipeg Jets,totals,under,-110.0,0.5920702702124024,0.0657,0.0596,,
2025-10-01T00:00:00Z,Minnesota Wild,Winnipeg Jets,moneyline,home_ml,-125.0,0.5853830879259986,0.0537,0.0529,bovada,
2025-09-30T23:00:00Z,Ottawa Senators,Montréal Canadiens,totals,over,-105.0,0.5265006734802422,0.0279,0.0373,bovada,
