date,player,team,market,line,over_price,under_price,book,actual
2025-10-22,Blake Coleman,CGY,GOALS,0.5,340,-550,fanduel,
2025-10-22,Blake Coleman,CGY,POINTS,0.5,135,-175,draftkings,
2025-10-22,Blake Coleman,CGY,POINTS,0.5,146,-188,fanduel,
2025-10-22,Blake Coleman,CGY,POINTS,0.5,137,-184,pinnacle,
2025-10-22,Blake Coleman,CGY,SOG,2.5,115,-148,draftkings,
2025-10-22,Blake Coleman,CGY,SOG,2.5,116,-152,fanduel,
2025-10-22,Blake Coleman,CGY,SOG,2.5,104,-139,pinnacle,
2025-10-22,Jonathan Huberdeau,CGY,ASSISTS,0.5,135,-175,draftkings,
2025-10-22,Jonathan Huberdeau,CGY,ASSISTS,0.5,135,-180,pinnacle,
2025-10-22,Jonathan Huberdeau,CGY,GOALS,0.5,250,-380,fanduel,
2025-10-22,Jonathan Huberdeau,CGY,POINTS,0.5,-142,110,draftkings,
2025-10-22,Jonathan Huberdeau,CGY,POINTS,0.5,-138,108,fanduel,
2025-10-22,Jonathan Huberdeau,CGY,POINTS,0.5,-149,112,pinnacle,
2025-10-22,Jonathan Huberdeau,CGY,SOG,1.5,-148,115,draftkings,
2025-10-22,Jonathan Huberdeau,CGY,SOG,1.5,-160,122,fanduel,
2025-10-22,Jonathan Huberdeau,CGY,SOG,1.5,-156,117,pinnacle,
2025-10-22,Dougie Hamilton,NJD,ASSISTS,0.5,150,-198,draftkings,
2025-10-22,Dougie Hamilton,NJD,ASSISTS,0.5,130,-175,pinnacle,
2025-10-22,Dougie Hamilton,NJD,POINTS,0.5,110,-142,draftkings,
2025-10-22,Dougie Hamilton,NJD,POINTS,0.5,102,-130,fanduel,
2025-10-22,Dougie Hamilton,NJD,POINTS,0.5,-104,-127,pinnacle,
2025-10-22,Dougie Hamilton,NJD,SOG,2.5,-120,-110,draftkings,
2025-10-22,Dougie Hamilton,NJD,SOG,2.5,-113,-115,fanduel,
2025-10-22,Dougie Hamilton,NJD,SOG,2.5,-120,-111,pinnacle,
2025-10-22,Mike Matheson,MTL,ASSISTS,0.5,230,-320,draftkings,
2025-10-22,Mike Matheson,MTL,ASSISTS,0.5,246,-356,pinnacle,
2025-10-22,Mike Matheson,MTL,POINTS,0.5,160,-212,draftkings,
2025-10-22,Mike Matheson,MTL,POINTS,0.5,180,-235,fanduel,
2025-10-22,Mike Matheson,MTL,POINTS,0.5,182,-251,pinnacle,
2025-10-22,Mike Matheson,MTL,SOG,1.5,105,-135,draftkings,
2025-10-22,Mike Matheson,MTL,SOG,1.5,108,-140,fanduel,
2025-10-22,Mike Matheson,MTL,SOG,1.5,102,-136,pinnacle,
2025-10-22,MacKenzie Weegar,CGY,ASSISTS,0.5,140,-182,draftkings,
2025-10-22,MacKenzie Weegar,CGY,ASSISTS,0.5,138,-185,pinnacle,
2025-10-22,MacKenzie Weegar,CGY,POINTS,0.5,105,-135,draftkings,
2025-10-22,MacKenzie Weegar,CGY,POINTS,0.5,102,-130,fanduel,
2025-10-22,MacKenzie Weegar,CGY,POINTS,0.5,103,-136,pinnacle,
2025-10-22,MacKenzie Weegar,CGY,SOG,1.5,-162,126,draftkings,
2025-10-22,MacKenzie Weegar,CGY,SOG,1.5,-174,132,fanduel,
2025-10-22,MacKenzie Weegar,CGY,SOG,1.5,-168,126,pinnacle,
2025-10-22,Ryan Hartman,MIN,ASSISTS,0.5,310,-455,draftkings,
2025-10-22,Ryan Hartman,MIN,ASSISTS,0.5,329,-513,pinnacle,
2025-10-22,Ryan Hartman,MIN,GOALS,0.5,430,-700,fanduel,
2025-10-22,Ryan Hartman,MIN,POINTS,0.5,150,-198,draftkings,
2025-10-22,Ryan Hartman,MIN,POINTS,0.5,158,-205,fanduel,
2025-10-22,Ryan Hartman,MIN,POINTS,0.5,154,-209,pinnacle,
2025-10-22,Ryan Hartman,MIN,SOG,1.5,-188,145,draftkings,
2025-10-22,Ryan Hartman,MIN,SOG,1.5,-196,148,fanduel,
2025-10-22,Ryan Hartman,MIN,SOG,1.5,-203,150,pinnacle,
2025-10-22,J.T. Compher,DET,ASSISTS,0.5,300,-440,draftkings,
2025-10-22,J.T. Compher,DET,ASSISTS,0.5,323,-501,pinnacle,
2025-10-22,J.T. Compher,DET,POINTS,0.5,176,-234,draftkings,
2025-10-22,J.T. Compher,DET,POINTS,0.5,164,-215,fanduel,
2025-10-22,J.T. Compher,DET,POINTS,0.5,178,-245,pinnacle,
2025-10-22,Dylan Larkin,DET,ASSISTS,0.5,105,-135,draftkings,
2025-10-22,Dylan Larkin,DET,ASSISTS,0.5,103,-136,pinnacle,
2025-10-22,Dylan Larkin,DET,GOALS,0.5,160,-230,fanduel,
2025-10-22,Dylan Larkin,DET,POINTS,0.5,-218,165,draftkings,
2025-10-22,Dylan Larkin,DET,POINTS,0.5,-235,180,fanduel,
2025-10-22,Dylan Larkin,DET,POINTS,0.5,-230,168,pinnacle,
2025-10-22,Dylan Larkin,DET,SOG,2.5,-142,110,draftkings,
2025-10-22,Dylan Larkin,DET,SOG,2.5,-138,106,fanduel,
2025-10-22,Dylan Larkin,DET,SOG,2.5,-151,114,pinnacle,
2025-10-22,Alex Tuch,BUF,ASSISTS,0.5,170,-225,draftkings,
2025-10-22,Alex Tuch,BUF,ASSISTS,0.5,177,-244,pinnacle,
2025-10-22,Alex Tuch,BUF,GOALS,0.5,220,-310,fanduel,
2025-10-22,Alex Tuch,BUF,POINTS,0.5,-130,100,draftkings,
2025-10-22,Alex Tuch,BUF,POINTS,0.5,-125,-102,fanduel,
2025-10-22,Alex Tuch,BUF,POINTS,0.5,-130,-102,pinnacle,
2025-10-22,Alex Tuch,BUF,SOG,2.5,140,-182,draftkings,
2025-10-22,Alex Tuch,BUF,SOG,2.5,130,-170,fanduel,
2025-10-22,Alex Tuch,BUF,SOG,2.5,140,-190,pinnacle,
2025-10-22,Rasmus Andersson,CGY,ASSISTS,0.5,230,-320,draftkings,
2025-10-22,Rasmus Andersson,CGY,ASSISTS,0.5,253,-368,pinnacle,
2025-10-22,Rasmus Andersson,CGY,POINTS,0.5,170,-225,draftkings,
2025-10-22,Rasmus Andersson,CGY,POINTS,0.5,176,-230,fanduel,
2025-10-22,Rasmus Andersson,CGY,POINTS,0.5,169,-231,pinnacle,
2025-10-22,Rasmus Andersson,CGY,SOG,1.5,-162,126,draftkings,
2025-10-22,Rasmus Andersson,CGY,SOG,1.5,-170,130,fanduel,
2025-10-22,Rasmus Andersson,CGY,SOG,1.5,-165,124,pinnacle,
2025-10-22,Timo Meier,NJD,ASSISTS,0.5,160,-212,draftkings,
2025-10-22,Timo Meier,NJD,ASSISTS,0.5,176,-242,pinnacle,
2025-10-22,Timo Meier,NJD,GOALS,0.5,210,-290,fanduel,
2025-10-22,Timo Meier,NJD,POINTS,0.5,-148,115,draftkings,
2025-10-22,Timo Meier,NJD,POINTS,0.5,-138,108,fanduel,
2025-10-22,Timo Meier,NJD,POINTS,0.5,-123,-107,pinnacle,
2025-10-22,Timo Meier,NJD,SOG,2.5,-168,130,draftkings,
2025-10-22,Timo Meier,NJD,SOG,2.5,-168,128,fanduel,
2025-10-22,Timo Meier,NJD,SOG,2.5,-176,131,pinnacle,
2025-10-22,Joel Eriksson Ek,MIN,ASSISTS,0.5,145,-188,draftkings,
2025-10-22,Joel Eriksson Ek,MIN,ASSISTS,0.5,155,-210,pinnacle,
2025-10-22,Joel Eriksson Ek,MIN,GOALS,0.5,230,-320,fanduel,
2025-10-22,Joel Eriksson Ek,MIN,POINTS,0.5,-148,115,draftkings,
2025-10-22,Joel Eriksson Ek,MIN,POINTS,0.5,-136,106,fanduel,
2025-10-22,Joel Eriksson Ek,MIN,POINTS,0.5,-143,108,pinnacle,
2025-10-22,Joel Eriksson Ek,MIN,SOG,2.5,-135,105,draftkings,
2025-10-22,Joel Eriksson Ek,MIN,SOG,2.5,-138,106,fanduel,
2025-10-22,Joel Eriksson Ek,MIN,SOG,2.5,-138,103,pinnacle,
2025-10-22,Kirill Kaprizov,MIN,ASSISTS,0.5,-105,-125,draftkings,
2025-10-22,Kirill Kaprizov,MIN,ASSISTS,0.5,-108,-122,pinnacle,
2025-10-22,Kirill Kaprizov,MIN,GOALS,0.5,120,-160,fanduel,
2025-10-22,Kirill Kaprizov,MIN,POINTS,1.5,170,-225,draftkings,
2025-10-22,Kirill Kaprizov,MIN,POINTS,1.5,182,-240,fanduel,
2025-10-22,Kirill Kaprizov,MIN,POINTS,1.5,170,-233,pinnacle,
2025-10-22,Kirill Kaprizov,MIN,SOG,3.5,110,-142,draftkings,
2025-10-22,Kirill Kaprizov,MIN,SOG,3.5,108,-140,fanduel,
2025-10-22,Kirill Kaprizov,MIN,SOG,3.5,111,-149,pinnacle,
2025-10-22,Alex DeBrincat,DET,ASSISTS,0.5,145,-188,draftkings,
2025-10-22,Alex DeBrincat,DET,ASSISTS,0.5,145,-195,pinnacle,
2025-10-22,Alex DeBrincat,DET,GOALS,0.5,160,-220,fanduel,
2025-10-22,Alex DeBrincat,DET,POINTS,0.5,-168,130,draftkings,
2025-10-22,Alex DeBrincat,DET,POINTS,0.5,-188,146,fanduel,
2025-10-22,Alex DeBrincat,DET,POINTS,0.5,-178,133,pinnacle,
2025-10-22,Alex DeBrincat,DET,SOG,3.5,130,-168,draftkings,
2025-10-22,Alex DeBrincat,DET,SOG,3.5,132,-174,fanduel,
2025-10-22,Alex DeBrincat,DET,SOG,3.5,132,-180,pinnacle,
2025-10-22,Jesper Bratt,NJD,ASSISTS,0.5,-125,-105,draftkings,
2025-10-22,Jesper Bratt,NJD,ASSISTS,0.5,-134,101,pinnacle,
2025-10-22,Jesper Bratt,NJD,GOALS,0.5,230,-320,fanduel,
2025-10-22,Jesper Bratt,NJD,POINTS,0.5,-212,160,draftkings,
2025-10-22,Jesper Bratt,NJD,POINTS,0.5,-220,168,fanduel,
2025-10-22,Jesper Bratt,NJD,POINTS,0.5,-220,162,pinnacle,
2025-10-22,Jesper Bratt,NJD,SOG,2.5,145,-188,draftkings,
2025-10-22,Jesper Bratt,NJD,SOG,2.5,130,-170,fanduel,
2025-10-22,Jesper Bratt,NJD,SOG,2.5,149,-210,pinnacle,
2025-10-22,Tage Thompson,BUF,ASSISTS,0.5,145,-188,draftkings,
2025-10-22,Tage Thompson,BUF,ASSISTS,0.5,144,-194,pinnacle,
2025-10-22,Tage Thompson,BUF,GOALS,0.5,150,-210,fanduel,
2025-10-22,Tage Thompson,BUF,POINTS,0.5,-188,145,draftkings,
2025-10-22,Tage Thompson,BUF,POINTS,0.5,-184,142,fanduel,
2025-10-22,Tage Thompson,BUF,POINTS,0.5,-203,150,pinnacle,
2025-10-22,Tage Thompson,BUF,SOG,3.5,126,-162,draftkings,
2025-10-22,Tage Thompson,BUF,SOG,3.5,134,-176,fanduel,
2025-10-22,Tage Thompson,BUF,SOG,3.5,126,-170,pinnacle,
2025-10-22,Nico Hischier,NJD,ASSISTS,0.5,115,-148,draftkings,
2025-10-22,Nico Hischier,NJD,ASSISTS,0.5,123,-170,pinnacle,
2025-10-22,Nico Hischier,NJD,GOALS,0.5,175,-240,fanduel,
2025-10-22,Nico Hischier,NJD,POINTS,0.5,-198,150,draftkings,
2025-10-22,Nico Hischier,NJD,POINTS,0.5,-184,142,fanduel,
2025-10-22,Nico Hischier,NJD,POINTS,0.5,-205,151,pinnacle,
2025-10-22,Nico Hischier,NJD,SOG,2.5,126,-162,draftkings,
2025-10-22,Nico Hischier,NJD,SOG,2.5,118,-154,fanduel,
2025-10-22,Nico Hischier,NJD,SOG,2.5,128,-171,pinnacle,
2025-10-22,Nick Suzuki,MTL,ASSISTS,0.5,-135,105,draftkings,
2025-10-22,Nick Suzuki,MTL,ASSISTS,0.5,-140,104,pinnacle,
2025-10-22,Nick Suzuki,MTL,GOALS,0.5,200,-270,fanduel,
2025-10-22,Nick Suzuki,MTL,POINTS,0.5,-240,180,draftkings,
2025-10-22,Nick Suzuki,MTL,POINTS,0.5,-245,186,fanduel,
2025-10-22,Nick Suzuki,MTL,POINTS,0.5,-270,190,pinnacle,
2025-10-22,Nick Suzuki,MTL,SOG,2.5,145,-188,draftkings,
2025-10-22,Nick Suzuki,MTL,SOG,2.5,154,-205,fanduel,
2025-10-22,Nick Suzuki,MTL,SOG,2.5,150,-203,pinnacle,
2025-10-22,Morgan Frost,CGY,ASSISTS,0.5,230,-320,draftkings,
2025-10-22,Morgan Frost,CGY,ASSISTS,0.5,240,-345,pinnacle,
2025-10-22,Morgan Frost,CGY,POINTS,0.5,130,-168,draftkings,
2025-10-22,Morgan Frost,CGY,POINTS,0.5,138,-178,fanduel,
2025-10-22,Morgan Frost,CGY,POINTS,0.5,129,-173,pinnacle,
2025-10-22,Morgan Frost,CGY,SOG,1.5,-126,-105,pinnacle,
2025-10-22,Joel Farabee,CGY,ASSISTS,0.5,260,-370,draftkings,
2025-10-22,Joel Farabee,CGY,ASSISTS,0.5,281,-419,pinnacle,
2025-10-22,Joel Farabee,CGY,POINTS,0.5,130,-168,draftkings,
2025-10-22,Joel Farabee,CGY,POINTS,0.5,138,-178,fanduel,
2025-10-22,Joel Farabee,CGY,POINTS,0.5,114,-152,pinnacle,
2025-10-22,Joel Farabee,CGY,SOG,1.5,-148,115,draftkings,
2025-10-22,Joel Farabee,CGY,SOG,1.5,-160,122,fanduel,
2025-10-22,Joel Farabee,CGY,SOG,1.5,-155,116,pinnacle,
2025-10-22,Ryan McLeod,BUF,ASSISTS,0.5,250,-350,draftkings,
2025-10-22,Ryan McLeod,BUF,ASSISTS,0.5,259,-380,pinnacle,
2025-10-22,Ryan McLeod,BUF,POINTS,0.5,140,-182,draftkings,
2025-10-22,Ryan McLeod,BUF,POINTS,0.5,154,-200,fanduel,
2025-10-22,Ryan McLeod,BUF,POINTS,0.5,145,-195,pinnacle,
2025-10-22,Rasmus Dahlin,BUF,ASSISTS,0.5,-130,100,draftkings,
2025-10-22,Rasmus Dahlin,BUF,ASSISTS,0.5,-129,-103,pinnacle,
2025-10-22,Rasmus Dahlin,BUF,POINTS,0.5,-182,140,draftkings,
2025-10-22,Rasmus Dahlin,BUF,POINTS,0.5,-178,138,fanduel,
2025-10-22,Rasmus Dahlin,BUF,POINTS,0.5,-188,140,pinnacle,
2025-10-22,Rasmus Dahlin,BUF,SOG,2.5,-135,105,draftkings,
2025-10-22,Rasmus Dahlin,BUF,SOG,2.5,-128,-102,fanduel,
2025-10-22,Rasmus Dahlin,BUF,SOG,2.5,-141,105,pinnacle,
2025-10-22,Noah Dobson,MTL,ASSISTS,0.5,190,-255,draftkings,
2025-10-22,Noah Dobson,MTL,ASSISTS,0.5,195,-280,pinnacle,
2025-10-22,Noah Dobson,MTL,POINTS,0.5,135,-175,draftkings,
2025-10-22,Noah Dobson,MTL,POINTS,0.5,134,-172,fanduel,
2025-10-22,Noah Dobson,MTL,POINTS,0.5,140,-190,pinnacle,
2025-10-22,Noah Dobson,MTL,SOG,1.5,-175,135,draftkings,
2025-10-22,Noah Dobson,MTL,SOG,1.5,-178,136,fanduel,
2025-10-22,Noah Dobson,MTL,SOG,1.5,-180,134,pinnacle,
2025-10-22,Bowen Byram,BUF,ASSISTS,0.5,230,-320,draftkings,
2025-10-22,Bowen Byram,BUF,ASSISTS,0.5,242,-349,pinnacle,
2025-10-22,Bowen Byram,BUF,POINTS,0.5,185,-248,draftkings,
2025-10-22,Bowen Byram,BUF,POINTS,0.5,176,-235,fanduel,
2025-10-22,Bowen Byram,BUF,POINTS,0.5,180,-260,pinnacle,
2025-10-22,Cole Caufield,MTL,ASSISTS,0.5,130,-168,draftkings,
2025-10-22,Cole Caufield,MTL,ASSISTS,0.5,130,-174,pinnacle,
2025-10-22,Cole Caufield,MTL,GOALS,0.5,160,-220,fanduel,
2025-10-22,Cole Caufield,MTL,POINTS,0.5,-188,145,draftkings,
2025-10-22,Cole Caufield,MTL,POINTS,0.5,-196,152,fanduel,
2025-10-22,Cole Caufield,MTL,POINTS,0.5,-210,150,pinnacle,
2025-10-22,Cole Caufield,MTL,SOG,2.5,-142,110,draftkings,
2025-10-22,Cole Caufield,MTL,SOG,2.5,-148,114,fanduel,
2025-10-22,Cole Caufield,MTL,SOG,2.5,-149,111,pinnacle,
2025-10-22,Moritz Seider,DET,ASSISTS,0.5,135,-175,draftkings,
2025-10-22,Moritz Seider,DET,ASSISTS,0.5,135,-181,pinnacle,
2025-10-22,Moritz Seider,DET,POINTS,0.5,100,-130,draftkings,
2025-10-22,Moritz Seider,DET,POINTS,0.5,104,-132,fanduel,
2025-10-22,Moritz Seider,DET,POINTS,0.5,-101,-131,pinnacle,
2025-10-22,Moritz Seider,DET,SOG,1.5,-148,115,draftkings,
2025-10-22,Moritz Seider,DET,SOG,1.5,-146,112,fanduel,
2025-10-22,Moritz Seider,DET,SOG,1.5,-154,115,pinnacle,
2025-10-22,Matt Boldy,MIN,ASSISTS,0.5,115,-148,draftkings,
2025-10-22,Matt Boldy,MIN,ASSISTS,0.5,111,-148,pinnacle,
2025-10-22,Matt Boldy,MIN,GOALS,0.5,180,-250,fanduel,
2025-10-22,Matt Boldy,MIN,POINTS,0.5,-198,150,draftkings,
2025-10-22,Matt Boldy,MIN,POINTS,0.5,-184,142,fanduel,
2025-10-22,Matt Boldy,MIN,POINTS,0.5,-214,158,pinnacle,
2025-10-22,Matt Boldy,MIN,SOG,2.5,-175,135,draftkings,
2025-10-22,Matt Boldy,MIN,SOG,2.5,-182,138,fanduel,
2025-10-22,Matt Boldy,MIN,SOG,2.5,-183,136,pinnacle,
2025-10-22,Jack Hughes,NJD,ASSISTS,0.5,-115,-115,draftkings,
2025-10-22,Jack Hughes,NJD,ASSISTS,0.5,-111,-120,pinnacle,
2025-10-22,Jack Hughes,NJD,GOALS,0.5,150,-200,fanduel,
2025-10-22,Jack Hughes,NJD,POINTS,1.5,165,-218,draftkings,
2025-10-22,Jack Hughes,NJD,POINTS,1.5,182,-240,fanduel,
2025-10-22,Jack Hughes,NJD,POINTS,1.5,164,-224,pinnacle,
2025-10-22,Jack Hughes,NJD,SOG,3.5,-120,-110,draftkings,
2025-10-22,Jack Hughes,NJD,SOG,3.5,-122,-106,fanduel,
2025-10-22,Jack Hughes,NJD,SOG,3.5,-125,-107,pinnacle,
2025-10-22,Lucas Raymond,DET,ASSISTS,0.5,110,-142,draftkings,
2025-10-22,Lucas Raymond,DET,ASSISTS,0.5,101,-134,pinnacle,
2025-10-22,Lucas Raymond,DET,GOALS,0.5,230,-330,fanduel,
2025-10-22,Lucas Raymond,DET,POINTS,0.5,-175,135,draftkings,
2025-10-22,Lucas Raymond,DET,POINTS,0.5,-180,140,fanduel,
2025-10-22,Lucas Raymond,DET,POINTS,0.5,-197,146,pinnacle,
2025-10-22,Lucas Raymond,DET,SOG,2.5,150,-198,draftkings,
2025-10-22,Lucas Raymond,DET,SOG,2.5,148,-196,fanduel,
2025-10-22,Lucas Raymond,DET,SOG,2.5,152,-205,pinnacle,
2025-10-22,Marco Rossi,MIN,ASSISTS,0.5,207,-291,pinnacle,
2025-10-22,Marco Rossi,MIN,POINTS,0.5,114,-151,pinnacle,
2025-10-22,Jack Quinn,BUF,ASSISTS,0.5,250,-350,draftkings,
2025-10-22,Jack Quinn,BUF,ASSISTS,0.5,264,-388,pinnacle,
2025-10-22,Jack Quinn,BUF,POINTS,0.5,135,-175,draftkings,
2025-10-22,Jack Quinn,BUF,POINTS,0.5,142,-184,fanduel,
2025-10-22,Jack Quinn,BUF,POINTS,0.5,138,-185,pinnacle,
2025-10-22,Dawson Mercer,NJD,ASSISTS,0.5,220,-300,draftkings,
2025-10-22,Dawson Mercer,NJD,ASSISTS,0.5,227,-324,pinnacle,
2025-10-22,Dawson Mercer,NJD,GOALS,0.5,250,-360,fanduel,
2025-10-22,Dawson Mercer,NJD,POINTS,0.5,-105,-125,draftkings,
2025-10-22,Dawson Mercer,NJD,POINTS,0.5,-106,-120,fanduel,
2025-10-22,Dawson Mercer,NJD,POINTS,0.5,-101,-133,pinnacle,
2025-10-22,Dawson Mercer,NJD,SOG,1.5,-154,120,draftkings,
2025-10-22,Dawson Mercer,NJD,SOG,1.5,-156,120,fanduel,
2025-10-22,Dawson Mercer,NJD,SOG,1.5,-160,118,pinnacle,
2025-10-22,Brock Faber,MIN,ASSISTS,0.5,290,-420,draftkings,
2025-10-22,Brock Faber,MIN,ASSISTS,0.5,309,-472,pinnacle,
2025-10-22,Brock Faber,MIN,POINTS,0.5,220,-300,draftkings,
2025-10-22,Brock Faber,MIN,POINTS,0.5,265,-370,fanduel,
2025-10-22,Brock Faber,MIN,POINTS,0.5,223,-317,pinnacle,
2025-10-22,Brock Faber,MIN,SOG,1.5,110,-142,draftkings,
2025-10-22,Brock Faber,MIN,SOG,1.5,112,-146,fanduel,
2025-10-22,Brock Faber,MIN,SOG,1.5,112,-150,pinnacle,
2025-10-22,Josh Doan,BUF,ASSISTS,0.5,195,-265,draftkings,
2025-10-22,Josh Doan,BUF,ASSISTS,0.5,176,-242,pinnacle,
2025-10-22,Josh Doan,BUF,GOALS,0.5,270,-420,fanduel,
2025-10-22,Josh Doan,BUF,POINTS,0.5,-105,-125,draftkings,
2025-10-22,Josh Doan,BUF,POINTS,0.5,100,-128,fanduel,
2025-10-22,Josh Doan,BUF,POINTS,0.5,-120,-110,pinnacle,
2025-10-22,Josh Doan,BUF,SOG,2.5,130,-168,draftkings,
2025-10-22,Josh Doan,BUF,SOG,2.5,126,-165,fanduel,
2025-10-22,Josh Doan,BUF,SOG,2.5,117,-160,pinnacle,
2025-10-22,Owen Power,BUF,ASSISTS,0.5,210,-285,draftkings,
2025-10-22,Owen Power,BUF,ASSISTS,0.5,215,-304,pinnacle,
2025-10-22,Owen Power,BUF,POINTS,0.5,160,-212,draftkings,
2025-10-22,Owen Power,BUF,POINTS,0.5,176,-230,fanduel,
2025-10-22,Owen Power,BUF,POINTS,0.5,165,-226,pinnacle,
2025-10-22,Matt Coronato,CGY,ASSISTS,0.5,195,-265,draftkings,
2025-10-22,Matt Coronato,CGY,ASSISTS,0.5,205,-288,pinnacle,
2025-10-22,Matt Coronato,CGY,GOALS,0.5,260,-390,fanduel,
2025-10-22,Matt Coronato,CGY,POINTS,0.5,-110,-120,draftkings,
2025-10-22,Matt Coronato,CGY,POINTS,0.5,-104,-122,fanduel,
2025-10-22,Matt Coronato,CGY,POINTS,0.5,-110,-120,pinnacle,
2025-10-22,Matt Coronato,CGY,SOG,2.5,130,-168,draftkings,
2025-10-22,Matt Coronato,CGY,SOG,2.5,144,-190,fanduel,
2025-10-22,Matt Coronato,CGY,SOG,2.5,129,-173,pinnacle,
2025-10-22,Luke Hughes,NJD,ASSISTS,0.5,135,-175,draftkings,
2025-10-22,Luke Hughes,NJD,ASSISTS,0.5,137,-184,pinnacle,
2025-10-22,Luke Hughes,NJD,POINTS,0.5,105,-135,draftkings,
2025-10-22,Luke Hughes,NJD,POINTS,0.5,104,-132,fanduel,
2025-10-22,Luke Hughes,NJD,POINTS,0.5,105,-139,pinnacle,
2025-10-22,Luke Hughes,NJD,SOG,1.5,-125,-105,draftkings,
2025-10-22,Luke Hughes,NJD,SOG,1.5,-125,-104,fanduel,
2025-10-22,Luke Hughes,NJD,SOG,1.5,-124,-107,pinnacle,
2025-10-22,Zack Bolduc,MTL,ASSISTS,0.5,300,-440,draftkings,
2025-10-22,Zack Bolduc,MTL,ASSISTS,0.5,319,-493,pinnacle,
2025-10-22,Zack Bolduc,MTL,GOALS,0.5,350,-550,fanduel,
2025-10-22,Zack Bolduc,MTL,POINTS,0.5,140,-182,draftkings,
2025-10-22,Zack Bolduc,MTL,POINTS,0.5,146,-188,fanduel,
2025-10-22,Zack Bolduc,MTL,POINTS,0.5,149,-201,pinnacle,
2025-10-22,Zack Bolduc,MTL,SOG,1.5,-148,115,draftkings,
2025-10-22,Zack Bolduc,MTL,SOG,1.5,-160,122,fanduel,
2025-10-22,Zack Bolduc,MTL,SOG,1.5,-155,114,pinnacle,
2025-10-22,Lane Hutson,MTL,ASSISTS,0.5,-125,-105,draftkings,
2025-10-22,Lane Hutson,MTL,ASSISTS,0.5,-128,-104,pinnacle,
2025-10-22,Lane Hutson,MTL,POINTS,0.5,-148,115,draftkings,
2025-10-22,Lane Hutson,MTL,POINTS,0.5,-162,126,fanduel,
