date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,prob,edge_score,edge_reasons,chosen_prob
2026-03-04,Elias Pettersson,VAN,CAR,ASSISTS,0.5,0.112,0.0995,195,-265,draftkings,Under,-265,0.23141944900992606,0.8940442575003573,0.6626992544490871,MODEL UND · CONF60+ · B2B · MATCHUP+,0.8940442575003573
2026-03-04,Marco Rossi,VAN,CAR,ASSISTS,0.5,0.112,0.102,230,-320,draftkings,Under,-320,0.17343308796921897,0.8940442575003573,0.6626992544490871,MODEL UND · CONF60+ · B2B · MATCHUP+,0.8940442575003573
2026-03-04,Mason McTavish,ANA,NYI,ASSISTS,0.5,0.1234,0.110062,270,-385,draftkings,Under,-385,0.11349704804238261,0.8839100278274583,0.6545918707107679,MODEL UND · CONF60+ · MATCHUP+,0.8839100278274583
2026-03-04,Morgan Rielly,TOR,NJD,ASSISTS,0.5,0.1336,0.11575,165,-225,betmgm,Under,-225,0.2638021797638039,0.8749399706057104,0.6434204224562329,MODEL UND · CONF60+ · B2B · MATCHUP+,0.8749399706057104
2026-03-04,Eeli Tolvanen,SEA,STL,ASSISTS,0.5,0.0,0.0,270,-385,draftkings,Under,-385,0.2597402597402598,1.0,0.6400002353041522,MODEL UND · CONF60+ · B2B · MATCHUP-,1.0
2026-03-04,Tony DeAngelo,NYI,ANA,SOG,1.5,3.1248,0.604563,-182,140,draftkings,Over,-182,0.26858581072207394,0.8187326863525441,0.5997667485375527,MODEL OVR · CONF60+ · MATCHUP+,0.8187326863525441
2026-03-04,Marco Rossi,VAN,CAR,POINTS,0.5,0.2103,0.180938,140,-182,draftkings,Under,-182,0.2555834737454354,0.8103411071690398,0.5985052337490001,MODEL UND · CONF60+ · B2B · MATCHUP+,0.8103411071690398
2026-03-04,Brock Boeser,VAN,CAR,ASSISTS,0.5,0.2226,0.188188,230,-320,draftkings,Under,-320,0.05057088401824378,0.8004349592519953,0.5878118158503973,MODEL UND · CONF60+ · B2B · MATCHUP+,0.8004349592519953
2026-03-04,Dawson Mercer,NJD,TOR,ASSISTS,0.5,0.1327,0.119313,270,-385,draftkings,Under,-385,0.10318952974699303,0.8757277710362728,0.5867775202057552,MODEL UND · CONF60+,0.8757277710362728
2026-03-04,Cam Fowler,STL,SEA,ASSISTS,0.5,0.2194,0.183125,275,-400,betmgm,Under,-400,0.0037505671544183494,0.8030004537235347,0.5858688089504923,MODEL UND · CONF60+ · MATCHUP+,0.8030004537235347
2026-03-04,Lucas Raymond,DET,VGK,POINTS,0.5,1.6269,0.631437,-188,145,draftkings,Over,-188,0.23083556017073115,0.8034621017781162,0.5839951459028322,MODEL OVR · CONF60+ · MATCHUP+,0.8034621017781162
2026-03-04,Emil Heineman,NYI,ANA,SOG,1.5,2.9146,0.585,-142,110,draftkings,Over,-142,0.3424660423160236,0.7877280083011379,0.5749630060964277,MODEL OVR · CONF60+ · MATCHUP+,0.7877280083011379
2026-03-04,Eeli Tolvanen,SEA,STL,POINTS,0.5,0.0949,0.085687,140,-182,draftkings,Under,-182,0.4091693028519333,0.9094638763086945,0.5736213378274971,MODEL UND · CONF60+ · B2B · MATCHUP-,0.9094638763086945
2026-03-04,Oliver Ekman-Larsson,TOR,NJD,ASSISTS,0.5,0.2397,0.194438,180,-250,betmgm,Under,-250,0.10160943875733391,0.7868638848266671,0.5729595538329983,MODEL UND · CONF60+ · B2B · MATCHUP+,0.7868638848266671
2026-03-04,Dougie Hamilton,NJD,TOR,SOG,2.5,3.9661,0.52725,-182,140,draftkings,Over,-182,0.17275940915134175,0.7568872782466106,0.5686549289540462,MODEL OVR · CONF60+ · MATCHUP+,0.7568872782466106
