gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020780,2026-01-20,Montréal Canadiens,Minnesota Wild,4,5
2025020781,2026-01-20,Tampa Bay Lightning,San Jose Sharks,4,2
2025020782,2026-01-20,Columbus Blue Jackets,Ottawa Senators,4,5
2025020783,2026-01-20,Dallas Stars,Boston Bruins,6,2
2025020784,2026-01-20,Nashville Predators,Buffalo Sabres,2,3
2025020785,2026-01-20,Winnipeg Jets,St. Louis Blues,2,3
2025020786,2026-01-20,Edmonton Oilers,New Jersey Devils,1,4
2025020787,2026-01-20,Los Angeles Kings,New York Rangers,4,4
