date,home,away,market,ev
2025-12-31T00:00:00Z,Pittsburgh Penguins,Carolina Hurricanes,ev_away_pl_+1.5,0.5061
2025-12-31T01:30:00Z,Chicago Blackhawks,New York Islanders,ev_away_pl_+1.5,0.4866
2025-12-31T00:00:00Z,Toronto Maple Leafs,New Jersey Devils,ev_away_pl_+1.5,0.4438
2025-12-31T01:30:00Z,Chicago Blackhawks,New York Islanders,ev_away_ml,0.3034
2025-12-31T03:00:00Z,Vancouver Canucks,Philadelphia Flyers,ev_away_pl_+1.5,0.2586
2025-12-31T00:00:00Z,Toronto Maple Leafs,New Jersey Devils,ev_home_ml,0.2475
2025-12-31T03:00:00Z,Vancouver Canucks,Philadelphia Flyers,ev_over,0.2181
2025-12-31T00:00:00Z,Toronto Maple Leafs,New Jersey Devils,ev_over,0.1697
2025-12-31T01:30:00Z,Chicago Blackhawks,New York Islanders,ev_over,0.1633
2025-12-31T00:00:00Z,Toronto Maple Leafs,New Jersey Devils,ev_f10_yes,0.0837
2025-12-31T00:00:00Z,Pittsburgh Penguins,Carolina Hurricanes,ev_away_ml,0.0717
2025-12-31T01:30:00Z,Chicago Blackhawks,New York Islanders,ev_f10_yes,0.0675
2025-12-31T00:00:00Z,Pittsburgh Penguins,Carolina Hurricanes,ev_f10_yes,0.0642
2025-12-31T03:00:00Z,Vancouver Canucks,Philadelphia Flyers,ev_f10_yes,0.0541
2025-12-31T00:00:00Z,Pittsburgh Penguins,Carolina Hurricanes,ev_under,0.0514
2025-12-31T00:00:00Z,Florida Panthers,Montréal Canadiens,ev_f10_yes,0.0508
2025-12-31T00:00:00Z,Florida Panthers,Montréal Canadiens,ev_home_ml,0.0505
2025-12-31T00:00:00Z,Florida Panthers,Montréal Canadiens,ev_under,0.0443
2025-12-31T03:00:00Z,Vancouver Canucks,Philadelphia Flyers,ev_home_ml,0.0197
2025-12-31T00:00:00Z,Florida Panthers,Montréal Canadiens,ev_home_pl_-1.5,-0.0114
2025-12-31T00:00:00Z,Florida Panthers,Montréal Canadiens,ev_away_pl_+1.5,-0.0563
2025-12-31T03:00:00Z,Vancouver Canucks,Philadelphia Flyers,ev_away_ml,-0.0898
2025-12-31T00:00:00Z,Florida Panthers,Montréal Canadiens,ev_over,-0.1391
2025-12-31T00:00:00Z,Pittsburgh Penguins,Carolina Hurricanes,ev_over,-0.1456
2025-12-31T00:00:00Z,Florida Panthers,Montréal Canadiens,ev_away_ml,-0.1464
2025-12-31T00:00:00Z,Pittsburgh Penguins,Carolina Hurricanes,ev_home_ml,-0.172
2025-12-31T00:00:00Z,Toronto Maple Leafs,New Jersey Devils,ev_away_ml,-0.274
2025-12-31T01:30:00Z,Chicago Blackhawks,New York Islanders,ev_under,-0.2748
2025-12-31T00:00:00Z,Toronto Maple Leafs,New Jersey Devils,ev_under,-0.2821
2025-12-31T03:00:00Z,Vancouver Canucks,Philadelphia Flyers,ev_under,-0.2969
2025-12-31T03:00:00Z,Vancouver Canucks,Philadelphia Flyers,ev_home_pl_-1.5,-0.3496
2025-12-31T00:00:00Z,Florida Panthers,Montréal Canadiens,ev_f10_no,-0.3841
2025-12-31T03:00:00Z,Vancouver Canucks,Philadelphia Flyers,ev_f10_no,-0.3875
2025-12-31T00:00:00Z,Pittsburgh Penguins,Carolina Hurricanes,ev_f10_no,-0.3975
2025-12-31T01:30:00Z,Chicago Blackhawks,New York Islanders,ev_f10_no,-0.4008
2025-12-31T00:00:00Z,Toronto Maple Leafs,New Jersey Devils,ev_f10_no,-0.4171
2025-12-31T01:30:00Z,Chicago Blackhawks,New York Islanders,ev_home_ml,-0.4825
2025-12-31T00:00:00Z,Toronto Maple Leafs,New Jersey Devils,ev_home_pl_-1.5,-0.5347
2025-12-31T01:30:00Z,Chicago Blackhawks,New York Islanders,ev_home_pl_-1.5,-0.5775
2025-12-31T00:00:00Z,Pittsburgh Penguins,Carolina Hurricanes,ev_home_pl_-1.5,-0.5971
