date,player,team,market,line,proj_lambda,p_over,over_price,under_price,book,side,ev,chosen_prob
2026-02-05,Alex Tuch,BUF,ASSISTS,0.5,0.2789,0.216688,145,-188.0,draftkings,Under,0.19996731914893617,0.783312
2026-02-05,Bowen Byram,BUF,ASSISTS,0.5,0.2315,0.188812,210,-300.0,betmgm,Under,0.08158399999999999,0.811188
2026-02-05,Bowen Byram,BUF,POINTS,0.5,0.2175,0.175313,165,-220.0,betmgm,Under,0.1995447272727272,0.824687
2026-02-05,Jack Quinn,BUF,GOALS,0.5,0.1806,0.151062,270,-400.0,fanduel,Under,0.06117249999999996,0.848938
2026-02-05,Jason Zucker,BUF,ASSISTS,0.5,0.3288,0.252375,165,-210.0,pinnacle,Under,0.10363690476190479,0.747625
2026-02-05,Josh Doan,BUF,ASSISTS,0.5,0.1797,0.149062,175,-235.0,betmgm,Under,0.21303927659574462,0.850938
2026-02-05,Josh Doan,BUF,GOALS,0.5,0.1754,0.151438,270,-420.0,fanduel,Under,0.05060057142857152,0.848562
2026-02-05,Josh Doan,BUF,POINTS,0.5,0.3756,0.27525,-110,-120.0,draftkings,Under,0.3287083333333335,0.72475
2026-02-05,Owen Power,BUF,ASSISTS,0.5,0.1797,0.152188,230,-325.0,betmgm,Under,0.1086772307692308,0.847812
2026-02-05,Owen Power,BUF,POINTS,0.5,0.2527,0.205063,175,-235.0,betmgm,Under,0.13320806382978723,0.794937
2026-02-05,Tage Thompson,BUF,ASSISTS,0.5,0.5375,0.354875,-105,-125.0,betmgm,Under,0.16122499999999995,0.645125
2026-02-05,Tage Thompson,BUF,GOALS,0.5,0.3027,0.236687,120,-160.0,fanduel,Under,0.24038362500000005,0.763313
2026-02-05,Tage Thompson,BUF,POINTS,1.5,0.0001,0.0,160,-212.0,draftkings,Under,0.4716981132075473,1.0
2026-02-05,Andrei Svechnikov,CAR,ASSISTS,0.5,0.4474,0.314812,126,-162.0,draftkings,Under,0.10814355555555566,0.685188
2026-02-05,Jordan Staal,CAR,ASSISTS,0.5,0.2453,0.199125,270,-385.0,draftkings,Under,0.00889448051948058,0.800875
2026-02-05,K'Andre Miller,CAR,ASSISTS,0.5,0.2453,0.199313,200,-285.0,betmgm,Under,0.08162980701754391,0.800687
2026-02-05,K'Andre Miller,CAR,POINTS,0.5,0.2107,0.175437,165,-218.0,draftkings,Under,0.20280290825688058,0.8245629999999999
2026-02-05,Sebastian Aho,CAR,GOALS,0.5,0.2458,0.198375,150,-210.0,fanduel,Under,0.18335119047619058,0.801625
2026-02-05,Shayne Gostisbehere,CAR,ASSISTS,0.5,0.2458,0.19825,130,-175.0,betmgm,Under,0.25989285714285704,0.80175
2026-02-05,Taylor Hall,CAR,ASSISTS,0.5,0.151,0.132375,270,-385.0,draftkings,Under,0.0929821428571429,0.867625
2026-02-05,Brad Marchand,FLA,ASSISTS,0.5,0.4193,0.3025,170,-225.0,draftkings,Under,0.007500000000000007,0.6975
2026-02-05,Eetu Luostarinen,FLA,ASSISTS,0.5,0.2521,0.203813,270,-385.0,draftkings,Under,0.0029888181818182313,0.796187
2026-02-05,Matthew Tkachuk,FLA,ASSISTS,0.5,0.6241,0.38825,115,-148.0,draftkings,Under,0.02509459459459462,0.61175
2026-02-05,Sam Reinhart,FLA,GOALS,0.5,0.3335,0.255125,160,-220.0,fanduel,Under,0.08345454545454539,0.744875
2026-02-05,Uvis Balinskis,FLA,ASSISTS,0.5,0.2521,0.203375,240,-325.0,betmgm,Under,0.04174038461538465,0.796625
2026-02-05,Alex Laferriere,LAK,GOALS,0.5,0.0961,0.086875,280,-420.0,fanduel,Under,0.13053571428571428,0.913125
2026-02-05,Alex Laferriere,LAK,POINTS,0.5,0.403,0.286,126,-162.0,draftkings,Under,0.15474074074074073,0.714
2026-02-05,Andrei Kuzmenko,LAK,ASSISTS,0.5,0.237,0.190875,250,-350.0,draftkings,Under,0.0403035714285713,0.809125
2026-02-05,Brandt Clarke,LAK,ASSISTS,0.5,0.436,0.308812,155,-210.0,betmgm,Under,0.02032514285714293,0.691188
2026-02-05,Drew Doughty,LAK,ASSISTS,0.5,0.1326,0.116875,250,-350.0,betmgm,Under,0.13544642857142836,0.8831249999999999
2026-02-05,Drew Doughty,LAK,POINTS,0.5,0.1159,0.103688,190,-250.0,betmgm,Under,0.2548367999999999,0.896312
2026-02-05,Kevin Fiala,LAK,GOALS,0.5,0.1671,0.146063,220,-310.0,fanduel,Under,0.12940054838709664,0.853937
2026-02-05,Quinton Byfield,LAK,ASSISTS,0.5,0.0,0.0,230,-320.0,draftkings,Under,0.3125,1.0
2026-02-05,Quinton Byfield,LAK,POINTS,0.5,0.2436,0.192438,126,-162.0,draftkings,Under,0.30605706172839514,0.807562
2026-02-05,Trevor Moore,LAK,ASSISTS,0.5,0.0,0.0,320,-500.0,betmgm,Under,0.19999999999999996,1.0
2026-02-05,Trevor Moore,LAK,POINTS,0.5,0.2409,0.198063,165,-225.0,betmgm,Under,0.15835344444444444,0.801937
2026-02-05,Connor Brown,NJD,ASSISTS,0.5,0.3072,0.2355,195,-265.0,draftkings,Under,0.05299056603773572,0.7645
2026-02-05,Connor Brown,NJD,POINTS,0.5,0.4745,0.3235,100,-135.0,betmgm,Under,0.17761111111111105,0.6765
2026-02-05,Dawson Mercer,NJD,ASSISTS,0.5,0.1327,0.113312,260,-375.0,betmgm,Under,0.12313813333333332,0.886688
2026-02-05,Dawson Mercer,NJD,POINTS,0.5,0.2312,0.185188,140,-190.0,betmgm,Under,0.24366042105263142,0.814812
