date,home,away,market,ev,date_key,total_line_used,model_total,model_spread,period1_home_proj,period1_away_proj,p_home_ml,p_away_ml,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,home_ml_odds,away_ml_odds,home_ml_book,away_ml_book,over_odds,under_odds,over_book,under_book,p_f10_yes,p_f10_no,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-04-09T02:00:00Z,San Jose Sharks,Edmonton Oilers,ev_away_pl_+1.5,0.6345,2026-04-09,6.5,6.01,-0.49,0.83,1.03,0.421345192568724,0.578654807431276,0.4500855475712478,0.5499144524287523,0.14385,0.85615,105.0,-125.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,0.6404852235916711,0.35951477640832885,,,,,,-0.4900000000000002,puckline,away_pl_+1.5,0.85615,,,,Edmonton Oilers +1.5,0.5109887763256316,p=0.856; spread -0.49; cover margin -1.01,MODEL AWAY · COVER-
2026-04-09T02:00:00Z,San Jose Sharks,Edmonton Oilers,ev_home_pl_-1.5,-0.7254,2026-04-09,6.5,6.01,-0.49,0.83,1.03,0.421345192568724,0.578654807431276,0.4500855475712478,0.5499144524287523,0.14385,0.85615,105.0,-125.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,0.6404852235916711,0.35951477640832885,,,,,,-0.4900000000000002,puckline,home_pl_-1.5,0.14385,,,,San Jose Sharks -1.5,0.47757921303011897,p=0.144; spread -0.49; cover margin -1.99,MODEL HOME · COVER-
2026-04-09T02:00:00Z,San Jose Sharks,Edmonton Oilers,ev_under,0.1273,2026-04-09,6.5,6.01,-0.49,0.83,1.03,0.421345192568724,0.578654807431276,0.4500855475712478,0.5499144524287523,0.14385,0.85615,105.0,-125.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,0.6404852235916711,0.35951477640832885,,,,,,-0.4900000000000002,totals,under,0.5499144524287523,105.0,draftkings,6.5,Under 6.5,0.45572835194499484,total 6.01 vs line 6.5 (-0.49); p=0.550; P1 pace 1.86,MODEL UND · LINE+ · PACE+
2026-04-08T23:30:00Z,Toronto Maple Leafs,Washington Capitals,ev_under,0.0052,2026-04-08,6.5,6.09,0.17,1.01,0.98,0.467919822887841,0.532080177112159,0.4623250415822287,0.5376749584177712,0.30475,0.6952499999999999,124.0,-148.0,draftkings,draftkings,-105.0,-115.0,draftkings,draftkings,0.6652930814234967,0.33470691857650325,,,,,,-0.41000000000000014,totals,under,0.5376749584177712,-115.0,draftkings,6.5,Under 6.5,0.40586141838165446,total 6.09 vs line 6.5 (-0.41); p=0.538; P1 pace 1.99,MODEL UND · LINE+
2026-04-08T23:00:00Z,New York Rangers,Buffalo Sabres,ev_under,0.003,2026-04-08,6.5,6.29,0.49,0.87,1.05,0.4673942019901664,0.5326057980098335,0.4427896385760463,0.5572103614239536,0.23045,0.76955,124.0,-148.0,draftkings,draftkings,105.0,-125.0,draftkings,draftkings,0.6521555910829127,0.34784440891708734,,,,,,-0.20999999999999996,totals,under,0.5572103614239536,-125.0,draftkings,6.5,Under 6.5,0.3945168327726041,total 6.29 vs line 6.5 (-0.21); p=0.557; P1 pace 1.92,MODEL UND · LINE+ · PACE+
2026-04-09T02:00:00Z,San Jose Sharks,Edmonton Oilers,ev_away_ml,0.0416,2026-04-09,6.5,6.01,-0.49,0.83,1.03,0.421345192568724,0.578654807431276,0.4500855475712478,0.5499144524287523,0.14385,0.85615,105.0,-125.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,0.6404852235916711,0.35951477640832885,,,,,,-0.4900000000000002,moneyline,away_ml,0.578654807431276,-125.0,draftkings,,Edmonton Oilers,0.3846690755779194,p=0.579; spread -0.49,MODEL AWAY · SPREAD+
2026-04-08T23:00:00Z,New York Rangers,Buffalo Sabres,ev_home_ml,0.047,2026-04-08,6.5,6.29,0.49,0.87,1.05,0.4673942019901664,0.5326057980098335,0.4427896385760463,0.5572103614239536,0.23045,0.76955,124.0,-148.0,draftkings,draftkings,105.0,-125.0,draftkings,draftkings,0.6521555910829127,0.34784440891708734,,,,,,-0.20999999999999996,moneyline,home_ml,0.4673942019901664,124.0,draftkings,,New York Rangers,0.3242297507122763,p=0.467; spread +0.49,MODEL HOME · SPREAD+
2026-04-09T02:00:00Z,San Jose Sharks,Edmonton Oilers,ev_f10_yes,0.0675,2026-04-09,6.5,6.01,-0.49,0.83,1.03,0.421345192568724,0.578654807431276,0.4500855475712478,0.5499144524287523,0.14385,0.85615,105.0,-125.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,0.6404852235916711,0.35951477640832885,,,,,,-0.4900000000000002,first10,f10_yes,0.6404852235916711,,,,Yes,0.2998576901127287,p=0.640; P1 pace 1.86,MODEL YES · PACE-
2026-04-09T02:00:00Z,San Jose Sharks,Edmonton Oilers,ev_f10_no,-0.4008,2026-04-09,6.5,6.01,-0.49,0.83,1.03,0.421345192568724,0.578654807431276,0.4500855475712478,0.5499144524287523,0.14385,0.85615,105.0,-125.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,0.6404852235916711,0.35951477640832885,,,,,,-0.4900000000000002,first10,f10_no,0.35951477640832885,,,,No,0.2998576901127287,p=0.360; P1 pace 1.86,MODEL NO · PACE-
2026-04-08T23:00:00Z,New York Rangers,Buffalo Sabres,ev_over,-0.0923,2026-04-08,6.5,6.29,0.49,0.87,1.05,0.4673942019901664,0.5326057980098335,0.4427896385760463,0.5572103614239536,0.23045,0.76955,124.0,-148.0,draftkings,draftkings,105.0,-125.0,draftkings,draftkings,0.6521555910829127,0.34784440891708734,,,,,,-0.20999999999999996,totals,over,0.4427896385760463,105.0,draftkings,6.5,Over 6.5,0.2607299311855249,total 6.29 vs line 6.5 (-0.21); p=0.443; P1 pace 1.92,MODEL OVR · LINE- · PACE-
2026-04-08T23:30:00Z,Toronto Maple Leafs,Washington Capitals,ev_home_ml,0.0481,2026-04-08,6.5,6.09,0.17,1.01,0.98,0.467919822887841,0.532080177112159,0.4623250415822287,0.5376749584177712,0.30475,0.6952499999999999,124.0,-148.0,draftkings,draftkings,-105.0,-115.0,draftkings,draftkings,0.6652930814234967,0.33470691857650325,,,,,,-0.41000000000000014,moneyline,home_ml,0.467919822887841,124.0,draftkings,,Toronto Maple Leafs,0.2579345040503491,p=0.468; spread +0.17,MODEL HOME · SPREAD+
2026-04-08T23:30:00Z,Toronto Maple Leafs,Washington Capitals,ev_over,-0.0974,2026-04-08,6.5,6.09,0.17,1.01,0.98,0.467919822887841,0.532080177112159,0.4623250415822287,0.5376749584177712,0.30475,0.6952499999999999,124.0,-148.0,draftkings,draftkings,-105.0,-115.0,draftkings,draftkings,0.6652930814234967,0.33470691857650325,,,,,,-0.41000000000000014,totals,over,0.4623250415822287,-105.0,draftkings,6.5,Over 6.5,0.2144514484360071,total 6.09 vs line 6.5 (-0.41); p=0.462; P1 pace 1.99,MODEL OVR · LINE-
