gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020602,2025-12-28,Tampa Bay Lightning,Montréal Canadiens,4,4
2025020603,2025-12-28,Columbus Blue Jackets,New York Islanders,3,4
2025020601,2025-12-28,Detroit Red Wings,Toronto Maple Leafs,3,3
2025020604,2025-12-28,Chicago Blackhawks,Pittsburgh Penguins,3,4
2025020605,2025-12-28,Seattle Kraken,Philadelphia Flyers,5,4
