date,player,team,market,line,p_over,over_price,under_price,book,side,ev,chosen_prob
2026-02-04,Connor McDavid,EDM,GOALS,0.5,0.11607568770869772,-105,-125,fanduel,Under,0.5910637621243442,0.8839243122913023
2026-02-04,Connor McDavid,EDM,POINTS,1.5,0.055970742566385755,-142,110,draftkings,Under,0.9824614406105898,0.9440292574336142
2026-02-04,Connor McDavid,EDM,SOG,3.5,0.04006996342820798,-108,-120,fanduel,Under,0.7598717337149521,0.959930036571792
2026-02-04,Darnell Nurse,EDM,ASSISTS,0.5,0.19208141198918746,270,-400,betmgm,Under,0.009898235013515638,0.8079185880108125
2026-02-04,Evan Bouchard,EDM,ASSISTS,0.5,0.17093337573541104,-188,145,draftkings,Under,1.0312132294482432,0.829066624264589
2026-02-04,Evan Bouchard,EDM,POINTS,1.5,0.10971537605342661,165,-225,betmgm,Under,0.2859666790339393,0.8902846239465734
2026-02-04,Jack Roslovic,EDM,POINTS,0.5,0.27936560383281017,150,-200,betmgm,Under,0.08095159425078474,0.7206343961671898
2026-02-04,Jake Walman,EDM,ASSISTS,0.5,0.19987279376689457,220,-300,draftkings,Under,0.0668362749774738,0.8001272062331054
2026-02-04,Jake Walman,EDM,POINTS,0.5,0.2773095881698203,165,-220,betmgm,Under,0.05118605357117045,0.7226904118301797
2026-02-04,Jake Walman,EDM,SOG,1.5,0.2466210844331372,-195,145,pinnacle,Under,0.8457783431388138,0.7533789155668628
2026-02-04,Kasperi Kapanen,EDM,ASSISTS,0.5,0.20531002638522428,260,-375,betmgm,Under,0.006607299912049142,0.7946899736147757
2026-02-04,Kasperi Kapanen,EDM,POINTS,0.5,0.3017810026385224,145,-190,betmgm,Under,0.06570268018330788,0.6982189973614776
2026-02-04,Leon Draisaitl,EDM,ASSISTS,0.5,0.19732866910478614,-230,168,pinnacle,Under,1.1511591667991727,0.8026713308952138
2026-02-04,Leon Draisaitl,EDM,GOALS,0.5,0.12943234218476704,105,-140,fanduel,Under,0.49240169911182796,0.8705676578152329
2026-02-04,Leon Draisaitl,EDM,POINTS,1.5,0.06105899189060264,-115,-115,draftkings,Under,0.7554114499436558,0.9389410081093974
2026-02-04,Leon Draisaitl,EDM,SOG,2.5,0.11893782795356972,-188,142,fanduel,Under,1.1321704563523611,0.8810621720464302
2026-02-04,Leon Draisaitl,EDM,SOG,3.5,0.051836539990459535,130,-175,betmgm,Under,0.4899711514435635,0.9481634600095404
2026-02-04,Mattias Ekholm,EDM,ASSISTS,0.5,0.1820639211321355,185,-250,betmgm,Under,0.14511051041501016,0.8179360788678645
2026-02-04,Mattias Ekholm,EDM,POINTS,0.5,0.31181427889966606,150,-198,draftkings,Under,0.0357542671106037,0.6881857211003339
2026-02-04,Ryan Nugent-Hopkins,EDM,ASSISTS,0.5,0.19785123966942147,-105,-125,draftkings,Under,0.4438677685950415,0.8021487603305786
2026-02-04,Ryan Nugent-Hopkins,EDM,GOALS,0.5,0.1669421487603306,230,-330,fanduel,Under,0.08549962434259945,0.8330578512396694
2026-02-04,Ryan Nugent-Hopkins,EDM,POINTS,0.5,0.3231404958677686,-198,150,draftkings,Under,0.6921487603305785,0.6768595041322314
2026-02-04,Zach Hyman,EDM,ASSISTS,0.5,0.1869931626649706,125,-165,betmgm,Under,0.30573825390171383,0.8130068373350294
2026-02-04,Zach Hyman,EDM,GOALS,0.5,0.1761806328510097,125,-165,fanduel,Under,0.3231038320877722,0.8238193671489903
2026-02-04,Zach Hyman,EDM,POINTS,0.5,0.31769756718079184,-230,168,pinnacle,Under,0.8285705199554778,0.6823024328192082
2026-02-04,Zach Hyman,EDM,SOG,2.5,0.21004929241532835,-188,140,pinnacle,Under,0.8958816982032118,0.7899507075846717
2026-02-04,Brandon Montour,SEA,ASSISTS,0.5,0.14517463996027147,220,-300,draftkings,Under,0.13976714671963797,0.8548253600397285
2026-02-04,Brandon Montour,SEA,POINTS,0.5,0.18142691607349776,155,-204,draftkings,Under,0.21983439957674838,0.8185730839265022
2026-02-04,Brandon Montour,SEA,SOG,2.5,0.07300115874855156,118,-154,fanduel,Under,0.528946140765376,0.9269988412514485
2026-02-04,Chandler Stephenson,SEA,ASSISTS,0.5,0.14167594212116394,165,-220,betmgm,Under,0.24847135691467065,0.858324057878836
2026-02-04,Chandler Stephenson,SEA,POINTS,0.5,0.22849419621561456,105,-135,draftkings,Under,0.34299158436541155,0.7715058037843854
2026-02-04,Eeli Tolvanen,SEA,ASSISTS,0.5,0.13245349022102082,290,-420,draftkings,Under,0.07410520258349806,0.8675465097789792
2026-02-04,Eeli Tolvanen,SEA,GOALS,0.5,0.0820480203529973,310,-470,fanduel,Under,0.1132609114867906,0.9179519796470027
2026-02-04,Eeli Tolvanen,SEA,POINTS,0.5,0.20098584830656702,140,-182,draftkings,Under,0.2380329163601545,0.799014151693433
2026-02-04,Eeli Tolvanen,SEA,SOG,1.5,0.18715217045635235,-142,110,draftkings,Under,0.7069804420416601,0.8128478295436476
2026-02-04,Jaden Schwartz,SEA,ASSISTS,0.5,0.1377007473366195,325,-475,draftkings,Under,0.04383593743461847,0.8622992526633805
2026-02-04,Jaden Schwartz,SEA,GOALS,0.5,0.1275242486881857,330,-500,fanduel,Under,0.04697090157417713,0.8724757513118143
2026-02-04,Jaden Schwartz,SEA,POINTS,0.5,0.23962474161233902,155,-204,draftkings,Under,0.13310822818553403,0.760375258387661
2026-02-04,Jared McCann,SEA,ASSISTS,0.5,0.13515662267451106,145,-190,betmgm,Under,0.3200241022336408,0.8648433773254889
2026-02-04,Jared McCann,SEA,GOALS,0.5,0.11035140721895373,230,-320,fanduel,Under,0.16766377802512322,0.8896485927810462
2026-02-04,Jared McCann,SEA,POINTS,0.5,0.22579106376212435,-148,115,draftkings,Under,0.6645492129114327,0.7742089362378757
2026-02-04,Jared McCann,SEA,SOG,2.5,0.0656702178406742,100,-130,draftkings,Under,0.6530449992049611,0.9343297821593258
2026-02-04,Jordan Eberle,SEA,ASSISTS,0.5,0.13181745905549372,165,-218,draftkings,Under,0.266431412937399,0.8681825409445063
2026-02-04,Jordan Eberle,SEA,GOALS,0.5,0.12816027985371284,220,-310,fanduel,Under,0.15307833954831523,0.8718397201462872
2026-02-04,Jordan Eberle,SEA,POINTS,0.5,0.2348545078708857,-125,-105,betmgm,Under,0.49385548463303264,0.7651454921291143
2026-02-04,Kaapo Kakko,SEA,ASSISTS,0.5,0.14148760330578514,240,-325,betmgm,Under,0.12267005721551177,0.8585123966942149
2026-02-04,Kaapo Kakko,SEA,POINTS,0.5,0.21355371900826448,150,-198,draftkings,Under,0.18364137240170308,0.7864462809917355
2026-02-04,Kaapo Kakko,SEA,SOG,1.5,0.1824793388429752,115,-155,betmgm,Under,0.34495334577446013,0.8175206611570248
2026-02-04,Matty Beniers,SEA,ASSISTS,0.5,0.1342025759262204,155,-210,betmgm,Under,0.2780819117279604,0.8657974240737796
2026-02-04,Matty Beniers,SEA,GOALS,0.5,0.11114644617586261,250,-360,fanduel,Under,0.13575731877528652,0.8888535538241373
2026-02-04,Matty Beniers,SEA,POINTS,0.5,0.22801717284146925,-135,102,pinnacle,Under,0.559405310860232,0.7719828271585307
2026-02-04,Shane Wright,SEA,ASSISTS,0.5,0.12466210844331373,275,-400,betmgm,Under,0.09417236444585786,0.8753378915566863
2026-02-04,Shane Wright,SEA,POINTS,0.5,0.222451900143107,150,-198,draftkings,Under,0.17024916039067745,0.777548099856893
2026-02-04,Vince Dunn,SEA,ASSISTS,0.5,0.13340753696931149,160,-220,pinnacle,Under,0.26049812804463784,0.8665924630306885
2026-02-04,Vince Dunn,SEA,POINTS,0.5,0.20655112100492923,102,-136,pinnacle,Under,0.3768671723737993,0.7934488789950708
2026-02-04,Vince Dunn,SEA,SOG,1.5,0.17379551598028303,-142,110,draftkings,Under,0.7350294164414056,0.8262044840197169
