date,home,away,market,bet,prob,price,book,ev
2025-10-08T00:00:00Z,New York Rangers,Pittsburgh Penguins,moneyline,away_ml,0.7062176302240086,185.0,bovada,1.0127
2025-10-07T21:00:00Z,Florida Panthers,Chicago Blackhawks,totals,under,0.6852619613344842,-105.0,bovada,0.3379
2025-10-08T02:30:00Z,Los Angeles Kings,Colorado Avalanche,totals,under,0.7046995032227058,-115.0,bovada,0.3175
2025-10-08T02:30:00Z,Los Angeles Kings,Colorado Avalanche,puckline,away_pl_+1.5,0.6448868544391999,-110.0,,0.2311
2025-10-08T00:00:00Z,New York Rangers,Pittsburgh Penguins,puckline,away_pl_+1.5,0.6989184817873808,-138.0,bovada,0.2054
2025-10-08T02:30:00Z,Los Angeles Kings,Colorado Avalanche,moneyline,away_ml,0.5926052871632241,-115.0,bovada,0.1079
2025-10-08T02:30:00Z,Los Angeles Kings,Colorado Avalanche,first10,f10_yes,0.6375975701675097,-150.0,,0.0627
2025-10-07T21:00:00Z,Florida Panthers,Chicago Blackhawks,moneyline,home_ml,0.77430294059857,-270.0,bovada,0.0611
2025-10-07T21:00:00Z,Florida Panthers,Chicago Blackhawks,puckline,away_pl_+1.5,0.5550021271706209,-115.0,bovada,0.0376
2025-10-08T00:00:00Z,New York Rangers,Pittsburgh Penguins,first10,f10_yes,0.6151878554470215,-150.0,,0.0253
