date,home,away,market,ev,date_key,total_line_used,model_total,model_spread,period1_home_proj,period1_away_proj,p_home_ml,p_away_ml,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,home_ml_odds,away_ml_odds,home_ml_book,away_ml_book,over_odds,under_odds,over_book,under_book,home_pl_-1.5_odds,away_pl_+1.5_odds,home_pl_-1.5_book,away_pl_+1.5_book,p_f10_yes,p_f10_no,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons
2026-03-06T01:00:00Z,Nashville Predators,Boston Bruins,ev_home_ml,0.1275,2026-03-06,6.0,5.88,0.15,0.9,0.97,0.574809552192688,0.4251904478073119,0.38225,0.61775,0.2389,0.7611,-104.0,-117.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6424571271562767,0.3575428728437233,,,,,,-0.1200000000000001,moneyline,home_ml,0.574809552192688,-104.0,betrivers,,Nashville Predators,0.3042057624110927,p=0.575; spread +0.15
2026-03-06T02:30:00Z,Los Angeles Kings,New York Islanders,ev_away_ml,-0.3381,2026-03-06,6.0,5.92,0.58,1.09,1.01,0.6877850020317948,0.3122149979682052,0.50475,0.4952499999999999,0.3337,0.6663,-136.0,112.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6849424630965868,0.3150575369034132,,,,,,-0.08000000000000007,moneyline,away_ml,0.3122149979682052,112.0,betrivers,,New York Islanders,0.29829139026836266,p=0.312; spread +0.58
2026-03-06T02:30:00Z,Los Angeles Kings,New York Islanders,ev_under,0.106,2026-03-06,6.0,5.92,0.58,1.09,1.01,0.6877850020317948,0.3122149979682052,0.50475,0.4952499999999999,0.3337,0.6663,-136.0,112.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6849424630965868,0.3150575369034132,,,,,,-0.08000000000000007,totals,under,0.4952499999999999,,betrivers,6.0,Under 6.0,0.2841301599510465,total 5.92 vs line 6.0 (-0.08); p=0.495; P1 pace 2.10
2026-03-06T00:00:00Z,Columbus Blue Jackets,Florida Panthers,ev_away_ml,-0.3586,2026-03-06,6.0,6.24,0.59,1.01,0.87,0.6729893853319834,0.3270106146680166,0.3948,0.6052,0.3255,0.6745,-117.0,-104.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6444182150217139,0.3555817849782861,,,,,,0.2400000000000002,moneyline,away_ml,0.3270106146680166,-104.0,betrivers,,Florida Panthers,0.2773153820023862,p=0.327; spread +0.59
2026-03-06T02:30:00Z,Los Angeles Kings,New York Islanders,ev_over,0.1242,2026-03-06,6.0,5.92,0.58,1.09,1.01,0.6877850020317948,0.3122149979682052,0.50475,0.4952499999999999,0.3337,0.6663,-136.0,112.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6849424630965868,0.3150575369034132,,,,,,-0.08000000000000007,totals,over,0.50475,,betrivers,6.0,Over 6.0,0.27441984004895364,total 5.92 vs line 6.0 (-0.08); p=0.505; P1 pace 2.10
2026-03-06T02:30:00Z,Los Angeles Kings,New York Islanders,ev_home_pl_-1.5,-0.3629,2026-03-06,6.0,5.92,0.58,1.09,1.01,0.6877850020317948,0.3122149979682052,0.50475,0.4952499999999999,0.3337,0.6663,-136.0,112.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6849424630965868,0.3150575369034132,,,,,,-0.08000000000000007,puckline,home_pl_-1.5,0.3337,,betrivers,,Los Angeles Kings -1.5,0.2635828091442799,p=0.334; spread +0.58; cover margin -0.92
2026-03-06T01:00:00Z,Nashville Predators,Boston Bruins,ev_away_ml,-0.2114,2026-03-06,6.0,5.88,0.15,0.9,0.97,0.574809552192688,0.4251904478073119,0.38225,0.61775,0.2389,0.7611,-104.0,-117.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6424571271562767,0.3575428728437233,,,,,,-0.1200000000000001,moneyline,away_ml,0.4251904478073119,-117.0,betrivers,,Boston Bruins,0.22861971010274215,p=0.425; spread +0.15
2026-03-06T02:30:00Z,Los Angeles Kings,New York Islanders,ev_away_pl_+1.5,0.272,2026-03-06,6.0,5.92,0.58,1.09,1.01,0.6877850020317948,0.3122149979682052,0.50475,0.4952499999999999,0.3337,0.6663,-136.0,112.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6849424630965868,0.3150575369034132,,,,,,-0.08000000000000007,puckline,away_pl_+1.5,0.6663,,betrivers,,New York Islanders +1.5,0.2206356607877443,p=0.666; spread +0.58; cover margin -2.08
2026-03-06T00:00:00Z,Pittsburgh Penguins,Buffalo Sabres,ev_home_ml,-0.0238,2026-03-06,6.0,6.03,0.05,0.88,1.0,0.5113412906171857,0.4886587093828143,0.388,0.6119999999999999,0.22305,0.77695,-110.0,-110.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6444182150217139,0.3555817849782861,,,,,,0.03000000000000025,moneyline,home_ml,0.5113412906171857,-110.0,betrivers,,Pittsburgh Penguins,0.19458367301046117,p=0.511; spread +0.05
2026-03-06T00:00:00Z,New York Rangers,Toronto Maple Leafs,ev_away_ml,0.0531,2026-03-06,6.0,6.23,0.42,0.94,1.17,0.4149432900025405,0.5850567099974595,0.5284,0.4716,0.22425,0.7757499999999999,104.0,-125.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6866705230285935,0.31332947697140645,,,,,,0.23000000000000043,moneyline,away_ml,0.5850567099974595,-125.0,betrivers,,Toronto Maple Leafs,0.18522976869299645,p=0.585; spread +0.42
2026-03-06T00:00:00Z,Pittsburgh Penguins,Buffalo Sabres,ev_away_ml,-0.0671,2026-03-06,6.0,6.03,0.05,0.88,1.0,0.5113412906171857,0.4886587093828143,0.388,0.6119999999999999,0.22305,0.77695,-110.0,-110.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6444182150217139,0.3555817849782861,,,,,,0.03000000000000025,moneyline,away_ml,0.4886587093828143,-110.0,betrivers,,Buffalo Sabres,0.16899310196870068,p=0.489; spread +0.05
2026-03-06T00:00:00Z,Philadelphia Flyers,Utah Mammoth,ev_away_ml,-0.163,2026-03-06,6.0,6.11,0.6,1.22,0.95,0.573300320145749,0.4266996798542509,0.5118,0.4881999999999999,0.34285,0.65715,-117.0,-104.0,betrivers,betrivers,,,betrivers,betrivers,,,betrivers,betrivers,0.6968416491743006,0.3031583508256994,,,,,,0.11000000000000032,moneyline,away_ml,0.4266996798542509,-104.0,betrivers,,Utah Mammoth,0.14317546428937009,p=0.427; spread +0.60
