date,player,team,position,market,proj_lambda
2025-10-30,A. Peeke,BOS,D,ASSISTS,0.13715966045856476
2025-10-30,A. Peeke,BOS,D,BLOCKS,2.199571132659912
2025-10-30,A. Peeke,BOS,D,GOALS,5.764032948718523e-07
2025-10-30,A. Peeke,BOS,D,POINTS,0.11631239950656891
2025-10-30,A. Peeke,BOS,D,SOG,1.7450037002563477
2025-10-30,B. Sweezey,BOS,D,ASSISTS,0.45
2025-10-30,B. Sweezey,BOS,D,BLOCKS,1.3
2025-10-30,B. Sweezey,BOS,D,GOALS,0.35
2025-10-30,B. Sweezey,BOS,D,POINTS,0.9
2025-10-30,B. Sweezey,BOS,D,SOG,2.4
2025-10-30,C. McAvoy,BOS,D,ASSISTS,0.5798439979553223
2025-10-30,C. McAvoy,BOS,D,BLOCKS,1.7788842916488647
2025-10-30,C. McAvoy,BOS,D,GOALS,5.764032948718523e-07
2025-10-30,C. McAvoy,BOS,D,POINTS,0.6939611434936523
2025-10-30,C. McAvoy,BOS,D,SOG,2.0392112731933594
2025-10-30,D. Bavaro,BOS,D,ASSISTS,0.45
2025-10-30,D. Bavaro,BOS,D,BLOCKS,1.3
2025-10-30,D. Bavaro,BOS,D,GOALS,0.35
2025-10-30,D. Bavaro,BOS,D,POINTS,0.9
2025-10-30,D. Bavaro,BOS,D,SOG,2.4
2025-10-30,F. Brunet,BOS,D,ASSISTS,0.45
2025-10-30,F. Brunet,BOS,D,BLOCKS,1.3
2025-10-30,F. Brunet,BOS,D,GOALS,0.35
2025-10-30,F. Brunet,BOS,D,POINTS,0.9
2025-10-30,F. Brunet,BOS,D,SOG,2.4
2025-10-30,H. Jokiharju,BOS,D,ASSISTS,0.33762845396995544
2025-10-30,H. Jokiharju,BOS,D,BLOCKS,0.8111070394515991
2025-10-30,H. Jokiharju,BOS,D,GOALS,5.573123780777678e-05
2025-10-30,H. Jokiharju,BOS,D,POINTS,0.1400112360715866
2025-10-30,H. Jokiharju,BOS,D,SOG,1.6911892890930176
2025-10-30,H. Lindholm,BOS,D,ASSISTS,0.23095212876796722
2025-10-30,H. Lindholm,BOS,D,BLOCKS,1.1222617626190186
2025-10-30,H. Lindholm,BOS,D,GOALS,0.10535774379968643
2025-10-30,H. Lindholm,BOS,D,POINTS,0.31946495175361633
2025-10-30,H. Lindholm,BOS,D,SOG,1.890857458114624
2025-10-30,J. Aspirot,BOS,D,ASSISTS,0.45
2025-10-30,J. Aspirot,BOS,D,BLOCKS,1.3
2025-10-30,J. Aspirot,BOS,D,GOALS,0.35
2025-10-30,J. Aspirot,BOS,D,POINTS,0.9
2025-10-30,J. Aspirot,BOS,D,SOG,2.4
2025-10-30,J. Edward,BOS,D,ASSISTS,0.45
2025-10-30,J. Edward,BOS,D,BLOCKS,1.3
2025-10-30,J. Edward,BOS,D,GOALS,0.35
2025-10-30,J. Edward,BOS,D,POINTS,0.9
2025-10-30,J. Edward,BOS,D,SOG,2.4
2025-10-30,J. Harris,BOS,D,ASSISTS,0.40915602445602417
2025-10-30,J. Harris,BOS,D,BLOCKS,0.6415747404098511
2025-10-30,J. Harris,BOS,D,GOALS,0.10535774379968643
2025-10-30,J. Harris,BOS,D,POINTS,0.5222504734992981
2025-10-30,J. Harris,BOS,D,SOG,1.8753695487976074
2025-10-30,K. Shattenkirk,BOS,D,ASSISTS,0.1334829032421112
2025-10-30,K. Shattenkirk,BOS,D,BLOCKS,0.7724549770355225
2025-10-30,K. Shattenkirk,BOS,D,GOALS,0.10535774379968643
2025-10-30,K. Shattenkirk,BOS,D,POINTS,0.21724891662597656
2025-10-30,K. Shattenkirk,BOS,D,SOG,1.7518858909606934
2025-10-30,M. Callahan,BOS,D,ASSISTS,0.13715966045856476
2025-10-30,M. Callahan,BOS,D,BLOCKS,0.8336565494537354
2025-10-30,M. Callahan,BOS,D,GOALS,0.10535774379968643
2025-10-30,M. Callahan,BOS,D,POINTS,0.22286532819271088
2025-10-30,M. Callahan,BOS,D,SOG,1.19663667678833
2025-10-30,M. Lohrei,BOS,D,ASSISTS,0.2198600172996521
2025-10-30,M. Lohrei,BOS,D,BLOCKS,0.8880584239959717
2025-10-30,M. Lohrei,BOS,D,GOALS,0.10535774379968643
2025-10-30,M. Lohrei,BOS,D,POINTS,0.31771913170814514
2025-10-30,M. Lohrei,BOS,D,SOG,1.2439080476760864
2025-10-30,N. Zadorov,BOS,D,ASSISTS,0.13715966045856476
2025-10-30,N. Zadorov,BOS,D,BLOCKS,1.770329475402832
2025-10-30,N. Zadorov,BOS,D,GOALS,0.10535774379968643
2025-10-30,N. Zadorov,BOS,D,POINTS,0.22286532819271088
2025-10-30,N. Zadorov,BOS,D,SOG,2.0173399448394775
2025-10-30,R. Mast,BOS,D,ASSISTS,0.45
