date,home,away,market,bet,price,model_prob,ev,edge,book,total_line_used
2025-09-23T02:00:00Z,Anaheim Ducks,Utah Mammoth,puckline,away_pl_+1.5,-110.0,0.861,0.6437272727272728,,,6.0
2025-09-22T23:00:00Z,Columbus Blue Jackets,Buffalo Sabres,puckline,away_pl_+1.5,-110.0,0.8275,0.5797727272727273,,,6.0
2025-09-22T23:00:00Z,Montréal Canadiens,Pittsburgh Penguins,puckline,away_pl_+1.5,-110.0,0.7884,0.5051272727272728,,,6.0
2025-09-22T23:00:00Z,Carolina Hurricanes,Tampa Bay Lightning,puckline,home_pl_-1.5,-110.0,0.5243,0.0009363636363636796,,,6.0
