date,player,team,position,market,proj_lambda
2025-10-08,A. Peeke,BOS,D,ASSISTS,0.4
2025-10-08,A. Peeke,BOS,D,BLOCKS,1.5
2025-10-08,A. Peeke,BOS,D,GOALS,0.3
2025-10-08,A. Peeke,BOS,D,POINTS,0.7
2025-10-08,A. Peeke,BOS,D,SOG,2.0
2025-10-08,B. Sweezey,BOS,D,ASSISTS,0.4
2025-10-08,B. Sweezey,BOS,D,BLOCKS,1.5
2025-10-08,B. Sweezey,BOS,D,GOALS,0.3
2025-10-08,B. Sweezey,BOS,D,POINTS,0.7
2025-10-08,B. Sweezey,BOS,D,SOG,2.0
2025-10-08,C. McAvoy,BOS,D,ASSISTS,0.4
2025-10-08,C. McAvoy,BOS,D,BLOCKS,1.5
2025-10-08,C. McAvoy,BOS,D,GOALS,0.3
2025-10-08,C. McAvoy,BOS,D,POINTS,0.7
2025-10-08,C. McAvoy,BOS,D,SOG,2.0
2025-10-08,F. Brunet,BOS,D,ASSISTS,0.4
2025-10-08,F. Brunet,BOS,D,BLOCKS,1.5
2025-10-08,F. Brunet,BOS,D,GOALS,0.3
2025-10-08,F. Brunet,BOS,D,POINTS,0.7
2025-10-08,F. Brunet,BOS,D,SOG,2.0
2025-10-08,H. Jokiharju,BOS,D,ASSISTS,0.4
2025-10-08,H. Jokiharju,BOS,D,BLOCKS,1.5
2025-10-08,H. Jokiharju,BOS,D,GOALS,0.3
2025-10-08,H. Jokiharju,BOS,D,POINTS,0.7
2025-10-08,H. Jokiharju,BOS,D,SOG,2.0
2025-10-08,H. Lindholm,BOS,D,ASSISTS,0.4
2025-10-08,H. Lindholm,BOS,D,BLOCKS,1.5
2025-10-08,H. Lindholm,BOS,D,GOALS,0.3
2025-10-08,H. Lindholm,BOS,D,POINTS,0.7
2025-10-08,H. Lindholm,BOS,D,SOG,2.0
2025-10-08,J. Aspirot,BOS,D,ASSISTS,0.4
2025-10-08,J. Aspirot,BOS,D,BLOCKS,1.5
2025-10-08,J. Aspirot,BOS,D,GOALS,0.3
2025-10-08,J. Aspirot,BOS,D,POINTS,0.7
2025-10-08,J. Aspirot,BOS,D,SOG,2.0
2025-10-08,J. Harris,BOS,D,ASSISTS,0.4
2025-10-08,J. Harris,BOS,D,BLOCKS,1.5
2025-10-08,J. Harris,BOS,D,GOALS,0.3
2025-10-08,J. Harris,BOS,D,POINTS,0.7
2025-10-08,J. Harris,BOS,D,SOG,2.0
2025-10-08,M. Callahan,BOS,D,ASSISTS,0.4
2025-10-08,M. Callahan,BOS,D,BLOCKS,1.5
2025-10-08,M. Callahan,BOS,D,GOALS,0.3
2025-10-08,M. Callahan,BOS,D,POINTS,0.7
2025-10-08,M. Callahan,BOS,D,SOG,2.0
2025-10-08,M. Lohrei,BOS,D,ASSISTS,0.4
2025-10-08,M. Lohrei,BOS,D,BLOCKS,1.5
2025-10-08,M. Lohrei,BOS,D,GOALS,0.3
2025-10-08,M. Lohrei,BOS,D,POINTS,0.7
