team,player_id,player,market,value,count,n_sims,game_home,game_away,date,period
Boston Bruins,8477956,,SOG,7.0,270,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477956,,GOALS,0.0,3953,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477956,,ASSISTS,0.0,3409,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477956,,POINTS,0.0,2248,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477956,,BLOCKS,1.0,2140,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477956,,SAVES,0.0,6000,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8483489,,SOG,3.0,1275,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8483489,,GOALS,0.0,4982,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8483489,,ASSISTS,0.0,3185,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8483489,,POINTS,0.0,2641,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8483489,,BLOCKS,1.0,2251,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8483489,,SAVES,0.0,6000,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477496,,SOG,5.0,777,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477496,,GOALS,0.0,3941,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477496,,ASSISTS,0.0,3457,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477496,,POINTS,0.0,2280,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477496,,BLOCKS,1.0,1935,6000,Boston Bruins,Dallas Stars,2026-03-31,0
Boston Bruins,8477496,,SAVES,0.0,6000,6000,Boston Bruins,Dallas Stars,2026-03-31,0
