gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020657,2026-01-04,Dallas Stars,Montréal Canadiens,8,3
2025020658,2026-01-04,Columbus Blue Jackets,Pittsburgh Penguins,1,3
2025020659,2026-01-04,Florida Panthers,Colorado Avalanche,5,3
2025020660,2026-01-04,New Jersey Devils,Carolina Hurricanes,0,1
2025020661,2026-01-04,Chicago Blackhawks,Vegas Golden Knights,4,2
