date,home,away,market,ev
2025-10-09T02:00:00Z,Edmonton Oilers,Calgary Flames,ev_under,0.4436
2025-10-08T23:00:00Z,Toronto Maple Leafs,Montréal Canadiens,ev_under,0.3289
2025-10-08T23:30:00Z,Washington Capitals,Boston Bruins,ev_home_ml,0.3112
2025-10-09T02:00:00Z,Vegas Golden Knights,Los Angeles Kings,ev_under,0.2777
2025-10-08T23:00:00Z,Toronto Maple Leafs,Montréal Canadiens,ev_away_ml,0.1807
2025-10-09T02:00:00Z,Edmonton Oilers,Calgary Flames,ev_home_ml,0.1423
2025-10-08T23:30:00Z,Washington Capitals,Boston Bruins,ev_under,0.1164
2025-10-09T02:00:00Z,Vegas Golden Knights,Los Angeles Kings,ev_away_pl_+1.5,0.0889
2025-10-08T23:30:00Z,Washington Capitals,Boston Bruins,ev_away_pl_+1.5,0.0881
2025-10-09T02:00:00Z,Vegas Golden Knights,Los Angeles Kings,ev_home_ml,0.0414
2025-10-09T02:00:00Z,Edmonton Oilers,Calgary Flames,ev_away_pl_+1.5,0.021
2025-10-08T23:00:00Z,Toronto Maple Leafs,Montréal Canadiens,ev_away_pl_+1.5,-0.004
2025-10-08T23:00:00Z,Toronto Maple Leafs,Montréal Canadiens,ev_home_pl_-1.5,-0.0928
2025-10-09T02:00:00Z,Edmonton Oilers,Calgary Flames,ev_home_pl_-1.5,-0.1147
2025-10-09T02:00:00Z,Vegas Golden Knights,Los Angeles Kings,ev_away_ml,-0.1575
2025-10-08T23:00:00Z,Toronto Maple Leafs,Montréal Canadiens,ev_home_ml,-0.1889
2025-10-08T23:30:00Z,Washington Capitals,Boston Bruins,ev_over,-0.2044
2025-10-08T23:30:00Z,Washington Capitals,Boston Bruins,ev_home_pl_-1.5,-0.226
2025-10-09T02:00:00Z,Vegas Golden Knights,Los Angeles Kings,ev_home_pl_-1.5,-0.2294
2025-10-09T02:00:00Z,Vegas Golden Knights,Los Angeles Kings,ev_over,-0.3939
2025-10-09T02:00:00Z,Edmonton Oilers,Calgary Flames,ev_away_ml,-0.4038
2025-10-08T23:00:00Z,Toronto Maple Leafs,Montréal Canadiens,ev_over,-0.4497
2025-10-09T02:00:00Z,Edmonton Oilers,Calgary Flames,ev_over,-0.5259
2025-10-08T23:30:00Z,Washington Capitals,Boston Bruins,ev_away_ml,-0.6294
