gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020810,2026-01-24,New York Islanders,Buffalo Sabres,4,3
2025020811,2026-01-24,Nashville Predators,Utah Mammoth,3,1
2025020812,2026-01-24,Boston Bruins,Montréal Canadiens,3,3
2025020813,2026-01-24,Ottawa Senators,Carolina Hurricanes,5,8
2025020814,2026-01-24,Columbus Blue Jackets,Tampa Bay Lightning,2,6
2025020815,2026-01-24,Winnipeg Jets,Detroit Red Wings,3,2
2025020816,2026-01-24,St. Louis Blues,Los Angeles Kings,1,3
2025020817,2026-01-24,Minnesota Wild,Florida Panthers,3,0
2025020818,2026-01-24,Edmonton Oilers,Washington Capitals,4,0
