team,player_id,player,market,value,count,n_sims,game_home,game_away,date,period
Boston Bruins,8477956,,SOG,4.0,1065,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477956,,GOALS,1.0,889,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477956,,ASSISTS,0.0,3318,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477956,,POINTS,1.0,2182,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477956,,BLOCKS,0.0,3102,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477956,,SAVES,0.0,6000,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477496,,SOG,0.0,997,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477496,,GOALS,0.0,4296,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477496,,ASSISTS,1.0,1624,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477496,,POINTS,1.0,2124,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477496,,BLOCKS,2.0,1391,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8477496,,SAVES,0.0,6000,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479987,,SOG,2.0,1497,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479987,,GOALS,0.0,3410,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479987,,ASSISTS,0.0,4219,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479987,,POINTS,0.0,2409,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479987,,BLOCKS,0.0,3254,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479987,,SAVES,0.0,6000,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479325,,SOG,2.0,1670,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479325,,GOALS,0.0,4911,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479325,,ASSISTS,0.0,3769,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479325,,POINTS,0.0,3083,6000,Boston Bruins,Washington Capitals,2026-03-07,0
Boston Bruins,8479325,,BLOCKS,1.0,2055,6000,Boston Bruins,Washington Capitals,2026-03-07,0
