date,home,away,market,ev
2026-01-10T02:00:00Z,Utah Mammoth,St. Louis Blues,ev_over,0.2229
2026-01-10T02:00:00Z,Utah Mammoth,St. Louis Blues,ev_away_pl_+1.5,0.2138
2026-01-10T01:00:00Z,Chicago Blackhawks,Washington Capitals,ev_away_ml,0.1805
2026-01-10T01:00:00Z,Winnipeg Jets,Los Angeles Kings,ev_home_ml,0.1667
2026-01-10T01:00:00Z,Winnipeg Jets,Los Angeles Kings,ev_over,0.1525
2026-01-10T01:00:00Z,Chicago Blackhawks,Washington Capitals,ev_over,0.0925
2026-01-10T02:00:00Z,Utah Mammoth,St. Louis Blues,ev_f10_yes,0.044
2026-01-10T02:00:00Z,Utah Mammoth,St. Louis Blues,ev_home_ml,0.0182
2026-01-10T02:00:00Z,Utah Mammoth,St. Louis Blues,ev_away_ml,-0.1364
2026-01-10T01:00:00Z,Chicago Blackhawks,Washington Capitals,ev_under,-0.1967
2026-01-10T01:00:00Z,Winnipeg Jets,Los Angeles Kings,ev_away_ml,-0.2137
2026-01-10T01:00:00Z,Winnipeg Jets,Los Angeles Kings,ev_under,-0.2511
2026-01-10T01:00:00Z,Chicago Blackhawks,Washington Capitals,ev_home_ml,-0.3013
2026-01-10T02:00:00Z,Utah Mammoth,St. Louis Blues,ev_under,-0.3014
2026-01-10T02:00:00Z,Utah Mammoth,St. Louis Blues,ev_f10_no,-0.3773
2026-01-10T02:00:00Z,Utah Mammoth,St. Louis Blues,ev_home_pl_-1.5,-0.4294
