player,position,team
1.5,F,
2.5,F,
3.5,F,
Total Shots On Goal,F,
Aaron Ekblad,F,
Adam Fox,F,
Adrian Kempe,F,
Alex DeBrincat,F,
Alex Iafallo,F,
Alex Laferriere,F,
Alex Ovechkin,F,
Alex Tuch,F,
Alexis Lafrenière,F,
Aliaksei Protas,F,
Anders Lee,F,
Andre Burakovsky,F,
Andrei Kuzmenko,F,
Andrei Svechnikov,F,
Anthony Cirelli,F,
Anthony Mantha,F,
Anton Lundell,F,
Anze Kopitar,F,
Artemi Panarin,F,
Auston Matthews,F,
Blake Coleman,F,
Bo Horvat,F,
Bobby McMann,F,
Brad Marchand,F,
Brady Tkachuk,F,
Brandon Hagel,F,
Brayden Point,F,
Brayden Schenn,F,
Brendan Gallagher,F,
Cam Fowler,F,
Carter Verhaeghe,F,
Casey Mittelstadt,F,
Charlie McAvoy,F,
Claude Giroux,F,
Cole Caufield,F,
Colton Parayko,F,
Connor Bedard,F,
Connor McMichael,F,
David Pastrnak,F,
Dawson Mercer,F,
Dougie Hamilton,F,
Drew Doughty,F,
Dylan Cozens,F,
Dylan Holloway,F,
Dylan Larkin,F,
Dylan Strome,F,
Eetu Luostarinen,F,
Elias Lindholm,F,
Erik Karlsson,F,
Evan Rodrigues,F,
Evgeni Malkin,F,
Fabian Zetterlund,F,
Frank Nazar,F,
Gabriel Vilardi,F,
Gustav Forsling,F,
Ivan Demidov,F,
J.T. Miller,F,
Jack Hughes,F,
Jack Quinn,F,
Jackson Blake,F,
Jake Guentzel,F,
Jake Neighbours,F,
Jake Sanderson,F,
Jakob Chychrun,F,
Jason Zucker,F,
Jean-Gabriel Pageau,F,
Jesper Bratt,F,
Jimmy Snuggerud,F,
Jiri Kulich,F,
Joel Farabee,F,
John Carlson,F,
John Tavares,F,
Jonathan Toews,F,
Jordan Kyrou,F,
Josh Doan,F,
Josh Morrissey,F,
Juraj Slafkovsky,F,
Justin Faulk,F,
Kevin Fiala,F,
Kris Letang,F,
Kyle Connor,F,
Kyle Palmieri,F,
Lane Hutson,F,
Logan Stankoven,F,
Lucas Raymond,F,
Luke Hughes,F,
MacKenzie Weegar,F,
Mackie Samoskevich,F,
Marco Kasper,F,
Mark Scheifele,F,
Mathew Barzal,F,
Matias Maccelli,F,
Matt Coronato,F,
Matthew Knies,F,
Matvei Gridin,F,
Matvei Michkov,F,
Mika Zibanejad,F,
Mikael Backlund,F,
Mike Matheson,F,
Morgan Frost,F,
Morgan Geekie,F,
Nazem Kadri,F,
Neal Pionk,F,
Nick Suzuki,F,
Nico Hischier,F,
Nikita Kucherov,F,
Nikolaj Ehlers,F,
Nino Niederreiter,F,
Noah Dobson,F,
Owen Tippett,F,
Patrick Kane,F,
Patrik Laine,F,
Pavel Buchnevich,F,
Pavel Zacha,F,
Phillip Danault,F,
Pierre-Luc Dubois,F,
Pius Suter,F,
Quinton Byfield,F,
Rasmus Andersson,F,
Rasmus Dahlin,F,
Rickard Rakell,F,
Ridly Greig,F,
Robert Thomas,F,
Ryan Donato,F,
Ryan McLeod,F,
Sam Bennett,F,
Sam Reinhart,F,
Sam Rinzel,F,
Sean Couturier,F,
Sebastian Aho,F,
Seth Jarvis,F,
Seth Jones,F,
Shane Pinto,F,
Shayne Gostisbehere,F,
Sidney Crosby,F,
Simon Holmstrom,F,
Tage Thompson,F,
Taylor Hall,F,
Teuvo Teravainen,F,
Thomas Chabot,F,
Tim Stützle,F,
Timo Meier,F,
Tom Wilson,F,
Tony DeAngelo,F,
Travis Konecny,F,
Trevor Moore,F,
Trevor Zegras,F,
Tyler Bertuzzi,F,
Tyson Foerster,F,
Victor Hedman,F,
Viktor Arvidsson,F,
Ville Koivunen,F,
Vincent Trocheck,F,
Vladislav Namestnikov,F,
Warren Foegele,F,
Will Cuylle,F,
William Nylander,F,
Zack Bolduc,F,
