gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020749,2026-01-16,Detroit Red Wings,San Jose Sharks,2,2
2025020750,2026-01-16,Carolina Hurricanes,Florida Panthers,2,7
2025020751,2026-01-16,St. Louis Blues,Tampa Bay Lightning,9,3
2025020752,2026-01-16,Colorado Avalanche,Nashville Predators,3,1
2025020753,2026-01-16,Los Angeles Kings,Anaheim Ducks,3,4
