team,player_id,player,market,value,count,n_sims,game_home,game_away,date,period
New York Rangers,8476459,Mika Zibanejad,SOG,9.0,100,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476459,Mika Zibanejad,GOALS,2.0,612,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476459,Mika Zibanejad,ASSISTS,0.0,3278,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476459,Mika Zibanejad,POINTS,2.0,1278,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476459,Mika Zibanejad,BLOCKS,1.0,2156,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476459,Mika Zibanejad,SAVES,0.0,6000,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476389,Vincent Trocheck,SOG,0.0,343,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476389,Vincent Trocheck,GOALS,0.0,3736,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476389,Vincent Trocheck,ASSISTS,0.0,3366,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476389,Vincent Trocheck,POINTS,0.0,2105,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476389,Vincent Trocheck,BLOCKS,1.0,2083,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476389,Vincent Trocheck,SAVES,0.0,6000,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476468,J.T. Miller,SOG,1.0,1023,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476468,J.T. Miller,GOALS,0.0,5309,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476468,J.T. Miller,ASSISTS,2.0,729,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476468,J.T. Miller,POINTS,2.0,886,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476468,J.T. Miller,BLOCKS,2.0,884,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8476468,J.T. Miller,SAVES,0.0,6000,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8479323,Adam Fox,SOG,2.0,1401,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8479323,Adam Fox,GOALS,0.0,5183,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8479323,Adam Fox,ASSISTS,2.0,706,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8479323,Adam Fox,POINTS,2.0,896,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8479323,Adam Fox,BLOCKS,2.0,1570,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8479323,Adam Fox,SAVES,0.0,6000,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8478882,Vladislav Gavrikov,SOG,5.0,432,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8478882,Vladislav Gavrikov,GOALS,1.0,1880,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8478882,Vladislav Gavrikov,ASSISTS,0.0,3534,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8478882,Vladislav Gavrikov,POINTS,1.0,2213,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8478882,Vladislav Gavrikov,BLOCKS,1.0,2174,6000,New York Rangers,Ottawa Senators,2026-03-23,0
New York Rangers,8478882,Vladislav Gavrikov,SAVES,0.0,6000,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8482116,Tim Stützle,SOG,2.0,1239,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8482116,Tim Stützle,GOALS,0.0,3861,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8482116,Tim Stützle,ASSISTS,1.0,1984,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8482116,Tim Stützle,POINTS,1.0,2248,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8482116,Tim Stützle,BLOCKS,1.0,1397,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8482116,Tim Stützle,SAVES,0.0,6000,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8481596,Shane Pinto,SOG,5.0,811,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8481596,Shane Pinto,GOALS,0.0,5014,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8481596,Shane Pinto,ASSISTS,1.0,2148,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8481596,Shane Pinto,POINTS,1.0,2224,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8481596,Shane Pinto,BLOCKS,1.0,2227,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8481596,Shane Pinto,SAVES,0.0,6000,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8478020,Michael Amadio,SOG,6.0,304,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8478020,Michael Amadio,GOALS,1.0,2108,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8478020,Michael Amadio,ASSISTS,1.0,1719,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8478020,Michael Amadio,POINTS,2.0,1334,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8478020,Michael Amadio,BLOCKS,1.0,2144,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8478020,Michael Amadio,SAVES,0.0,6000,6000,New York Rangers,Ottawa Senators,2026-03-23,0
Ottawa Senators,8478469,Thomas Chabot,SOG,1.0,753,6000,New York Rangers,Ottawa Senators,2026-03-23,0
