date,home,away,market,ev,date_key,model_total,p_home_ml,p_away_ml,period1_home_proj,period1_away_proj,p_f10_yes,p_f10_no,home_ml_odds,away_ml_odds,over_odds,under_odds,home_pl_-1.5_odds,away_pl_+1.5_odds,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,total_line_used,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-03-26,Ottawa Senators,Pittsburgh Penguins,ev_over,0.5790384615384614,2026-03-26,9.268833333333333,0.3363333333333333,0.6636666666666666,1.2886666666666666,1.6776666666666666,0.8043608392981728,0.19563916070182719,-135.0,114.0,-130.0,110.0,170.0,-205.0,0.8925,0.1075,0.14833333333333334,0.8516666666666667,5.5,,,,,,3.7688333333333333,totals,over,0.8925,-130.0,,5.5,Over 5.5,0.9014915857989785,total 9.27 vs line 5.5 (+3.77); p=0.892; P1 pace 2.97,MODEL OVR · LINE+ · PACE+
2026-03-26,Vancouver Canucks,Los Angeles Kings,ev_over,0.5731410256410255,2026-03-26,9.1065,0.5721666666666667,0.42783333333333334,1.5216666666666667,1.3768333333333334,0.7969240028901395,0.20307599710986046,145.0,-175.0,-130.0,110.0,,,0.8891666666666667,0.11083333333333334,0.3235,0.6765,5.5,,,,,,3.6065000000000005,totals,over,0.8891666666666667,-130.0,,5.5,Over 5.5,0.8976820191117516,total 9.11 vs line 5.5 (+3.61); p=0.889; P1 pace 2.90,MODEL OVR · LINE+ · PACE+
2026-03-26,Winnipeg Jets,Colorado Avalanche,ev_over,0.41313333333333324,2026-03-26,7.951333333333333,0.26716666666666666,0.7328333333333333,1.0071666666666668,1.544,0.7541765458289627,0.24582345417103735,154.0,-185.0,105.0,-125.0,,,0.6893333333333334,0.31066666666666665,0.094,0.906,6.5,,,,,,1.4513333333333334,totals,over,0.6893333333333334,105.0,,6.5,Over 6.5,0.7005136597986444,total 7.95 vs line 6.5 (+1.45); p=0.689; P1 pace 2.55,MODEL OVR · LINE+ · PACE+
2026-03-26,Tampa Bay Lightning,Seattle Kraken,ev_over,0.4217000000000002,2026-03-26,7.8315,0.7931666666666667,0.20683333333333334,1.606,0.9308333333333333,0.7522309788981717,0.2477690211018283,-265.0,215.0,110.0,-130.0,-105.0,-115.0,0.677,0.323,0.5586666666666666,0.44133333333333336,6.5,,,,,,1.3315000000000001,totals,over,0.677,110.0,,6.5,Over 6.5,0.6858267417885869,total 7.83 vs line 6.5 (+1.33); p=0.677; P1 pace 2.54,MODEL OVR · LINE+ · PACE+
2026-03-26,Nashville Predators,New Jersey Devils,ev_over,0.21619753086419746,2026-03-26,7.088,0.46091666666666664,0.5390833333333334,1.0905,1.1745,0.7122749665871895,0.2877250334128105,-120.0,100.0,-135.0,114.0,215.0,-265.0,0.6986666666666667,0.30133333333333334,0.21266666666666667,0.7873333333333333,5.5,,,,,,1.588,totals,over,0.6986666666666667,-135.0,,5.5,Over 5.5,0.6836470148563093,total 7.09 vs line 5.5 (+1.59); p=0.699; P1 pace 2.27,MODEL OVR · LINE+ · PACE+
2026-03-26,Philadelphia Flyers,Chicago Blackhawks,ev_over,0.26561111111111124,2026-03-26,6.964,0.5221666666666667,0.47783333333333333,1.1093333333333333,1.1056666666666666,0.7042527279488521,0.2957472720511479,-162.0,136.0,-120.0,100.0,154.0,-185.0,0.6903333333333334,0.30966666666666665,0.2595,0.7404999999999999,5.5,,,,,,1.4640000000000004,totals,over,0.6903333333333334,-120.0,,5.5,Over 5.5,0.6666634590641148,total 6.96 vs line 5.5 (+1.46); p=0.690; P1 pace 2.21,MODEL OVR · LINE+ · PACE+
2026-03-26,New York Islanders,Dallas Stars,ev_over,0.21409999999999996,2026-03-26,6.876833333333333,0.3145833333333333,0.6854166666666667,0.9083333333333333,1.2996666666666667,0.7031119062788926,0.29688809372110736,110.0,-130.0,-125.0,105.0,,,0.6745,0.3255,0.11683333333333333,0.8831666666666667,5.5,,,,,,1.376833333333333,totals,over,0.6745,-125.0,,5.5,Over 5.5,0.6494989884221734,total 6.88 vs line 5.5 (+1.38); p=0.674; P1 pace 2.21,MODEL OVR · LINE+ · PACE+
2026-03-26,Vegas Golden Knights,Edmonton Oilers,ev_over,0.21545454545454557,2026-03-26,7.536833333333333,0.31416666666666665,0.6858333333333333,0.9961666666666666,1.3956666666666666,0.7316621165270314,0.2683378834729686,-135.0,114.0,-110.0,-110.0,185.0,-225.0,0.6366666666666667,0.36333333333333334,0.12366666666666666,0.8763333333333333,6.5,,,,,,1.036833333333333,totals,over,0.6366666666666667,-110.0,,6.5,Over 6.5,0.6265147437656016,total 7.54 vs line 6.5 (+1.04); p=0.637; P1 pace 2.39,MODEL OVR · LINE+ · PACE+
2026-03-26,Montréal Canadiens,Columbus Blue Jackets,ev_over,0.1880909090909091,2026-03-26,7.443333333333333,0.4439166666666667,0.5560833333333334,1.1391666666666667,1.236,0.7291910441500037,0.2708089558499963,-120.0,100.0,-110.0,-110.0,210.0,-258.0,0.6223333333333333,0.37766666666666665,0.20733333333333334,0.7926666666666666,6.5,,,,,,0.9433333333333334,totals,over,0.6223333333333333,-110.0,,6.5,Over 6.5,0.6061527770560164,total 7.44 vs line 6.5 (+0.94); p=0.622; P1 pace 2.38,MODEL OVR · LINE+ · PACE+
2026-03-26,Tampa Bay Lightning,Seattle Kraken,ev_home_ml,0.09247484276729556,2026-03-26,7.8315,0.7931666666666667,0.20683333333333334,1.606,0.9308333333333333,0.7522309788981717,0.2477690211018283,-265.0,215.0,110.0,-130.0,-105.0,-115.0,0.677,0.323,0.5586666666666666,0.44133333333333336,6.5,,,,,,1.3315000000000001,moneyline,home_ml,0.7931666666666667,-265.0,,,Tampa Bay Lightning,0.5863333333333334,p=0.793,MODEL HOME
2026-03-26,Tampa Bay Lightning,Seattle Kraken,ev_away_ml,-0.34847500000000003,2026-03-26,7.8315,0.7931666666666667,0.20683333333333334,1.606,0.9308333333333333,0.7522309788981717,0.2477690211018283,-265.0,215.0,110.0,-130.0,-105.0,-115.0,0.677,0.323,0.5586666666666666,0.44133333333333336,6.5,,,,,,1.3315000000000001,moneyline,away_ml,0.20683333333333334,215.0,,,Seattle Kraken,0.5863333333333334,p=0.207,MODEL AWAY
