date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-03-03,Mark Stone,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Keegan Kolesar,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Jack Eichel,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Tomas Hertl,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Mitch Marner,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Pavel Dorofeyev,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Alexander Holtz,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Braeden Bowman,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Brett Howden,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,William Karlsson,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Ivan Barbashev,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Jonas Rondbjerg,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Cole Reinhardt,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Brandon Saad,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Jeremy Lauzon,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Rasmus Andersson,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Noah Hanifin,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Ben Hutton,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Reilly Smith,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Shea Theodore,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Kaedan Korczak,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Brayden McNabb,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Colton Sissons,VGK,BUF,SOG,4.5,2.5,0.9899,0.178545,Under,0.821455
2026-03-03,Nick Perbix,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Brady Skjei,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Roman Josi,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Adam Wilsby,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Nicolas Hague,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Matthew Wood,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Nick Blankenburg,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Justin Barron,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Jonathan Marchessault,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Filip Forsberg,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Steven Stamkos,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Cole Smith,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Ryan O'Reilly,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Michael McCarron,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Zachary L'Heureux,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Tyson Jost,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Erik Haula,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Ozzy Wiesblatt,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Luke Evangelista,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Michael Bunting,NSH,CBJ,SOG,4.5,2.5,0.9882,0.178873,Under,0.8211269999999999
2026-03-03,Owen Power,BUF,VGK,SOG,4.5,2.5,0.9921,0.179155,Under,0.820845
2026-03-03,Bowen Byram,BUF,VGK,SOG,4.5,2.5,0.9921,0.179155,Under,0.820845
2026-03-03,Mattias Samuelsson,BUF,VGK,SOG,4.5,2.5,0.9921,0.179155,Under,0.820845
2026-03-03,Michael Kesselring,BUF,VGK,SOG,4.5,2.5,0.9921,0.179155,Under,0.820845
2026-03-03,Zach Metsa,BUF,VGK,SOG,4.5,2.5,0.9921,0.179155,Under,0.820845
