player,position,team
Brent Burns,F,COL
Nick Foligno,F,MIN
Jared Spurgeon,F,MIN
Marcus Johansson,F,MIN
Nazem Kadri,F,COL
Marcus Foligno,F,MIN
Mats Zuccarello,F,MIN
Brock Nelson,F,COL
Vladimir Tarasenko,F,MIN
Gabriel Landeskog,F,COL
Michael McCarron,F,MIN
Ryan Hartman,F,MIN
Nathan MacKinnon,F,COL
Valeri Nichushkin,F,COL
Devon Toews,F,COL
Nicolas Roy,F,COL
Yakov Trenin,F,MIN
Kirill Kaprizov,F,MIN
Ross Colton,F,COL
Martin Necas,F,COL
Cale Makar,F,COL
Parker Kelly,F,COL
Quinn Hughes,F,MIN
Jack Drury,F,COL
Logan O'Connor,F,COL
Nico Sturm,F,MIN
Matt Boldy,F,MIN
Joel Kiviranta,F,COL
Brock Faber,F,MIN
Danila Yurov,F,MIN
