date,home,away,market,ev
2025-11-23T00:00:00Z,San Jose Sharks,Ottawa Senators,ev_away_pl_+1.5,0.6504
2025-11-23T03:00:00Z,Anaheim Ducks,Vegas Golden Knights,ev_away_pl_+1.5,0.6194
2025-11-23T01:00:00Z,Nashville Predators,Colorado Avalanche,ev_away_pl_+1.5,0.5893
2025-11-23T03:00:00Z,Calgary Flames,Dallas Stars,ev_away_pl_+1.5,0.5051
2025-11-23T00:00:00Z,Philadelphia Flyers,New Jersey Devils,ev_away_pl_+1.5,0.4604
2025-11-23T02:00:00Z,Utah Mammoth,New York Rangers,ev_away_ml,0.36
2025-11-23T00:00:00Z,Montréal Canadiens,Toronto Maple Leafs,ev_away_ml,0.333
2025-11-23T03:00:00Z,Anaheim Ducks,Vegas Golden Knights,ev_away_ml,0.2124
2025-11-23T00:00:00Z,Montréal Canadiens,Toronto Maple Leafs,ev_away_pl_+1.5,0.2078
2025-11-23T00:00:00Z,Pittsburgh Penguins,Seattle Kraken,ev_over,0.1984
2025-11-23T00:00:00Z,Florida Panthers,Edmonton Oilers,ev_home_ml,0.1905
2025-11-23T00:00:00Z,Philadelphia Flyers,New Jersey Devils,ev_over,0.1902
2025-11-23T03:00:00Z,Calgary Flames,Dallas Stars,ev_over,0.1506
2025-11-22T18:00:00Z,Detroit Red Wings,Columbus Blue Jackets,ev_f10_yes,0.1416
2025-11-23T00:00:00Z,Florida Panthers,Edmonton Oilers,ev_home_pl_-1.5,0.1273
2025-11-23T00:00:00Z,Montréal Canadiens,Toronto Maple Leafs,ev_f10_yes,0.1269
2025-11-23T01:00:00Z,Nashville Predators,Colorado Avalanche,ev_under,0.1148
2025-11-23T02:00:00Z,Utah Mammoth,New York Rangers,ev_away_pl_+1.5,0.1126
2025-11-23T00:00:00Z,San Jose Sharks,Ottawa Senators,ev_over,0.1072
2025-11-23T03:00:00Z,Anaheim Ducks,Vegas Golden Knights,ev_under,0.0966
2025-11-22T20:30:00Z,New York Islanders,St. Louis Blues,ev_away_pl_+1.5,0.0839
2025-11-23T00:00:00Z,Philadelphia Flyers,New Jersey Devils,ev_f10_yes,0.0773
2025-11-23T03:00:00Z,Anaheim Ducks,Vegas Golden Knights,ev_f10_yes,0.0773
2025-11-23T00:00:00Z,Washington Capitals,Tampa Bay Lightning,ev_home_ml,0.077
2025-11-23T00:00:00Z,Washington Capitals,Tampa Bay Lightning,ev_over,0.0673
2025-11-22T20:30:00Z,New York Islanders,St. Louis Blues,ev_over,0.0609
2025-11-23T01:00:00Z,Nashville Predators,Colorado Avalanche,ev_f10_yes,0.0608
2025-11-23T02:00:00Z,Utah Mammoth,New York Rangers,ev_f10_yes,0.0608
2025-11-23T00:00:00Z,Florida Panthers,Edmonton Oilers,ev_over,0.0587
