date,player,team,market,line,p_over,over_price,under_price,book,side,ev,chosen_prob
2026-02-03,Timo Meier,NJD,POINTS,0.5,0.1468554494567007,-139,105.0,pinnacle,Under,0.7489463286137634,0.8531445505432993
2026-02-03,Timo Meier,NJD,SOG,3.5,0.015146526177148501,-113,-115.0,fanduel,Under,0.8412477988862005,0.9848534738228515
2026-02-03,Anders Lee,NYI,SOG,1.5,0.0404587448231921,-176,131.0,pinnacle,Under,1.2165402994584262,0.9595412551768079
2026-02-03,Bo Horvat,NYI,POINTS,0.5,0.11150047785919083,-154,116.0,pinnacle,Under,0.9191589678241479,0.8884995221408092
2026-02-03,Bo Horvat,NYI,SOG,2.5,0.07757247531060847,-187,139.0,pinnacle,Under,1.2046017840076453,0.9224275246893915
2026-02-03,Emil Heineman,NYI,SOG,1.5,0.13714558776680472,-172,129.0,pinnacle,Under,0.9759366040140173,0.8628544122331953
2026-02-03,Mathew Barzal,NYI,ASSISTS,0.5,0.054953806944886906,-107,-124.0,pinnacle,Under,0.7071802197124623,0.9450461930551131
2026-02-03,Mathew Barzal,NYI,POINTS,0.5,0.1083147499203568,-213,157.0,pinnacle,Under,1.2916310927046832,0.8916852500796432
2026-02-03,Mathew Barzal,NYI,SOG,1.5,0.19671870022300095,-210,155.0,pinnacle,Under,1.0483673144313475,0.803281299776999
2026-02-03,Matthew Schaefer,NYI,SOG,1.5,0.2003822873526601,-207,153.0,pinnacle,Under,1.0230328129977702,0.7996177126473399
2026-02-03,Brady Tkachuk,OTT,POINTS,0.5,0.14317531021317212,-148,115.0,draftkings,Under,0.8421730830416799,0.8568246897868279
2026-02-03,Brady Tkachuk,OTT,SOG,2.5,0.010499522748965956,-182,140.0,draftkings,Under,1.3748011454024818,0.9895004772510341
2026-02-03,Drake Batherson,OTT,SOG,1.5,0.06282030087617788,-125,-105.0,draftkings,Under,0.8297317935274623,0.9371796991238222
2026-02-03,Dylan Cozens,OTT,SOG,1.5,0.04756601972637607,-148,115.0,draftkings,Under,1.0477330575882913,0.9524339802736239
2026-02-03,Jake Sanderson,OTT,SOG,1.5,0.17769646834234806,-140,106.0,pinnacle,Under,0.693945275214763,0.8223035316576519
2026-02-03,Tim Stützle,OTT,POINTS,0.5,0.23353483932548522,-198,147.0,pinnacle,Under,0.8931689468660513,0.7664651606745148
2026-02-03,Tim Stützle,OTT,SOG,1.5,0.22112631244034361,-168,128.0,fanduel,Under,0.7758320076360167,0.7788736875596564
2026-02-03,Bobby Brink,PHI,SOG,1.5,0.028893475154786474,100,-133.0,pinnacle,Under,0.70126180668372,0.9711065248452135
2026-02-03,Christian Dvorak,PHI,POINTS,0.5,0.15859660263533895,-130,100.0,draftkings,Under,0.6828067947293222,0.8414033973646611
2026-02-03,Christian Dvorak,PHI,SOG,1.5,0.1938402921098587,-185,135.0,pinnacle,Under,0.894475313541832,0.8061597078901412
2026-02-03,Matvei Michkov,PHI,SOG,1.5,0.04894179894179894,-174,132.0,fanduel,Under,1.2064550264550267,0.951058201058201
2026-02-03,Owen Tippett,PHI,SOG,2.5,0.04000635021431973,-111,-119.0,pinnacle,Under,0.7667110025467562,0.9599936497856802
2026-02-03,Travis Konecny,PHI,ASSISTS,0.5,0.08271154151452612,100,-130.0,draftkings,Under,0.6228949650127614,0.9172884584854739
2026-02-03,Travis Konecny,PHI,POINTS,0.5,0.1682806794729322,-217,160.0,pinnacle,Under,1.1624702333703762,0.8317193205270678
2026-02-03,Trevor Zegras,PHI,POINTS,0.5,0.17329592341970623,-140,106.0,pinnacle,Under,0.7030103977554052,0.8267040765802938
2026-02-03,Trevor Zegras,PHI,SOG,1.5,0.2191780821917808,-175,135.0,draftkings,Under,0.8349315068493153,0.7808219178082192
2026-02-03,Anthony Mantha,PIT,SOG,1.5,0.046538588936734016,-128,-102.0,fanduel,Under,0.8882275003409777,0.953461411063266
2026-02-03,Ben Kindel,PIT,SOG,1.5,0.04785560523265441,-115,-115.0,draftkings,Under,0.7800960423911242,0.9521443947673456
2026-02-03,Erik Karlsson,PIT,SOG,1.5,0.1357107478949975,-204,151.0,pinnacle,Under,1.169366022783556,0.8642892521050025
2026-02-03,Evgeni Malkin,PIT,POINTS,0.5,0.12583625358394393,-154,120.0,draftkings,Under,0.9231602421153235,0.8741637464160561
2026-02-03,Evgeni Malkin,PIT,SOG,1.5,0.048900923861102265,-182,140.0,draftkings,Under,1.2826377827333546,0.9510990761388978
2026-02-03,Rickard Rakell,PIT,POINTS,0.5,0.16672169032684053,-168,125.0,pinnacle,Under,0.874876196764609,0.8332783096731595
2026-02-03,Rickard Rakell,PIT,SOG,2.5,0.06899966985803896,-128,-102.0,fanduel,Under,0.8437457518497661,0.931000330141961
2026-02-03,Sidney Crosby,PIT,POINTS,0.5,0.16502070723160242,-201,149.0,pinnacle,Under,1.0790984389933103,0.8349792927683976
2026-02-03,Eeli Tolvanen,SEA,SOG,1.5,0.07986609277857484,-142,110.0,draftkings,Under,0.9322812051649929,0.9201339072214252
2026-02-03,Jaden Schwartz,SEA,SOG,1.5,0.07046070460704607,-130,-105.0,betmgm,Under,0.8148148148148149,0.929539295392954
2026-02-03,Jared McCann,SEA,POINTS,0.5,0.13183484776024232,-148,115.0,draftkings,Under,0.8665550773154789,0.8681651522397577
2026-02-03,Jared McCann,SEA,SOG,2.5,0.014666029013231309,100,-130.0,draftkings,Under,0.7432831794381292,0.9853339709867687
2026-02-03,Jordan Eberle,SEA,SOG,1.5,0.19672943508424182,-146,110.0,pinnacle,Under,0.6868681863230923,0.8032705649157582
2026-02-03,Matty Beniers,SEA,POINTS,0.5,0.1863542164833413,-135,102.0,pinnacle,Under,0.6435644827036506,0.8136457835166587
2026-02-03,Matty Beniers,SEA,SOG,1.5,0.20946915351506457,-135,105.0,draftkings,Under,0.6205882352941176,0.7905308464849354
2026-02-03,Vince Dunn,SEA,SOG,1.5,0.21373418761294563,-144,110.0,fanduel,Under,0.6511582060128143,0.7862658123870544
2026-02-03,Brandon Hagel,TBL,ASSISTS,0.5,0.1037238293111715,-130,100.0,draftkings,Under,0.792552341377657,0.8962761706888285
2026-02-03,Darren Raddysh,TBL,ASSISTS,0.5,0.13073357839220073,-120,-110.0,draftkings,Under,0.6595086230694349,0.8692664216077992
2026-02-03,Darren Raddysh,TBL,POINTS,0.5,0.18571200255713602,-192,143.0,pinnacle,Under,0.9787198337861592,0.814287997442864
2026-02-03,Darren Raddysh,TBL,SOG,2.5,0.11011666933035001,-130,100.0,draftkings,Under,0.7797666613393,0.88988333066965
2026-02-03,Dominic James,TBL,SOG,1.5,0.08886047626658143,-105,-125.0,draftkings,Under,0.6400511427201534,0.9111395237334186
2026-02-03,Jake Guentzel,TBL,ASSISTS,0.5,0.10966358839050132,-141,106.0,pinnacle,Under,0.8340930079155674,0.8903364116094987
2026-02-03,Jake Guentzel,TBL,SOG,2.5,0.17727572559366755,-128,-102.0,fanduel,Under,0.6293167002948937,0.8227242744063324
2026-02-03,Nikita Kucherov,TBL,POINTS,1.5,0.031165095093495285,-162,126.0,draftkings,Under,1.1895668850887002,0.9688349049065047
2026-02-03,Oliver Bjorkstrand,TBL,SOG,1.5,0.13768595041322315,-124,-106.0,pinnacle,Under,0.6758178699516606,0.8623140495867768
2026-02-03,Auston Matthews,TOR,POINTS,0.5,0.15789473684210525,-255,185.0,pinnacle,Under,1.4,0.8421052631578947
2026-02-03,Auston Matthews,TOR,SOG,3.5,0.01279795232762758,-128,-104.0,pinnacle,Under,0.9364347858188845,0.9872020476723724
2026-02-03,Bobby McMann,TOR,SOG,1.5,0.09674756480105663,-188,145.0,draftkings,Under,1.2129684662374114,0.9032524351989434
2026-02-03,John Tavares,TOR,POINTS,0.5,0.1418972964325708,-130,100.0,draftkings,Under,0.7162054071348585,0.8581027035674292
2026-02-03,Matthew Knies,TOR,SOG,1.5,0.09980139026812314,-125,-105.0,draftkings,Under,0.7575306190003309,0.9001986097318768
2026-02-03,Max Domi,TOR,POINTS,0.5,0.13069908814589665,-115,-115.0,betmgm,Under,0.6252147482489756,0.8693009118541033
2026-02-03,Max Domi,TOR,SOG,1.5,0.074708046712526,-120,-115.0,betmgm,Under,0.7298936517983209,0.925291953287474
2026-02-03,William Nylander,TOR,POINTS,0.5,0.10702287633978563,-204,151.0,pinnacle,Under,1.241372580387138,0.8929771236602144
2026-02-03,William Nylander,TOR,SOG,2.5,0.004319308910574308,112,-148.0,pinnacle,Under,0.6684379147984971,0.9956806910894257
2026-02-03,Alex Ovechkin,WSH,POINTS,0.5,0.1155739006191459,-175,131.0,pinnacle,Under,1.0430242895697732,0.8844260993808541
2026-02-03,Alex Ovechkin,WSH,SOG,2.5,0.020479441181139865,-185,135.0,betmgm,Under,1.3018733132243212,0.9795205588188601
2026-02-03,Aliaksei Protas,WSH,SOG,1.5,0.2109858707731386,-160,122.0,fanduel,Under,0.7516113668836322,0.7890141292268614
2026-02-03,Anthony Beauvillier,WSH,SOG,1.5,0.05992076592934962,-132,100.0,pinnacle,Under,0.8801584681413008,0.9400792340706504
2026-02-03,Dylan Strome,WSH,POINTS,0.5,0.17574218129861882,-168,130.0,draftkings,Under,0.8957929830131766,0.8242578187013812
2026-02-03,Jakob Chychrun,WSH,SOG,2.5,0.08398158437847278,-162,126.0,draftkings,Under,1.0702016193046513,0.9160184156215272
2026-02-03,Justin Sourdif,WSH,SOG,1.5,0.07462440151890375,-144,108.0,pinnacle,Under,0.9247812448406804,0.9253755984810963
2026-02-03,Ryan Leonard,WSH,SOG,1.5,0.061120812827432924,-140,108.0,fanduel,Under,0.9528687093189394,0.938879187172567
2026-02-03,Tom Wilson,WSH,POINTS,0.5,0.16859313077939234,-162,126.0,draftkings,Under,0.8789795244385733,0.8314068692206077
