gamePk,date,team,player_id,full_name,position,shots,goals,saves
2025020780,2026-01-20,Montréal Canadiens,8476981,Josh Anderson,F,5,0,0
2025020780,2026-01-20,Montréal Canadiens,8478104,Sammy Blais,F,1,0,0
2025020780,2026-01-20,Montréal Canadiens,8482737,Zachary Bolduc,F,4,0,0
2025020780,2026-01-20,Montréal Canadiens,8481540,Cole Caufield,F,1,0,0
2025020780,2026-01-20,Montréal Canadiens,8481523,Kirby Dach,F,0,0,0
2025020780,2026-01-20,Montréal Canadiens,8476479,Phillip Danault,F,1,0,0
2025020780,2026-01-20,Montréal Canadiens,8484984,Ivan Demidov,F,2,0,0
2025020780,2026-01-20,Montréal Canadiens,8478133,Jake Evans,F,1,0,0
2025020780,2026-01-20,Montréal Canadiens,8475848,Brendan Gallagher,F,2,0,0
2025020780,2026-01-20,Montréal Canadiens,8482775,Oliver Kapanen,F,0,0,0
2025020780,2026-01-20,Montréal Canadiens,8479339,Patrik Laine,F,3,1,0
2025020780,2026-01-20,Montréal Canadiens,8481618,Alex Newhook,F,3,0,0
2025020780,2026-01-20,Montréal Canadiens,8483515,Juraj Slafkovský,F,2,0,0
2025020780,2026-01-20,Montréal Canadiens,8480018,Nick Suzuki,F,0,0,0
2025020780,2026-01-20,Montréal Canadiens,8480074,Alexandre Texier,F,0,0,0
2025020780,2026-01-20,Montréal Canadiens,8480813,Joe Veleno,F,0,0,0
2025020780,2026-01-20,Montréal Canadiens,8478851,Alexandre Carrier,D,1,0,0
2025020780,2026-01-20,Montréal Canadiens,8480865,Noah Dobson,D,0,0,0
2025020780,2026-01-20,Montréal Canadiens,8482087,Kaiden Guhle,D,0,1,0
2025020780,2026-01-20,Montréal Canadiens,8483457,Lane Hutson,D,5,1,0
2025020780,2026-01-20,Montréal Canadiens,8476875,Mike Matheson,D,3,1,0
2025020780,2026-01-20,Montréal Canadiens,8481593,Jayden Struble,D,6,0,0
2025020780,2026-01-20,Montréal Canadiens,8482964,Arber Xhekaj,D,0,0,0
2025020780,2026-01-20,Montréal Canadiens,8482487,Jakub Dobes,G,0,0,22
2025020780,2026-01-20,Montréal Canadiens,8478470,Samuel Montembeault,G,0,0,0
2025020780,2026-01-20,Minnesota Wild,8481557,Matt Boldy,F,1,0,0
2025020780,2026-01-20,Minnesota Wild,8478493,Joel Eriksson Ek,F,3,0,0
2025020780,2026-01-20,Minnesota Wild,8475220,Marcus Foligno,F,0,0,0
2025020780,2026-01-20,Minnesota Wild,8477451,Ryan Hartman,F,0,0,0
2025020780,2026-01-20,Minnesota Wild,8476994,Vinnie Hinostroza,F,1,0,0
2025020780,2026-01-20,Minnesota Wild,8475149,Marcus Johansson,F,0,0,0
2025020780,2026-01-20,Minnesota Wild,8478864,Kirill Kaprizov,F,1,1,0
2025020780,2026-01-20,Minnesota Wild,8475752,Tyler Pitlick,F,2,0,0
2025020780,2026-01-20,Minnesota Wild,8481477,Nico Sturm,F,1,1,0
2025020780,2026-01-20,Minnesota Wild,8475765,Vladimir Tarasenko,F,1,0,0
2025020780,2026-01-20,Minnesota Wild,8478508,Yakov Trenin,F,1,2,0
2025020780,2026-01-20,Minnesota Wild,8483525,Danila Yurov,F,2,0,0
2025020780,2026-01-20,Minnesota Wild,8475692,Mats Zuccarello,F,0,0,0
2025020780,2026-01-20,Minnesota Wild,8474567,Zach Bogosian,D,0,0,0
2025020780,2026-01-20,Minnesota Wild,8476463,Jonas Brodin,D,0,0,0
2025020780,2026-01-20,Minnesota Wild,8482122,Brock Faber,D,3,0,0
2025020780,2026-01-20,Minnesota Wild,8480800,Quinn Hughes,D,3,0,0
2025020780,2026-01-20,Minnesota Wild,8482094,Daemon Hunt,D,0,0,0
2025020780,2026-01-20,Minnesota Wild,8483460,David Jiricek,D,3,0,0
2025020780,2026-01-20,Minnesota Wild,8478136,Jake Middleton,D,3,0,0
2025020780,2026-01-20,Minnesota Wild,8483766,David Spacek,D,2,1,0
2025020780,2026-01-20,Minnesota Wild,8474716,Jared Spurgeon,D,0,0,0
2025020780,2026-01-20,Minnesota Wild,8479406,Filip Gustavsson,G,0,0,0
2025020780,2026-01-20,Minnesota Wild,8482661,Jesper Wallstedt,G,0,0,36
2025020781,2026-01-20,Tampa Bay Lightning,8477416,Oliver Bjorkstrand,F,3,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8478519,Anthony Cirelli,F,3,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8480876,Curtis Douglas,F,2,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8482090,Jack Finley,F,1,1,0
2025020781,2026-01-20,Tampa Bay Lightning,8476878,Zemgus Girgensons,F,1,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8482201,Gage Goncalves,F,2,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8476826,Yanni Gourde,F,2,1,0
2025020781,2026-01-20,Tampa Bay Lightning,8477404,Jake Guentzel,F,2,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8479542,Brandon Hagel,F,1,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8480995,Pontus Holmberg,F,2,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8483752,Dominic James,F,1,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8476453,Nikita Kucherov,F,0,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8477426,Nick Paul,F,0,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8481592,Jakob Pelletier,F,0,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8478010,Brayden Point,F,0,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8483398,Declan Carlile,D,0,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8478416,Erik Cernak,D,0,1,0
2025020781,2026-01-20,Tampa Bay Lightning,8481719,Max Crozier,D,1,1,0
2025020781,2026-01-20,Tampa Bay Lightning,8480426,Charle-Edouard D'Astous,D,0,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8475167,Victor Hedman,D,2,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8482929,Emil Lilleberg,D,4,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8481547,Simon Lundmark,D,0,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8474151,Ryan McDonagh,D,0,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8482655,J.J. Moser,D,1,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8478178,Darren Raddysh,D,0,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8477992,Jonas Johansson,G,0,0,0
2025020781,2026-01-20,Tampa Bay Lightning,8476883,Andrei Vasilevskiy,G,0,0,18
2025020781,2026-01-20,San Jose Sharks,8484801,Macklin Celebrini,F,2,2,0
2025020781,2026-01-20,San Jose Sharks,8480848,Ty Dellandrea,F,3,0,0
2025020781,2026-01-20,San Jose Sharks,8482667,William Eklund,F,3,0,0
2025020781,2026-01-20,San Jose Sharks,8478874,Adam Gaudette,F,0,0,0
2025020781,2026-01-20,San Jose Sharks,8476624,Barclay Goodrow,F,1,0,0
2025020781,2026-01-20,San Jose Sharks,8484911,Collin Graf,F,0,0,0
2025020781,2026-01-20,San Jose Sharks,8480798,Philipp Kurashev,F,0,0,0
2025020781,2026-01-20,San Jose Sharks,8485402,Michael Misa,F,1,0,0
2025020781,2026-01-20,San Jose Sharks,8482859,Zack Ostapchuk,F,1,0,0
2025020781,2026-01-20,San Jose Sharks,8471817,Ryan Reaves,F,1,0,0
2025020781,2026-01-20,San Jose Sharks,8483630,Pavol Regenda,F,1,0,0
2025020781,2026-01-20,San Jose Sharks,8480748,Kiefer Sherwood,F,3,0,0
2025020781,2026-01-20,San Jose Sharks,8475784,Jeff Skinner,F,0,0,0
2025020781,2026-01-20,San Jose Sharks,8484227,Will Smith,F,0,0,0
2025020781,2026-01-20,San Jose Sharks,8475726,Tyler Toffoli,F,0,0,0
2025020781,2026-01-20,San Jose Sharks,8477505,Alexander Wennberg,F,0,0,0
2025020781,2026-01-20,San Jose Sharks,8479576,Vincent Desharnais,D,1,0,0
2025020781,2026-01-20,San Jose Sharks,8484806,Sam Dickinson,D,1,0,0
2025020781,2026-01-20,San Jose Sharks,8479983,Mario Ferraro,D,0,0,0
2025020781,2026-01-20,San Jose Sharks,8482861,Vincent Iorio,D,1,0,0
2025020781,2026-01-20,San Jose Sharks,8475906,John Klingberg,D,1,0,0
2025020781,2026-01-20,San Jose Sharks,8480043,Timothy Liljegren,D,0,0,0
2025020781,2026-01-20,San Jose Sharks,8482166,Shakir Mukhamadullin,D,0,0,0
2025020781,2026-01-20,San Jose Sharks,8475200,Dmitry Orlov,D,0,0,0
