date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,prob,edge_score,edge_reasons,chosen_prob
2026-03-29,Kirill Marchenko,CBJ,BOS,ASSISTS,0.5,0.106,0.097375,125,-165.0,betmgm,Under,-165.0,0.4445304953946658,0.899424648075924,0.6427890980037604,MODEL UND · CONF60+ · MATCHUP+,0.899424648075924
2026-03-29,Cole Caufield,MTL,CAR,POINTS,0.5,1.6212,0.638375,-188,145.0,draftkings,Over,-188.0,0.22911450763009367,0.8023386369252,0.5864390322665872,MODEL OVR · CONF60+ · MATCHUP+,0.8023386369252
2026-03-29,Jesper Bratt,NJD,CHI,POINTS,0.5,1.6172,0.637312,-210,155.0,betmgm,Over,-210.0,0.1832351738198308,0.8015464080714982,0.5782498447930238,MODEL OVR · CONF60+ · MATCHUP+,0.8015464080714982
2026-03-29,Travis Konecny,PHI,DAL,ASSISTS,0.5,0.208,0.175687,126,-162.0,draftkings,Under,-162.0,0.3135694050526422,0.8122070367119391,0.5684602126718429,MODEL UND · CONF60+ · MATCHUP+,0.8122070367119391
2026-03-29,Jake Guentzel,TBL,NSH,ASSISTS,0.5,0.2457,0.205937,-118,-115.0,betmgm,Under,-115.0,0.4622932165942556,0.782156836782974,0.5577689358716924,MODEL UND · CONF60+ · MATCHUP+,0.782156836782974
2026-03-29,Mason Marchment,CBJ,BOS,POINTS,0.5,0.2667,0.211562,-115,-115.0,draftkings,Under,-115.0,0.43190524945037156,0.7659028078455477,0.5311142797088569,MODEL UND · CONF60+ · MATCHUP+,0.7659028078455477
2026-03-29,Nico Hischier,NJD,CHI,POINTS,0.5,1.274,0.573063,-175,130.0,betmgm,Over,-175.0,0.13188343879019154,0.7202894610483037,0.5132442871744681,MODEL OVR · CONF60+ · MATCHUP+,0.7202894610483037
2026-03-29,Matthew Tkachuk,FLA,NYR,ASSISTS,0.5,0.3055,0.236125,100,-135.0,betmgm,Under,-135.0,0.282499278777276,0.736754904829499,0.5034618897676864,MODEL UND · CONF60+,0.736754904829499
2026-03-29,Connor Brown,NJD,CHI,POINTS,0.5,1.1515,0.551063,-130,-105.0,betmgm,Over,-130.0,0.20986692953414587,0.6838378297366912,0.48408298212517814,MODEL OVR · CONF60+ · MATCHUP+,0.6838378297366912
2026-03-29,Vincent Trocheck,NYR,FLA,ASSISTS,0.5,0.315,0.242312,120,-154.0,draftkings,Under,-154.0,0.2036777536645482,0.7297888742690568,0.4789252717019984,MODEL UND · CONF60+,0.7297888742690568
2026-03-29,Brayden Point,TBL,NSH,SOG,2.5,1.6197,0.244,100,-134.0,williamhill_us,Under,-134.0,0.359042604355169,0.7782551665965498,0.46508258460411017,MODEL UND · CONF60+ · MATCHUP-,0.7782551665965498
2026-03-29,Anthony Cirelli,TBL,NSH,POINTS,0.5,1.3261,0.596437,-125,-105.0,betmgm,Over,-125.0,0.3220806741456119,0.7344892634142288,0.45241177555941103,MODEL OVR · CONF60+ · MATCHUP-,0.7344892634142288
2026-03-29,Alexis Lafrenière,NYR,FLA,POINTS,0.5,1.0771,0.538,-142,110.0,draftkings,Over,-142.0,0.1237972446755305,0.6594182179501047,0.43612786176145785,MODEL OVR · CONF60+,0.6594182179501047
2026-03-29,Kirill Marchenko,CBJ,BOS,POINTS,0.5,0.4384,0.314,-179,137.0,betonlineag,Under,137.0,0.5288104588670957,0.6450677041633315,0.4344461967630841,MODEL UND · CONF60+ · MATCHUP+,0.6450677041633315
2026-03-29,Jesper Bratt,NJD,CHI,ASSISTS,0.5,0.9278,0.492437,-115,-115.0,draftkings,Over,-115.0,0.13029672111459367,0.6045773159450153,0.4242212925486926,MODEL OVR · CONF60+ · MATCHUP+,0.6045773159450153
