date,home,away,market,ev,date_key,total_line_used,model_total,model_spread,period1_home_proj,period1_away_proj,p_home_ml,p_away_ml,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,home_ml_odds,away_ml_odds,home_ml_book,away_ml_book,over_odds,under_odds,over_book,under_book,home_pl_-1.5_odds,away_pl_+1.5_odds,home_pl_-1.5_book,away_pl_+1.5_book,p_f10_yes,p_f10_no,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-03-20T02:00:00Z,Vancouver Canucks,Tampa Bay Lightning,ev_home_ml,-0.0482,2026-03-20,6.5,5.81,0.66,0.83,0.93,0.2841268486487678,0.7158731513512322,0.3999616560873264,0.6000383439126735,0.2638,0.7362,235.0,-290.0,draftkings,draftkings,105.0,-125.0,draftkings,draftkings,,,draftkings,draftkings,0.6201580371486213,0.3798419628513787,,,,,,-0.6900000000000004,moneyline,home_ml,0.2841268486487678,235.0,draftkings,,Vancouver Canucks,0.5872050692314017,p=0.284; spread +0.66,MODEL HOME · SPREAD+
2026-03-20T02:00:00Z,Vancouver Canucks,Tampa Bay Lightning,ev_under,0.0801,2026-03-20,6.5,5.81,0.66,0.83,0.93,0.2841268486487678,0.7158731513512322,0.3999616560873264,0.6000383439126735,0.2638,0.7362,235.0,-290.0,draftkings,draftkings,105.0,-125.0,draftkings,draftkings,,,draftkings,draftkings,0.6201580371486213,0.3798419628513787,,,,,,-0.6900000000000004,totals,under,0.6000383439126735,-125.0,draftkings,6.5,Under 6.5,0.5456083546449395,total 5.81 vs line 6.5 (-0.69); p=0.600; P1 pace 1.76,MODEL UND · LINE+ · PACE+
2026-03-19T23:00:00Z,Ottawa Senators,New York Islanders,ev_over,0.0442,2026-03-19,5.5,6.12,0.79,1.1,0.94,0.5122790726210653,0.4877209273789347,0.5998709949964106,0.4001290050035894,0.35205,0.64795,-135.0,114.0,draftkings,draftkings,-135.0,114.0,draftkings,draftkings,180.0,-218.0,draftkings,draftkings,0.6743721128414397,0.3256278871585603,,,,,,0.6200000000000001,totals,over,0.5998709949964106,-135.0,draftkings,5.5,Over 5.5,0.5013414779545948,total 6.12 vs line 5.5 (+0.62); p=0.600; P1 pace 2.04,MODEL OVR · LINE+
2026-03-19T23:30:00Z,Minnesota Wild,Chicago Blackhawks,ev_under,0.0624,2026-03-19,6.5,6.16,0.75,1.05,0.76,0.6236907640086946,0.3763092359913054,0.3896747929033248,0.6103252070966751,0.3727,0.6273,-238.0,195.0,draftkings,draftkings,114.0,-135.0,draftkings,draftkings,110.0,-130.0,draftkings,draftkings,0.6304613709704842,0.36953862902951584,,,,,,-0.33999999999999986,totals,under,0.6103252070966751,-135.0,draftkings,6.5,Under 6.5,0.4902339385116567,total 6.16 vs line 6.5 (-0.34); p=0.610; P1 pace 1.81,MODEL UND · LINE+ · PACE+
2026-03-19T23:30:00Z,Minnesota Wild,Chicago Blackhawks,ev_home_ml,-0.1143,2026-03-19,6.5,6.16,0.75,1.05,0.76,0.6236907640086946,0.3763092359913054,0.3896747929033248,0.6103252070966751,0.3727,0.6273,-238.0,195.0,draftkings,draftkings,114.0,-135.0,draftkings,draftkings,110.0,-130.0,draftkings,draftkings,0.6304613709704842,0.36953862902951584,,,,,,-0.33999999999999986,moneyline,home_ml,0.6236907640086946,-238.0,draftkings,,Minnesota Wild,0.47498891626454287,p=0.624; spread +0.75,MODEL HOME · SPREAD+
2026-03-20T02:30:00Z,Los Angeles Kings,Philadelphia Flyers,ev_over,0.0295,2026-03-20,5.5,5.99,0.68,1.05,0.91,0.5586727967369625,0.4413272032630375,0.5914346215203083,0.4085653784796916,0.3679,0.6321,-170.0,142.0,draftkings,draftkings,-135.0,114.0,draftkings,draftkings,154.0,-185.0,draftkings,draftkings,0.6597246036596992,0.3402753963403008,,,,,,0.4900000000000002,totals,over,0.5914346215203083,-135.0,draftkings,5.5,Over 5.5,0.4584314065419078,total 5.99 vs line 5.5 (+0.49); p=0.591; P1 pace 1.96,MODEL OVR · LINE+
2026-03-20T00:00:00Z,Nashville Predators,Seattle Kraken,ev_over,-0.0007,2026-03-20,5.5,6.14,0.29,0.97,0.98,0.5122790726210653,0.4877209273789347,0.5648012783031588,0.4351987216968411,0.27985,0.7201500000000001,-135.0,114.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,190.0,-230.0,draftkings,draftkings,0.6578479328659166,0.3421520671340834,,,,,,0.6399999999999997,totals,over,0.5648012783031588,-130.0,draftkings,5.5,Over 5.5,0.4550574854160054,total 6.14 vs line 5.5 (+0.64); p=0.565; P1 pace 1.95,MODEL OVR · LINE+
2026-03-19T23:00:00Z,Columbus Blue Jackets,New York Rangers,ev_home_ml,-0.1139,2026-03-19,6.5,6.48,0.53,1.02,0.97,0.6074430029112232,0.3925569970887768,0.4396750690612739,0.5603249309387262,0.2994,0.7006,-218.0,180.0,draftkings,draftkings,114.0,-135.0,draftkings,draftkings,120.0,-142.0,draftkings,draftkings,0.6652930814234967,0.33470691857650325,,,,,,-0.019999999999999574,moneyline,home_ml,0.6074430029112232,-218.0,draftkings,,Columbus Blue Jackets,0.4284884685944512,p=0.607; spread +0.53,MODEL HOME · SPREAD+
2026-03-20T01:00:00Z,Edmonton Oilers,Florida Panthers,ev_under,0.0449,2026-03-20,6.5,6.01,0.68,1.06,0.86,0.5493848650181906,0.4506151349818094,0.4775597756274438,0.5224402243725561,0.36635,0.63365,-162.0,136.0,draftkings,draftkings,-120.0,100.0,draftkings,draftkings,154.0,-185.0,draftkings,draftkings,0.6521555910829127,0.34784440891708734,,,,,,-0.4900000000000002,totals,under,0.5224402243725561,100.0,draftkings,6.5,Under 6.5,0.4200879267015924,total 6.01 vs line 6.5 (-0.49); p=0.522; P1 pace 1.92,MODEL UND · LINE+ · PACE+
2026-03-20T02:00:00Z,San Jose Sharks,Buffalo Sabres,ev_under,0.096,2026-03-20,6.5,6.07,-0.46,0.82,1.17,0.4127822758516116,0.5872177241483884,0.4780877075700203,0.5219122924299797,0.1461,0.8539,120.0,-142.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,,,draftkings,draftkings,0.6652930814234967,0.33470691857650325,,,,,,-0.4299999999999997,totals,under,0.5219122924299797,110.0,draftkings,6.5,Under 6.5,0.39549203355162355,total 6.07 vs line 6.5 (-0.43); p=0.522; P1 pace 1.99,MODEL UND · LINE+
