market,side,price,ev,prob,conf,home,away,totals_line
PL,Minnesota Wild +1.5,-238.0,0.11483193277310932,0.785,0.28500000000000003,Dallas Stars,Minnesota Wild,5.5
PL,Anaheim Ducks +1.5,-166.0,0.04904417670682737,0.6546666666666667,0.15466666666666673,Edmonton Oilers,Anaheim Ducks,6.5
