gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020947,2026-03-01,Pittsburgh Penguins,Vegas Golden Knights,3,2
2025020949,2026-03-01,Utah Mammoth,Chicago Blackhawks,1,2
2025020950,2026-03-01,San Jose Sharks,Winnipeg Jets,3,0
2025020951,2026-03-01,Minnesota Wild,St. Louis Blues,5,3
2025020948,2026-03-01,New York Islanders,Florida Panthers,5,2
2025020952,2026-03-01,Anaheim Ducks,Calgary Flames,6,5
