gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020930,2026-02-27,Florida Panthers,Buffalo Sabres,4,6
2025020931,2026-02-27,Washington Capitals,Vegas Golden Knights,4,5
2025020932,2026-02-27,Utah Mammoth,Minnesota Wild,2,1
2025020933,2026-02-27,Anaheim Ducks,Winnipeg Jets,3,2
