team,player_id,player,market,value,count,n_sims,game_home,game_away,date,period
Ottawa Senators,8482116,,SOG,2.0,1225,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482116,,GOALS,0.0,4503,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482116,,ASSISTS,2.0,482,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482116,,POINTS,2.0,912,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482116,,BLOCKS,1.0,1957,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482116,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8481596,,SOG,3.0,1267,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8481596,,GOALS,0.0,3643,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8481596,,ASSISTS,2.0,442,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8481596,,POINTS,2.0,1066,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8481596,,BLOCKS,2.0,1366,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8481596,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482092,,SOG,5.0,737,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482092,,GOALS,2.0,194,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482092,,ASSISTS,0.0,3508,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482092,,POINTS,2.0,961,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482092,,BLOCKS,3.0,846,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482092,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8478469,,SOG,4.0,892,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8478469,,GOALS,0.0,5268,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8478469,,ASSISTS,0.0,3516,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8478469,,POINTS,0.0,3073,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8478469,,BLOCKS,2.0,1583,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8478469,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482105,,SOG,4.0,1097,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482105,,GOALS,1.0,1601,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482105,,ASSISTS,1.0,1869,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482105,,POINTS,2.0,1023,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482105,,BLOCKS,3.0,1164,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482105,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8478427,,SOG,4.0,1156,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8478427,,GOALS,1.0,1868,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8478427,,ASSISTS,3.0,142,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8478427,,POINTS,4.0,134,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8478427,,BLOCKS,0.0,2824,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8478427,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8482093,,SOG,3.0,1135,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8482093,,GOALS,1.0,1865,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8482093,,ASSISTS,2.0,706,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8482093,,POINTS,3.0,502,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8482093,,BLOCKS,1.0,2131,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8482093,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8473533,,SOG,4.0,1077,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8473533,,GOALS,1.0,1930,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8473533,,ASSISTS,1.0,2002,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8473533,,POINTS,2.0,1258,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8473533,,BLOCKS,1.0,1725,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8473533,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8476958,,SOG,4.0,923,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8476958,,GOALS,1.0,846,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8476958,,ASSISTS,3.0,164,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8476958,,POINTS,4.0,69,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8476958,,BLOCKS,2.0,1623,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8476958,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8480336,,SOG,3.0,1216,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8480336,,GOALS,0.0,4289,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8480336,,ASSISTS,0.0,2948,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8480336,,POINTS,0.0,2135,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8480336,,BLOCKS,1.0,2018,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8480336,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482447,,SOG,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482447,,GOALS,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482447,,ASSISTS,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482447,,POINTS,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482447,,BLOCKS,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8482447,,SAVES,33.15,353,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8475883,,SOG,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8475883,,GOALS,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8475883,,ASSISTS,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8475883,,POINTS,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8475883,,BLOCKS,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Carolina Hurricanes,8475883,,SAVES,35.7,312,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8480208,,SOG,4.0,560,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8480208,,GOALS,0.0,4090,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8480208,,ASSISTS,0.0,4721,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8480208,,POINTS,0.0,3202,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8480208,,BLOCKS,1.0,1657,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8480208,,SAVES,0.0,6000,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8473512,,SOG,3.0,1105,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8473512,,GOALS,0.0,4800,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8473512,,ASSISTS,0.0,4350,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
Ottawa Senators,8473512,,POINTS,0.0,3475,6000,Ottawa Senators,Carolina Hurricanes,2026-04-25,0
