date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,prob,edge_score,edge_reasons,chosen_prob
2026-04-11,Nicholas Robertson,TOR,FLA,SOG,1.5,4.0678,0.67375,110,-140.0,draftkings,Over,110.0,0.9178556650249918,0.9132646023928532,0.6733168049166961,MODEL OVR · CONF60+ · MATCHUP+,0.9132646023928532
2026-04-11,Zach Werenski,CBJ,MTL,ASSISTS,0.5,0.1934,0.163688,-130,100.0,betmgm,Under,100.0,0.6483044945984338,0.8241522472992169,0.6396494184823562,MODEL UND · CONF60+ · MATCHUP+,0.8241522472992169
2026-04-11,Will Smith,SJS,VAN,ASSISTS,0.5,0.0,0.0,105,-135.0,draftkings,Under,-135.0,0.7407407407407407,1.0,0.615981094839142,MODEL UND · CONF60+ · B2B · MATCHUP-,1.0
2026-04-11,Dylan Holloway,STL,CHI,POINTS,0.5,1.5161,0.621875,-195,150.0,draftkings,Over,-195.0,0.1806557641538875,0.7804334712203663,0.5810164860588876,MODEL OVR · CONF60+ · B2B · MATCHUP+,0.7804334712203663
2026-04-11,Mark Stone,VGK,COL,ASSISTS,0.5,0.2531,0.207,120,-160.0,betmgm,Under,-160.0,0.26163413824136894,0.7763902389177655,0.558332765261555,MODEL UND · CONF60+ · B2B · MATCHUP+,0.7763902389177655
2026-04-11,Adam Fantilli,CBJ,MTL,POINTS,0.5,0.3289,0.2515,-145,114.0,draftkings,Under,114.0,0.5401900671447618,0.719714984647085,0.5563604386754618,MODEL UND · CONF60+ · MATCHUP+,0.719714984647085
2026-04-11,Ryan Nugent-Hopkins,EDM,LAK,ASSISTS,0.5,0.2313,0.186312,114,-145.0,draftkings,Under,-145.0,0.34074371088264466,0.7935013799101366,0.5556682044413288,MODEL UND · CONF60+ · MATCHUP+,0.7935013799101366
2026-04-11,Filip Forsberg,NSH,MIN,SOG,3.5,2.3045,0.243562,124,-160.0,draftkings,Under,-160.0,0.2974512511143438,0.7984315391472885,0.5541401590425086,MODEL UND · CONF60+ · B2B,0.7984315391472885
2026-04-11,Jesper Bratt,NJD,DET,POINTS,0.5,1.517,0.6285,-160,120.0,betmgm,Over,-160.0,0.2685253623225547,0.7806309921984952,0.5538574235366143,MODEL OVR · CONF60+ · MATCHUP+,0.7806309921984952
2026-04-11,Wyatt Johnston,DAL,NYR,ASSISTS,0.5,0.3237,0.251188,114,-145.0,draftkings,Under,-145.0,0.222410181037984,0.7234672500020721,0.5496046069497943,MODEL UND · CONF60+ · B2B · MATCHUP+,0.7234672500020721
2026-04-11,Victor Olofsson,CGY,SEA,SOG,1.5,2.7949,0.5665,-120,-110.0,betmgm,Over,-120.0,0.4080952778785517,0.7680519697519372,0.5493643932425057,MODEL OVR · CONF60+ · B2B · MATCHUP+,0.7680519697519372
2026-04-11,Matt Duchene,DAL,NYR,ASSISTS,0.5,0.3293,0.259062,120,-154.0,draftkings,Under,-154.0,0.18658764727648175,0.7194271562227488,0.5463725319263356,MODEL UND · CONF60+ · B2B · MATCHUP+,0.7194271562227488
2026-04-11,Elias Pettersson,VAN,SJS,ASSISTS,0.5,0.2226,0.181375,124,-160.0,draftkings,Under,-160.0,0.3007068087844923,0.8004349592519953,0.5391262121735864,MODEL UND · CONF60+ · B2B,0.8004349592519953
