team,player_id,player,market,value,count,n_sims,game_home,game_away,date,period
Buffalo Sabres,8477949,,SOG,6.0,447,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8477949,,GOALS,0.0,5477,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8477949,,ASSISTS,1.0,1296,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8477949,,POINTS,1.0,1562,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8477949,,BLOCKS,1.0,2230,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8477949,,SAVES,0.0,6000,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8479420,,SOG,4.0,1063,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8479420,,GOALS,0.0,5390,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8479420,,ASSISTS,0.0,4536,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8479420,,POINTS,0.0,4091,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8479420,,BLOCKS,1.0,1947,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8479420,,SAVES,0.0,6000,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480802,,SOG,2.0,1001,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480802,,GOALS,1.0,1251,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480802,,ASSISTS,0.0,5512,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480802,,POINTS,1.0,1517,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480802,,BLOCKS,1.0,2066,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480802,,SAVES,0.0,6000,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480839,,SOG,0.0,323,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480839,,GOALS,0.0,4672,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480839,,ASSISTS,1.0,1332,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480839,,POINTS,1.0,1904,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480839,,BLOCKS,1.0,1978,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480839,,SAVES,0.0,6000,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480807,,SOG,2.0,1545,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480807,,GOALS,0.0,5658,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480807,,ASSISTS,0.0,4556,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480807,,POINTS,0.0,4284,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480807,,BLOCKS,3.0,774,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Buffalo Sabres,8480807,,SAVES,0.0,6000,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Dallas Stars,8480027,,SOG,5.0,713,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Dallas Stars,8480027,,GOALS,0.0,3774,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Dallas Stars,8480027,,ASSISTS,1.0,1837,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Dallas Stars,8480027,,POINTS,1.0,2248,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Dallas Stars,8480027,,BLOCKS,1.0,2213,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Dallas Stars,8480027,,SAVES,0.0,6000,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
Dallas Stars,8482740,,SOG,2.0,1600,6000,Buffalo Sabres,Dallas Stars,2026-04-15,0
