date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev,proj_lambda,ev_over
2025-10-29,Auston Matthews,TOR,POINTS,0.5,0.473,0.3812,-258,187,pinnacle,Under,0.7760364439523335,0.473,0.7760364439523335
2025-10-29,Auston Matthews,TOR,POINTS,0.5,0.473,0.3812,-245,186,fanduel,Under,0.7698481636598167,0.473,0.7698481636598167
2025-10-29,Sean Monahan,CBJ,POINTS,0.5,0.188,0.218,-162,126,fanduel,Under,0.7674061900627719,0.188,0.7674061900627719
2025-10-29,Auston Matthews,TOR,POINTS,0.5,0.473,0.3812,-240,180,draftkings,Under,0.7327184819047154,0.473,0.7327184819047154
2025-10-29,Sean Monahan,CBJ,POINTS,0.5,0.188,0.218,-155,116,pinnacle,Under,0.6892023763431805,0.188,0.6892023763431805
2025-10-29,Sean Monahan,CBJ,POINTS,0.5,0.188,0.218,-148,115,draftkings,Under,0.6813819949712212,0.188,0.6813819949712212
2025-10-29,Sean Monahan,CBJ,ASSISTS,0.5,0.22,0.2153,104,-139,pinnacle,Under,0.3491545382691691,0.22,0.3491545382691691
2025-10-29,Morgan Rielly,TOR,SOG,1.5,2.694,0.7503,-130,100,draftkings,Over,0.3274287458661621,2.694,0.3274287458661621
2025-10-29,Adam Fantilli,CBJ,ASSISTS,0.5,0.502,0.3818,247,-358,pinnacle,Over,0.324843017539992,0.502,0.324843017539992
2025-10-29,Matthew Knies,TOR,ASSISTS,0.5,0.907,0.5497,140,-182,draftkings,Over,0.3191665558077984,0.907,0.3191665558077984
2025-10-29,Morgan Rielly,TOR,SOG,1.5,2.694,0.7503,-133,-101,pinnacle,Over,0.3144104842198774,2.694,0.3144104842198774
2025-10-29,Matthew Knies,TOR,ASSISTS,0.5,0.907,0.5497,139,-187,pinnacle,Over,0.3136700284919324,0.907,0.3136700284919324
2025-10-29,Zach Werenski,CBJ,SOG,3.5,4.104,0.5552,136,-182,pinnacle,Over,0.31028594184929104,4.104,0.31028594184929104
2025-10-29,Zach Werenski,CBJ,SOG,3.5,4.104,0.5552,135,-175,draftkings,Over,0.3047338827736583,4.104,0.3047338827736583
2025-10-29,Sean Monahan,CBJ,ASSISTS,0.5,0.22,0.2153,120,-154,draftkings,Under,0.294170790852885,0.22,0.294170790852885
2025-10-29,Morgan Rielly,TOR,SOG,1.5,2.694,0.7503,-138,106,fanduel,Over,0.29397118453368176,2.694,0.29397118453368176
2025-10-29,Kirill Marchenko,CBJ,SOG,2.5,4.246,0.7703,-148,114,fanduel,Over,0.2907170558098223,4.246,0.2907170558098223
2025-10-29,William Nylander,TOR,SOG,2.5,2.019,0.2963,-108,-120,fanduel,Under,0.2901197427231256,2.019,0.2901197427231256
2025-10-29,Dmitri Voronkov,CBJ,GOALS,0.5,0.594,0.4153,210,-310,fanduel,Over,0.2872814824917429,0.594,0.2872814824917429
