date,home,away,market,ev
2026-02-02,Dallas Stars,Winnipeg Jets,ev_over,1.0235400000000001
2026-02-02,Washington Capitals,New York Islanders,ev_over,0.8518666666666664
2026-02-02,Pittsburgh Penguins,Ottawa Senators,ev_over,0.8123
2026-02-02,Utah Mammoth,Vancouver Canucks,ev_over,0.8023200000000001
2026-02-02,Colorado Avalanche,Detroit Red Wings,ev_over,0.7506666666666666
2026-02-02,Chicago Blackhawks,San Jose Sharks,ev_over,0.6701363636363638
2026-02-02,Minnesota Wild,Montréal Canadiens,ev_over,0.658547619047619
2026-02-02,Calgary Flames,Toronto Maple Leafs,ev_over,0.5084850746268657
2026-02-02,Florida Panthers,Buffalo Sabres,ev_over,0.48428571428571443
2026-02-02,Utah Mammoth,Vancouver Canucks,ev_away_ml,0.4639500000000002
2026-02-02,Colorado Avalanche,Detroit Red Wings,ev_away_ml,0.4477125000000002
2026-02-02,Dallas Stars,Winnipeg Jets,ev_away_ml,0.2505208333333333
2026-02-02,Minnesota Wild,Montréal Canadiens,ev_away_ml,0.15995166666666671
2026-02-02,Calgary Flames,Toronto Maple Leafs,ev_home_ml,0.002517799352750927
2026-02-02,Florida Panthers,Buffalo Sabres,ev_away_ml,-0.008179999999999965
2026-02-02,Chicago Blackhawks,San Jose Sharks,ev_home_ml,-0.032815749235474034
2026-02-02,Pittsburgh Penguins,Ottawa Senators,ev_home_ml,-0.04301694915254234
2026-02-02,Washington Capitals,New York Islanders,ev_away_ml,-0.048396440129449825
2026-02-02,Washington Capitals,New York Islanders,ev_home_ml,-0.055422865013774136
2026-02-02,Pittsburgh Penguins,Ottawa Senators,ev_away_ml,-0.058952380952381034
2026-02-02,Chicago Blackhawks,San Jose Sharks,ev_away_ml,-0.0696944444444445
2026-02-02,Florida Panthers,Buffalo Sabres,ev_home_ml,-0.09021259842519685
2026-02-02,Calgary Flames,Toronto Maple Leafs,ev_away_ml,-0.10260606060606059
2026-02-02,Minnesota Wild,Montréal Canadiens,ev_home_ml,-0.19713473053892228
2026-02-02,Dallas Stars,Winnipeg Jets,ev_home_ml,-0.23842592592592599
2026-02-02,Colorado Avalanche,Detroit Red Wings,ev_home_ml,-0.2870500000000001
2026-02-02,Utah Mammoth,Vancouver Canucks,ev_home_ml,-0.30671631205673766
2026-02-02,Florida Panthers,Buffalo Sabres,ev_under,-0.7128833333333334
2026-02-02,Calgary Flames,Toronto Maple Leafs,ev_under,-0.7140500000000001
2026-02-02,Minnesota Wild,Montréal Canadiens,ev_under,-0.7186304347826088
2026-02-02,Pittsburgh Penguins,Ottawa Senators,ev_under,-0.7576153846153846
2026-02-02,Chicago Blackhawks,San Jose Sharks,ev_under,-0.7610454545454546
2026-02-02,Washington Capitals,New York Islanders,ev_under,-0.7622857142857142
2026-02-02,Utah Mammoth,Vancouver Canucks,ev_under,-0.7653636363636365
2026-02-02,Colorado Avalanche,Detroit Red Wings,ev_under,-0.7714444444444444
2026-02-02,Dallas Stars,Winnipeg Jets,ev_under,-0.9215289855072464
