date,player,team,opp,market,line,book,over_price,under_price,proj_lambda,p_over,side,ev,chosen_prob,source,team_norm,player_norm
2026-01-30,Frank Nazar,CHI,,SOG,2.5,fanduel,146.0,-192.0,2.803,0.4944,Over,0.2161175883610077,,ev,CHI,frank nazar
2026-01-30,Adam Fantilli,CBJ,,POINTS,0.5,pinnacle,-155.0,116.0,0.599,0.4383,Under,0.2133311369391688,,ev,CBJ,adam fantilli
2026-01-30,Frank Nazar,CHI,,SOG,2.5,draftkings,145.0,-188.0,2.803,0.4944,Over,0.2111740209286459,,ev,CHI,frank nazar
2026-01-30,Adam Fantilli,CBJ,,POINTS,0.5,draftkings,-148.0,115.0,0.599,0.4383,Under,0.2077138631570428,,ev,CBJ,adam fantilli
2026-01-30,Adam Fantilli,CBJ,,POINTS,0.5,betmgm,-155.0,115.0,0.599,0.4383,Under,0.2077138631570428,,ev,CBJ,adam fantilli
2026-01-30,Frank Nazar,CHI,,SOG,2.5,pinnacle,143.0,-192.0,2.803,0.4944,Over,0.2012868860639221,,ev,CHI,frank nazar
2026-01-30,Cole Sillinger,CBJ,,SOG,1.5,pinnacle,122.0,-163.0,1.812,0.5407,Over,0.2003350967504186,,ev,CBJ,cole sillinger
2026-01-30,Frank Nazar,CHI,,ASSISTS,0.5,betmgm,190.0,-250.0,0.128,0.1441,Under,0.1982486171708716,,ev,CHI,frank nazar
2026-01-30,Zach Werenski,CBJ,,ASSISTS,0.5,draftkings,-175.0,135.0,0.752,0.4924,Under,0.192832772071992,,ev,CBJ,zach werenski
2026-01-30,Oliver Moore,CHI,,ASSISTS,0.5,pinnacle,335.0,-525.0,0.0,0.0,Under,0.1904507538312234,,ev,CHI,oliver moore
2026-01-30,Cole Sillinger,CBJ,,SOG,1.5,betmgm,120.0,-160.0,1.812,0.5407,Over,0.1895212670499646,,ev,CBJ,cole sillinger
2026-01-30,Teuvo Teravainen,CHI,,SOG,1.5,pinnacle,108.0,-145.0,1.917,0.5711,Over,0.1878032665629705,,ev,CHI,teuvo teravainen
2026-01-30,Frank Nazar,CHI,,ASSISTS,0.5,draftkings,195.0,-265.0,0.128,0.1441,Under,0.1788699333352241,,ev,CHI,frank nazar
2026-01-30,Oliver Moore,CHI,,POINTS,0.5,betmgm,170.0,-225.0,0.135,0.1845,Under,0.1779789959866863,,ev,CHI,oliver moore
2026-01-30,Teuvo Teravainen,CHI,,SOG,1.5,betmgm,105.0,-145.0,1.917,0.5711,Over,0.1706714886798506,,ev,CHI,teuvo teravainen
2026-01-30,Teuvo Teravainen,CHI,,ASSISTS,0.5,betmgm,200.0,-275.0,0.128,0.1441,Under,0.1671252764651349,,ev,CHI,teuvo teravainen
2026-01-30,Oliver Moore,CHI,,POINTS,0.5,draftkings,176.0,-234.0,0.135,0.1845,Under,0.1640384161525244,,ev,CHI,oliver moore
2026-01-30,Frank Nazar,CHI,,SOG,2.5,betmgm,135.0,-190.0,2.803,0.4944,Over,0.1617383466050277,,ev,CHI,frank nazar
2026-01-30,Frank Nazar,CHI,,ASSISTS,0.5,pinnacle,195.0,-280.0,0.128,0.1441,Under,0.1615675370533961,,ev,CHI,frank nazar
2026-01-30,Boone Jenner,CBJ,,SOG,1.5,draftkings,-182.0,140.0,2.685,0.7487,Over,0.1600654962720911,,ev,CBJ,boone jenner
2026-01-30,Teuvo Teravainen,CHI,,ASSISTS,0.5,draftkings,210.0,-285.0,0.128,0.1441,Under,0.1562048060420692,,ev,CHI,teuvo teravainen
2026-01-30,Boone Jenner,CBJ,,SOG,1.5,betmgm,-185.0,135.0,2.685,0.7487,Over,0.1533946193527576,,ev,CBJ,boone jenner
2026-01-30,Kirill Marchenko,CBJ,,POINTS,0.5,pinnacle,-206.0,152.0,0.908,0.5429,Under,0.1518910506219476,,ev,CBJ,kirill marchenko
2026-01-30,Oliver Moore,CHI,,POINTS,0.5,pinnacle,177.0,-243.0,0.135,0.1845,Under,0.1511304718616336,,ev,CHI,oliver moore
2026-01-30,Boone Jenner,CBJ,,SOG,1.5,fanduel,-188.0,142.0,2.685,0.7487,Over,0.1469366427606369,,ev,CBJ,boone jenner
2026-01-30,Zach Werenski,CBJ,,ASSISTS,0.5,pinnacle,-170.0,125.0,0.752,0.4924,Under,0.1420739307072264,,ev,CBJ,zach werenski
2026-01-30,Boone Jenner,CBJ,,SOG,1.5,pinnacle,-195.0,143.0,2.685,0.7487,Over,0.1326407800481645,,ev,CBJ,boone jenner
2026-01-30,Zach Werenski,CBJ,,POINTS,0.5,pinnacle,-290.0,200.0,1.215,0.6247,Under,0.1260024795059794,,ev,CBJ,zach werenski
2026-01-30,Mason Marchment,CBJ,,ASSISTS,0.5,betmgm,185.0,-250.0,0.193,0.1959,Under,0.1257331369074014,,ev,CBJ,mason marchment
2026-01-30,Teuvo Teravainen,CHI,,ASSISTS,0.5,pinnacle,226.0,-322.0,0.128,0.1441,Under,0.1216967977952702,,ev,CHI,teuvo teravainen
2026-01-30,Kirill Marchenko,CBJ,,POINTS,0.5,draftkings,-188.0,145.0,0.908,0.5429,Under,0.1198940769935602,,ev,CBJ,kirill marchenko
2026-01-30,Mason Marchment,CBJ,,ASSISTS,0.5,draftkings,190.0,-255.0,0.193,0.1959,Under,0.1194265086894328,,ev,CBJ,mason marchment
2026-01-30,Connor Bedard,CHI,,SOG,3.5,betmgm,120.0,-165.0,3.891,0.5084,Over,0.1183740596970663,,ev,CHI,connor bedard
2026-01-30,Connor Bedard,CHI,,SOG,3.5,draftkings,120.0,-154.0,3.891,0.5084,Over,0.1183740596970663,,ev,CHI,connor bedard
2026-01-30,Zach Werenski,CBJ,,ASSISTS,0.5,betmgm,-160.0,120.0,0.752,0.4924,Under,0.1166945100248436,,ev,CBJ,zach werenski
2026-01-30,Frank Nazar,CHI,,GOALS,0.5,fanduel,330.0,-500.0,0.087,0.0726,Under,0.1128611890288012,,ev,CHI,frank nazar
2026-01-30,Charlie Coyle,CBJ,,ASSISTS,0.5,draftkings,180.0,-240.0,0.224,0.2183,Under,0.1073771418969238,,ev,CBJ,charlie coyle
2026-01-30,Connor Bedard,CHI,,SOG,3.5,fanduel,116.0,-152.0,3.891,0.5084,Over,0.0980399858843923,,ev,CHI,connor bedard
2026-01-30,Connor Bedard,CHI,,SOG,3.5,pinnacle,116.0,-160.0,3.891,0.5084,Over,0.0980399858843923,,ev,CHI,connor bedard
2026-01-30,Kirill Marchenko,CBJ,,POINTS,0.5,betmgm,-190.0,140.0,0.908,0.5429,Under,0.0970390958304262,,ev,CBJ,kirill marchenko
2026-01-30,Boone Jenner,CBJ,,ASSISTS,0.5,betmgm,220.0,-300.0,0.427,0.3428,Over,0.0968234593549237,,ev,CBJ,boone jenner
2026-01-30,Boone Jenner,CBJ,,ASSISTS,0.5,draftkings,220.0,-300.0,0.427,0.3428,Over,0.0968234593549237,,ev,CBJ,boone jenner
2026-01-30,Sean Monahan,CBJ,,POINTS,0.5,draftkings,115.0,-148.0,0.801,0.5099,Over,0.0962887378317512,,ev,CBJ,sean monahan
2026-01-30,Mason Marchment,CBJ,,ASSISTS,0.5,pinnacle,198.0,-276.0,0.193,0.1959,Under,0.0954339013384653,,ev,CBJ,mason marchment
2026-01-30,Charlie Coyle,CBJ,,ASSISTS,0.5,betmgm,175.0,-250.0,0.224,0.2183,Under,0.0943491755216657,,ev,CBJ,charlie coyle
2026-01-30,Zach Werenski,CBJ,,POINTS,0.5,draftkings,-255.0,190.0,1.215,0.6247,Under,0.0884690635224467,,ev,CBJ,zach werenski
2026-01-30,Boone Jenner,CBJ,,ASSISTS,0.5,pinnacle,217.0,-308.0,0.427,0.3428,Over,0.0865407394234712,,ev,CBJ,boone jenner
2026-01-30,Charlie Coyle,CBJ,,ASSISTS,0.5,pinnacle,185.0,-260.0,0.224,0.2183,Under,0.0823233604060431,,ev,CBJ,charlie coyle
2026-01-30,Sean Monahan,CBJ,,POINTS,0.5,pinnacle,112.0,-150.0,0.801,0.5099,Over,0.0809916856759594,,ev,CBJ,sean monahan
2026-01-30,Kent Johnson,CBJ,,POINTS,0.5,draftkings,140.0,-182.0,0.308,0.3025,Under,0.0807634641077402,,ev,CBJ,kent johnson
2026-01-30,Cole Sillinger,CBJ,,ASSISTS,0.5,pinnacle,342.0,-539.0,0.261,0.2436,Over,0.0765769661200289,,ev,CBJ,cole sillinger
2026-01-30,Connor Bedard,CHI,,ASSISTS,0.5,betmgm,105.0,-140.0,0.837,0.525,Over,0.0762828977150449,,ev,CHI,connor bedard
2026-01-30,Connor Bedard,CHI,,ASSISTS,0.5,draftkings,105.0,-135.0,0.837,0.525,Over,0.0762828977150449,,ev,CHI,connor bedard
2026-01-30,Kent Johnson,CBJ,,POINTS,0.5,betmgm,135.0,-185.0,0.308,0.3025,Under,0.0745486080749182,,ev,CBJ,kent johnson
2026-01-30,Artyom Levshunov,CHI,,POINTS,0.5,betmgm,165.0,-225.0,0.232,0.2561,Under,0.0744784131979186,,ev,CHI,artyom levshunov
2026-01-30,Artyom Levshunov,CHI,,POINTS,0.5,draftkings,170.0,-225.0,0.232,0.2561,Under,0.0744784131979186,,ev,CHI,artyom levshunov
2026-01-30,Kent Johnson,CBJ,,POINTS,0.5,pinnacle,138.0,-186.0,0.308,0.3025,Under,0.0725215403366142,,ev,CBJ,kent johnson
2026-01-30,Connor Bedard,CHI,,ASSISTS,0.5,pinnacle,104.0,-138.0,0.837,0.525,Over,0.0710327372383863,,ev,CHI,connor bedard
2026-01-30,Sean Monahan,CBJ,,POINTS,0.5,betmgm,110.0,-150.0,0.801,0.5099,Over,0.0707936509054315,,ev,CBJ,sean monahan
2026-01-30,Kent Johnson,CBJ,,ASSISTS,0.5,betmgm,220.0,-300.0,0.195,0.1971,Under,0.0705828011643034,,ev,CBJ,kent johnson
2026-01-30,Andre Burakovsky,CHI,,GOALS,0.5,fanduel,400.0,-650.0,0.087,0.0726,Under,0.0700588356046165,,ev,CHI,andre burakovsky
2026-01-30,Kirill Marchenko,CBJ,,GOALS,0.5,fanduel,195.0,-270.0,0.282,0.2193,Under,0.0698186140791364,,ev,CBJ,kirill marchenko
2026-01-30,Artyom Levshunov,CHI,,ASSISTS,0.5,draftkings,210.0,-285.0,0.215,0.2116,Under,0.0650022182161863,,ev,CHI,artyom levshunov
2026-01-30,Artyom Levshunov,CHI,,POINTS,0.5,pinnacle,174.0,-238.0,0.232,0.2561,Under,0.0564199524719032,,ev,CHI,artyom levshunov
2026-01-30,Kent Johnson,CBJ,,ASSISTS,0.5,draftkings,230.0,-320.0,0.195,0.1971,Under,0.0538549448961113,,ev,CBJ,kent johnson
2026-01-30,Artyom Levshunov,CHI,,ASSISTS,0.5,betmgm,210.0,-300.0,0.215,0.2116,Under,0.051171020577015,,ev,CHI,artyom levshunov
2026-01-30,Zach Werenski,CBJ,,POINTS,0.5,betmgm,-250.0,180.0,1.215,0.6247,Under,0.0509356475389141,,ev,CBJ,zach werenski
2026-01-30,Artyom Levshunov,CHI,,ASSISTS,0.5,pinnacle,214.0,-302.0,0.215,0.2116,Under,0.0494306712051988,,ev,CHI,artyom levshunov
2026-01-30,Tyler Bertuzzi,CHI,,POINTS,0.5,draftkings,-115.0,-115.0,0.971,0.5612,Over,0.0491584474895272,,ev,CHI,tyler bertuzzi
2026-01-30,Ivan Provorov,CBJ,,POINTS,0.5,betmgm,150.0,-200.0,0.308,0.3025,Under,0.0462710131255782,,ev,CBJ,ivan provorov
2026-01-30,Tyler Bertuzzi,CHI,,POINTS,0.5,pinnacle,-117.0,-113.0,0.971,0.5612,Over,0.0408168975194258,,ev,CHI,tyler bertuzzi
2026-01-30,Ivan Provorov,CBJ,,POINTS,0.5,draftkings,155.0,-204.0,0.308,0.3025,Under,0.0394326404907705,,ev,CBJ,ivan provorov
2026-01-30,Tyler Bertuzzi,CHI,,POINTS,0.5,betmgm,-118.0,-115.0,0.971,0.5612,Over,0.0367521591865372,,ev,CHI,tyler bertuzzi
2026-01-30,Boone Jenner,CBJ,,POINTS,0.5,draftkings,126.0,-162.0,0.653,0.4586,Over,0.0363757058211939,,ev,CBJ,boone jenner
2026-01-30,Kent Johnson,CBJ,,ASSISTS,0.5,pinnacle,240.0,-345.0,0.195,0.1971,Under,0.0356724924306849,,ev,CBJ,kent johnson
2026-01-30,Ilya Mikheyev,CHI,,SOG,1.5,draftkings,105.0,-135.0,1.689,0.5034,Over,0.0319286288450035,,ev,CHI,ilya mikheyev
2026-01-30,Boone Jenner,CBJ,,POINTS,0.5,betmgm,125.0,-160.0,0.653,0.4586,Over,0.0317899726095958,,ev,CBJ,boone jenner
2026-01-30,Ivan Provorov,CBJ,,POINTS,0.5,pinnacle,156.0,-211.0,0.308,0.3025,Under,0.0280893683477245,,ev,CBJ,ivan provorov
2026-01-30,Ilya Mikheyev,CHI,,SOG,1.5,pinnacle,104.0,-138.0,1.689,0.5034,Over,0.0268948306555157,,ev,CHI,ilya mikheyev
2026-01-30,Damon Severson,CBJ,,ASSISTS,0.5,pinnacle,198.0,-275.0,0.428,0.3436,Over,0.0238318061370985,,ev,CBJ,damon severson
2026-01-30,Mason Marchment,CBJ,,SOG,1.5,draftkings,-154.0,120.0,2.096,0.6193,Over,0.0215142855873959,,ev,CBJ,mason marchment
2026-01-30,Teuvo Teravainen,CHI,,POINTS,0.5,draftkings,120.0,-154.0,0.666,0.4635,Over,0.0196908526866409,,ev,CHI,teuvo teravainen
2026-01-30,Mason Marchment,CBJ,,SOG,1.5,betmgm,-155.0,115.0,2.096,0.6193,Over,0.0189196341127009,,ev,CBJ,mason marchment
2026-01-30,Kirill Marchenko,CBJ,,SOG,2.5,draftkings,-148.0,115.0,2.956,0.527,Under,0.0170190485713178,,ev,CBJ,kirill marchenko
2026-01-30,Sean Monahan,CBJ,,ASSISTS,0.5,pinnacle,196.0,-274.0,0.428,0.3436,Over,0.0169476914605194,,ev,CBJ,sean monahan
2026-01-30,Mason Marchment,CBJ,,SOG,1.5,fanduel,-156.0,120.0,2.096,0.6193,Over,0.0163582474005021,,ev,CBJ,mason marchment
2026-01-30,Teuvo Teravainen,CHI,,POINTS,0.5,pinnacle,119.0,-158.0,0.666,0.4635,Over,0.0150558942653379,,ev,CHI,teuvo teravainen
2026-01-30,Damon Severson,CBJ,,ASSISTS,0.5,draftkings,195.0,-265.0,0.428,0.3436,Over,0.0135247745316915,,ev,CBJ,damon severson
2026-01-30,Sean Monahan,CBJ,,ASSISTS,0.5,draftkings,195.0,-265.0,0.428,0.3436,Over,0.0135120573677475,,ev,CBJ,sean monahan
2026-01-30,Kirill Marchenko,CBJ,,SOG,2.5,pinnacle,-155.0,114.0,2.956,0.527,Under,0.0122887274151721,,ev,CBJ,kirill marchenko
2026-01-30,Mason Marchment,CBJ,,POINTS,0.5,betmgm,-105.0,-125.0,0.826,0.5179,Over,0.0111458448939134,,ev,CBJ,mason marchment
2026-01-30,Adam Fantilli,CBJ,,SOG,2.5,draftkings,-135.0,105.0,2.861,0.5069,Under,0.0108399661790642,,ev,CBJ,adam fantilli
2026-01-30,Kirill Marchenko,CBJ,,ASSISTS,0.5,draftkings,115.0,-148.0,0.533,0.3973,Under,0.009894488244689,,ev,CBJ,kirill marchenko
2026-01-30,Ilya Mikheyev,CHI,,SOG,1.5,betmgm,100.0,-140.0,1.689,0.5034,Over,0.0067596378975645,,ev,CHI,ilya mikheyev
2026-01-30,Adam Fantilli,CBJ,,SOG,2.5,pinnacle,-137.0,104.0,2.861,0.5069,Under,0.0059090395147762,,ev,CBJ,adam fantilli
2026-01-30,Adam Fantilli,CBJ,,SOG,2.5,fanduel,-135.0,104.0,2.861,0.5069,Under,0.0059090395147762,,ev,CBJ,adam fantilli
2026-01-30,Kirill Marchenko,CBJ,,ASSISTS,0.5,pinnacle,113.0,-150.0,0.533,0.3973,Under,0.0044649479853089,,ev,CBJ,kirill marchenko
2026-01-30,Kirill Marchenko,CBJ,,ASSISTS,0.5,betmgm,110.0,-150.0,0.533,0.3973,Under,0.0044649479853089,,ev,CBJ,kirill marchenko
2026-01-30,Mason Marchment,CBJ,,SOG,1.5,pinnacle,-162.0,121.0,2.096,0.6193,Over,0.0016539903489902,,ev,CBJ,mason marchment
2026-01-30,Teuvo Teravainen,CHI,CBJ,BLOCKS,3.5,,,,0.2062,0.000633,Under,,0.999367,nolines,CHI,teuvo teravainen
2026-01-30,Connor Bedard,CHI,CBJ,BLOCKS,3.5,,,,0.304,0.002267,Under,,0.997733,nolines,CHI,connor bedard
2026-01-30,Ilya Mikheyev,CHI,CBJ,BLOCKS,3.5,,,,0.3121,0.002463,Under,,0.997537,nolines,CHI,ilya mikheyev
2026-01-30,Mason Marchment,CBJ,CHI,BLOCKS,3.5,,,,0.3218,0.00274,Under,,0.99726,nolines,CBJ,mason marchment
2026-01-30,Teuvo Teravainen,CHI,CBJ,BLOCKS,2.5,,,,0.2062,0.004179,Under,,0.995821,nolines,CHI,teuvo teravainen
2026-01-30,Tyler Bertuzzi,CHI,CBJ,BLOCKS,3.5,,,,0.4174,0.005976,Under,,0.994024,nolines,CHI,tyler bertuzzi
2026-01-30,Sean Monahan,CBJ,CHI,BLOCKS,3.5,,,,0.4219,0.006231,Under,,0.993769,nolines,CBJ,sean monahan
2026-01-30,Frank Nazar,CHI,CBJ,BLOCKS,3.5,,,,0.4323,0.006623,Under,,0.993377,nolines,CHI,frank nazar
2026-01-30,Andre Burakovsky,CHI,CBJ,BLOCKS,3.5,,,,0.4332,0.006666,Under,,0.993334,nolines,CHI,andre burakovsky
2026-01-30,Adam Fantilli,CBJ,CHI,BLOCKS,3.5,,,,0.4393,0.007008,Under,,0.992992,nolines,CBJ,adam fantilli
2026-01-30,Connor Bedard,CHI,CBJ,BLOCKS,2.5,,,,0.304,0.010875,Under,,0.989125,nolines,CHI,connor bedard
2026-01-30,Ilya Mikheyev,CHI,CBJ,BLOCKS,2.5,,,,0.3121,0.011574,Under,,0.988426,nolines,CHI,ilya mikheyev
2026-01-30,Oliver Moore,CHI,CBJ,BLOCKS,3.5,,,,0.529,0.011735,Under,,0.988265,nolines,CHI,oliver moore
2026-01-30,Mason Marchment,CBJ,CHI,BLOCKS,2.5,,,,0.3218,0.012536,Under,,0.987464,nolines,CBJ,mason marchment
2026-01-30,Kirill Marchenko,CBJ,CHI,BLOCKS,3.5,,,,0.5715,0.014603,Under,,0.985397,nolines,CBJ,kirill marchenko
2026-01-30,Cole Sillinger,CBJ,CHI,BLOCKS,3.5,,,,0.6386,0.019547,Under,,0.980453,nolines,CBJ,cole sillinger
2026-01-30,Tyler Bertuzzi,CHI,CBJ,BLOCKS,2.5,,,,0.4174,0.022483,Under,,0.977517,nolines,CHI,tyler bertuzzi
2026-01-30,Sean Monahan,CBJ,CHI,BLOCKS,2.5,,,,0.4219,0.023197,Under,,0.976803,nolines,CBJ,sean monahan
2026-01-30,Frank Nazar,CHI,CBJ,BLOCKS,2.5,,,,0.4323,0.02428,Under,,0.97572,nolines,CHI,frank nazar
2026-01-30,Andre Burakovsky,CHI,CBJ,BLOCKS,2.5,,,,0.4332,0.024399,Under,,0.975601,nolines,CHI,andre burakovsky
2026-01-30,Charlie Coyle,CBJ,CHI,BLOCKS,3.5,,,,0.6995,0.024622,Under,,0.975378,nolines,CBJ,charlie coyle
2026-01-30,Adam Fantilli,CBJ,CHI,BLOCKS,2.5,,,,0.4393,0.025331,Under,,0.974669,nolines,CBJ,adam fantilli
2026-01-30,Teuvo Teravainen,CHI,CBJ,BLOCKS,1.5,,,,0.2062,0.027271,Under,,0.972729,nolines,CHI,teuvo teravainen
2026-01-30,Artyom Levshunov,CHI,CBJ,BLOCKS,3.5,,,,0.7353,0.027626,Under,,0.972374,nolines,CHI,artyom levshunov
2026-01-30,Kent Johnson,CBJ,CHI,BLOCKS,3.5,,,,0.7727,0.031409,Under,,0.968591,nolines,CBJ,kent johnson
2026-01-30,Oliver Moore,CHI,CBJ,BLOCKS,2.5,,,,0.529,0.037252,Under,,0.962748,nolines,CHI,oliver moore
2026-01-30,Kirill Marchenko,CBJ,CHI,BLOCKS,2.5,,,,0.5715,0.043868,Under,,0.956132,nolines,CBJ,kirill marchenko
2026-01-30,Connor Bedard,CHI,CBJ,BLOCKS,1.5,,,,0.304,0.051513,Under,,0.948487,nolines,CHI,connor bedard
2026-01-30,Boone Jenner,CBJ,CHI,BLOCKS,3.5,,,,0.9736,0.053222,Under,,0.946778,nolines,CBJ,boone jenner
2026-01-30,Ilya Mikheyev,CHI,CBJ,BLOCKS,1.5,,,,0.3121,0.053689,Under,,0.946311,nolines,CHI,ilya mikheyev
2026-01-30,Zach Werenski,CBJ,CHI,BLOCKS,3.5,,,,0.9818,0.054189,Under,,0.945811,nolines,CBJ,zach werenski
2026-01-30,Cole Sillinger,CBJ,CHI,BLOCKS,2.5,,,,0.6386,0.054547,Under,,0.945453,nolines,CBJ,cole sillinger
2026-01-30,Mason Marchment,CBJ,CHI,BLOCKS,1.5,,,,0.3218,0.056614,Under,,0.943386,nolines,CBJ,mason marchment
2026-01-30,Charlie Coyle,CBJ,CHI,BLOCKS,2.5,,,,0.6995,0.064807,Under,,0.935193,nolines,CBJ,charlie coyle
2026-01-30,Artyom Levshunov,CHI,CBJ,BLOCKS,2.5,,,,0.7353,0.070621,Under,,0.929379,nolines,CHI,artyom levshunov
2026-01-30,Kent Johnson,CBJ,CHI,BLOCKS,2.5,,,,0.7727,0.077717,Under,,0.922283,nolines,CBJ,kent johnson
2026-01-30,Sean Monahan,CBJ,CHI,SOG,4.5,,,,1.6037,0.080922,Under,,0.919078,nolines,CBJ,sean monahan
2026-01-30,Ilya Mikheyev,CHI,CBJ,SOG,4.5,,,,1.6892,0.089421,Under,,0.910579,nolines,CHI,ilya mikheyev
2026-01-30,Kent Johnson,CBJ,CHI,SOG,4.5,,,,1.7759,0.09945,Under,,0.90055,nolines,CBJ,kent johnson
2026-01-30,Cole Sillinger,CBJ,CHI,SOG,4.5,,,,1.8119,0.103415,Under,,0.896585,nolines,CBJ,cole sillinger
2026-01-30,Teuvo Teravainen,CHI,CBJ,SOG,4.5,,,,1.917,0.114391,Under,,0.885609,nolines,CHI,teuvo teravainen
2026-01-30,Damon Severson,CBJ,CHI,SOG,4.5,,,,2.0018,0.124644,Under,,0.875356,nolines,CBJ,damon severson
