date,home,away,market,ev,date_key,model_total,p_home_ml,p_away_ml,period1_home_proj,period1_away_proj,p_f10_yes,p_f10_no,home_ml_odds,away_ml_odds,over_odds,under_odds,home_pl_-1.5_odds,away_pl_+1.5_odds,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,total_line_used,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-04-18,Carolina Hurricanes,Ottawa Senators,ev_over,0.8097266666666664,2026-04-18,9.615333333333334,0.5495,0.4505,1.6011666666666666,1.4598333333333333,0.8142864785749746,0.1857135214250254,-148.0,124.0,114.0,-135.0,164.0,-198.0,0.8456666666666667,0.15433333333333332,0.31866666666666665,0.6813333333333333,6.5,,,,,,3.115333333333334,totals,over,0.8456666666666667,114.0,,6.5,Over 6.5,0.8603487619131218,total 9.62 vs line 6.5 (+3.12); p=0.846; P1 pace 3.06,MODEL OVR · LINE+ · PACE+
2026-04-18,Pittsburgh Penguins,Philadelphia Flyers,ev_over,0.72585,2026-04-18,9.2805,0.6226666666666667,0.37733333333333335,1.5921666666666667,1.3465,0.8013610982545692,0.19863890174543075,-148.0,124.0,110.0,-130.0,170.0,-205.0,0.8218333333333333,0.17816666666666667,0.36633333333333334,0.6336666666666666,6.5,,,,,,2.7805,totals,over,0.8218333333333333,110.0,,6.5,Over 6.5,0.837790926002663,total 9.28 vs line 6.5 (+2.78); p=0.822; P1 pace 2.94,MODEL OVR · LINE+ · PACE+
2026-04-18,Dallas Stars,Minnesota Wild,ev_over,0.3692000000000001,2026-04-18,7.535166666666667,0.436,0.564,1.1433333333333333,1.2588333333333332,0.7331828446689732,0.2668171553310268,-120.0,100.0,-125.0,105.0,200.0,-245.0,0.7606666666666667,0.23933333333333334,0.1975,0.8025,5.5,,,,,,2.035166666666667,totals,over,0.7606666666666667,-125.0,,5.5,Over 5.5,0.7590559328278463,total 7.54 vs line 5.5 (+2.04); p=0.761; P1 pace 2.40,MODEL OVR · LINE+ · PACE+
2026-04-18,Carolina Hurricanes,Ottawa Senators,ev_under,-0.7313456790123457,2026-04-18,9.615333333333334,0.5495,0.4505,1.6011666666666666,1.4598333333333333,0.8142864785749746,0.1857135214250254,-148.0,124.0,114.0,-135.0,164.0,-198.0,0.8456666666666667,0.15433333333333332,0.31866666666666665,0.6813333333333333,6.5,,,,,,3.115333333333334,totals,under,0.15433333333333332,-135.0,,6.5,Under 6.5,0.3107257478907998,total 9.62 vs line 6.5 (+3.12); p=0.154; P1 pace 3.06,MODEL UND · LINE- · PACE-
2026-04-18,Pittsburgh Penguins,Philadelphia Flyers,ev_under,-0.6847820512820513,2026-04-18,9.2805,0.6226666666666667,0.37733333333333335,1.5921666666666667,1.3465,0.8013610982545692,0.19863890174543075,-148.0,124.0,110.0,-130.0,170.0,-205.0,0.8218333333333333,0.17816666666666667,0.36633333333333334,0.6336666666666666,6.5,,,,,,2.7805,totals,under,0.17816666666666667,-130.0,,6.5,Under 6.5,0.2906639759581212,total 9.28 vs line 6.5 (+2.78); p=0.178; P1 pace 2.94,MODEL UND · LINE- · PACE-
2026-04-18,Dallas Stars,Minnesota Wild,ev_under,-0.5093666666666666,2026-04-18,7.535166666666667,0.436,0.564,1.1433333333333333,1.2588333333333332,0.7331828446689732,0.2668171553310268,-120.0,100.0,-125.0,105.0,200.0,-245.0,0.7606666666666667,0.23933333333333334,0.1975,0.8025,5.5,,,,,,2.035166666666667,totals,under,0.23933333333333334,105.0,,5.5,Under 5.5,0.26001857697607533,total 7.54 vs line 5.5 (+2.04); p=0.239; P1 pace 2.40,MODEL UND · LINE- · PACE-
2026-04-18,Pittsburgh Penguins,Philadelphia Flyers,ev_home_ml,0.043387387387387455,2026-04-18,9.2805,0.6226666666666667,0.37733333333333335,1.5921666666666667,1.3465,0.8013610982545692,0.19863890174543075,-148.0,124.0,110.0,-130.0,170.0,-205.0,0.8218333333333333,0.17816666666666667,0.36633333333333334,0.6336666666666666,6.5,,,,,,2.7805,moneyline,home_ml,0.6226666666666667,-148.0,,,Pittsburgh Penguins,0.2453333333333334,p=0.623,MODEL HOME
2026-04-18,Pittsburgh Penguins,Philadelphia Flyers,ev_away_ml,-0.15477333333333326,2026-04-18,9.2805,0.6226666666666667,0.37733333333333335,1.5921666666666667,1.3465,0.8013610982545692,0.19863890174543075,-148.0,124.0,110.0,-130.0,170.0,-205.0,0.8218333333333333,0.17816666666666667,0.36633333333333334,0.6336666666666666,6.5,,,,,,2.7805,moneyline,away_ml,0.37733333333333335,124.0,,,Philadelphia Flyers,0.2453333333333333,p=0.377,MODEL AWAY
2026-04-18,Dallas Stars,Minnesota Wild,ev_home_ml,-0.20066666666666666,2026-04-18,7.535166666666667,0.436,0.564,1.1433333333333333,1.2588333333333332,0.7331828446689732,0.2668171553310268,-120.0,100.0,-125.0,105.0,200.0,-245.0,0.7606666666666667,0.23933333333333334,0.1975,0.8025,5.5,,,,,,2.035166666666667,moneyline,home_ml,0.436,-120.0,,,Dallas Stars,0.128,p=0.436,MODEL HOME
2026-04-18,Dallas Stars,Minnesota Wild,ev_away_ml,0.1279999999999999,2026-04-18,7.535166666666667,0.436,0.564,1.1433333333333333,1.2588333333333332,0.7331828446689732,0.2668171553310268,-120.0,100.0,-125.0,105.0,200.0,-245.0,0.7606666666666667,0.23933333333333334,0.1975,0.8025,5.5,,,,,,2.035166666666667,moneyline,away_ml,0.564,100.0,,,Minnesota Wild,0.1279999999999999,p=0.564,MODEL AWAY
