gamePk,date,home,away,shots_ev_home,shots_pp_home,shots_pk_home,shots_ev_away,shots_pp_away,shots_pk_away,goals_ev_home,goals_pp_home,goals_pk_home,goals_ev_away,goals_pp_away,goals_pk_away
2025020802,2026-01-23,Toronto Maple Leafs,Vegas Golden Knights,33,0,5,29,3,0,4,0,0,2,0,0
2025020803,2026-01-23,Chicago Blackhawks,Tampa Bay Lightning,23,3,10,29,6,1,1,1,0,6,0,0
2025020804,2026-01-23,Dallas Stars,St. Louis Blues,23,2,5,20,6,1,2,0,0,1,1,0
2025020805,2026-01-23,Colorado Avalanche,Philadelphia Flyers,27,1,3,17,4,2,2,1,0,2,0,0
2025020806,2026-01-23,Calgary Flames,Washington Capitals,33,2,0,26,0,1,3,0,0,1,0,0
2025020807,2026-01-23,Vancouver Canucks,New Jersey Devils,23,6,2,28,4,7,1,1,0,2,1,1
2025020808,2026-01-23,San Jose Sharks,New York Rangers,24,5,4,24,10,5,1,0,1,2,2,0
2025020809,2026-01-23,Seattle Kraken,Anaheim Ducks,19,5,7,13,10,3,1,0,1,0,2,0
