date,player,team,position,market,proj_lambda
2025-10-17,A. Levshunov,CHI,D,ASSISTS,0.23339055478572845
2025-10-17,A. Levshunov,CHI,D,BLOCKS,0.8018814325332642
2025-10-17,A. Levshunov,CHI,D,GOALS,6.305606916612305e-07
2025-10-17,A. Levshunov,CHI,D,POINTS,0.2251884639263153
2025-10-17,A. Levshunov,CHI,D,SOG,2.106912612915039
2025-10-17,A. Martinez,CHI,D,ASSISTS,3.879396172123961e-05
2025-10-17,A. Martinez,CHI,D,BLOCKS,0.772186815738678
2025-10-17,A. Martinez,CHI,D,GOALS,6.305606916612305e-07
2025-10-17,A. Martinez,CHI,D,POINTS,0.000277719838777557
2025-10-17,A. Martinez,CHI,D,SOG,1.946787714958191
2025-10-17,A. Vlasic,CHI,D,ASSISTS,0.4287739396095276
2025-10-17,A. Vlasic,CHI,D,BLOCKS,2.4433090686798096
2025-10-17,A. Vlasic,CHI,D,GOALS,6.305606916612305e-07
2025-10-17,A. Vlasic,CHI,D,POINTS,0.44935092329978943
2025-10-17,A. Vlasic,CHI,D,SOG,1.438611626625061
2025-10-17,C. Fitzgerald,CHI,D,ASSISTS,0.45
2025-10-17,C. Fitzgerald,CHI,D,BLOCKS,1.3
2025-10-17,C. Fitzgerald,CHI,D,GOALS,0.35
2025-10-17,C. Fitzgerald,CHI,D,POINTS,0.9
2025-10-17,C. Fitzgerald,CHI,D,SOG,2.4
2025-10-17,E. Del Mastro,CHI,D,ASSISTS,0.41054096817970276
2025-10-17,E. Del Mastro,CHI,D,BLOCKS,1.245436191558838
2025-10-17,E. Del Mastro,CHI,D,GOALS,6.305606916612305e-07
2025-10-17,E. Del Mastro,CHI,D,POINTS,0.41761070489883423
2025-10-17,E. Del Mastro,CHI,D,SOG,1.2485032081604004
2025-10-17,K. Korchinski,CHI,D,ASSISTS,0.13877597451210022
2025-10-17,K. Korchinski,CHI,D,BLOCKS,0.7741919159889221
2025-10-17,K. Korchinski,CHI,D,GOALS,0.10822199285030365
2025-10-17,K. Korchinski,CHI,D,POINTS,0.2251884639263153
2025-10-17,K. Korchinski,CHI,D,SOG,1.2485032081604004
2025-10-17,L. Crevier,CHI,D,ASSISTS,0.23339055478572845
2025-10-17,L. Crevier,CHI,D,BLOCKS,0.7741919159889221
2025-10-17,L. Crevier,CHI,D,GOALS,0.10822199285030365
2025-10-17,L. Crevier,CHI,D,POINTS,0.32169830799102783
2025-10-17,L. Crevier,CHI,D,SOG,1.1962175369262695
2025-10-17,M. Grzelcyk,CHI,D,ASSISTS,0.392173707485199
2025-10-17,M. Grzelcyk,CHI,D,BLOCKS,1.154839277267456
2025-10-17,M. Grzelcyk,CHI,D,GOALS,1.1447589258750668e-06
2025-10-17,M. Grzelcyk,CHI,D,POINTS,0.33295321464538574
2025-10-17,M. Grzelcyk,CHI,D,SOG,1.9989217519760132
2025-10-17,N. Allan,CHI,D,ASSISTS,0.010169286280870438
2025-10-17,N. Allan,CHI,D,BLOCKS,1.6840218305587769
2025-10-17,N. Allan,CHI,D,GOALS,6.305606916612305e-07
