market,side,price,ev,prob,conf,home,away,totals_line
ML,Tampa Bay Lightning,-110.0,0.3953863636363637,0.7309166666666667,0.23091666666666666,Ottawa Senators,Tampa Bay Lightning,6.0
ML,Anaheim Ducks,-150.0,0.12083333333333324,0.6725,0.1725,Anaheim Ducks,Nashville Predators,6.0
