date,player,team,market,line,over_price,under_price,book,actual
2025-10-15,1.5,,BLOCKS,1.5,120,-155,bovada,
2025-10-15,2.5,,BLOCKS,2.5,140,-185,bovada,
2025-10-15,Total Shots On Goal,,SOG,1.5,-105,-125,bovada,
2025-10-15,Total Shots On Goal,,SOG,2.5,-125,-105,bovada,
2025-10-15,Total Shots On Goal,,SOG,3.5,-105,-125,bovada,
2025-10-15,Brad Marchand,,ASSISTS,0.5,143,-195,pinnacle,
2025-10-15,Brad Marchand,,POINTS,0.5,-155,113,pinnacle,
2025-10-15,Brad Marchand,,SOG,2.5,112,-150,pinnacle,
2025-10-15,Patrick Kane,,ASSISTS,0.5,132,-177,pinnacle,
2025-10-15,Patrick Kane,,POINTS,0.5,-145,110,pinnacle,
2025-10-15,Patrick Kane,,SOG,2.5,124,-170,pinnacle,
2025-10-15,Carter Verhaeghe,,ASSISTS,0.5,165,-224,pinnacle,
2025-10-15,Carter Verhaeghe,,POINTS,0.5,-115,-116,pinnacle,
2025-10-15,Carter Verhaeghe,,SOG,2.5,-104,-128,pinnacle,
2025-10-15,J.T. Compher,,ASSISTS,0.5,341,-537,pinnacle,
2025-10-15,J.T. Compher,,POINTS,0.5,175,-250,pinnacle,
2025-10-15,Seth Jones,,ASSISTS,0.5,165,-240,pinnacle,
2025-10-15,Seth Jones,,POINTS,0.5,113,-155,pinnacle,
2025-10-15,Seth Jones,,SOG,1.5,-140,105,pinnacle,
2025-10-15,Aaron Ekblad,,ASSISTS,0.5,136,-185,pinnacle,
2025-10-15,Aaron Ekblad,,POINTS,0.5,103,-138,pinnacle,
2025-10-15,Aaron Ekblad,,SOG,1.5,-138,103,pinnacle,
2025-10-15,Sam Reinhart,,ASSISTS,0.5,120,-160,pinnacle,
2025-10-15,Sam Reinhart,,POINTS,0.5,-220,155,pinnacle,
2025-10-15,Sam Reinhart,,SOG,2.5,-123,104,pinnacle,
2025-10-15,Sam Bennett,,ASSISTS,0.5,188,-260,pinnacle,
2025-10-15,Sam Bennett,,POINTS,0.5,-148,111,pinnacle,
2025-10-15,Sam Bennett,,SOG,2.5,-160,119,pinnacle,
2025-10-15,Dylan Larkin,,ASSISTS,0.5,138,-190,pinnacle,
2025-10-15,Dylan Larkin,,POINTS,0.5,-170,124,pinnacle,
2025-10-15,Dylan Larkin,,SOG,2.5,-120,-110,pinnacle,
2025-10-15,Gustav Forsling,,ASSISTS,0.5,260,-340,pinnacle,
2025-10-15,Gustav Forsling,,POINTS,0.5,202,-282,pinnacle,
2025-10-15,Gustav Forsling,,SOG,1.5,-141,120,pinnacle,
2025-10-15,Evan Rodrigues,,ASSISTS,0.5,240,-370,pinnacle,
2025-10-15,Evan Rodrigues,,POINTS,0.5,139,-186,pinnacle,
2025-10-15,Evan Rodrigues,,SOG,1.5,-144,107,pinnacle,
2025-10-15,Alex DeBrincat,,ASSISTS,0.5,148,-200,pinnacle,
2025-10-15,Alex DeBrincat,,POINTS,0.5,-180,132,pinnacle,
2025-10-15,Alex DeBrincat,,SOG,2.5,-142,106,pinnacle,
2025-10-15,Eetu Luostarinen,,ASSISTS,0.5,279,-416,pinnacle,
2025-10-15,Eetu Luostarinen,,POINTS,0.5,160,-230,pinnacle,
2025-10-15,Moritz Seider,,ASSISTS,0.5,141,-189,pinnacle,
2025-10-15,Moritz Seider,,POINTS,0.5,104,-137,pinnacle,
2025-10-15,Moritz Seider,,SOG,1.5,-145,108,pinnacle,
2025-10-15,Anton Lundell,,ASSISTS,0.5,162,-220,pinnacle,
2025-10-15,Anton Lundell,,POINTS,0.5,-114,-117,pinnacle,
2025-10-15,Anton Lundell,,SOG,1.5,-195,142,pinnacle,
2025-10-15,Mackie Samoskevich,,ASSISTS,0.5,200,-290,pinnacle,
2025-10-15,Mackie Samoskevich,,POINTS,0.5,100,-134,pinnacle,
2025-10-15,Mackie Samoskevich,,SOG,1.5,-120,-111,pinnacle,
2025-10-15,Marco Kasper,,ASSISTS,0.5,293,-441,pinnacle,
2025-10-15,Marco Kasper,,POINTS,0.5,139,-190,pinnacle,
2025-10-15,Marco Kasper,,SOG,1.5,-142,107,pinnacle,
