gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020677,2026-01-07,Washington Capitals,Dallas Stars,1,3
2025020678,2026-01-07,Montréal Canadiens,Calgary Flames,1,4
2025020679,2026-01-07,Chicago Blackhawks,St. Louis Blues,5,1
2025020680,2026-01-07,Utah Mammoth,Ottawa Senators,0,5
2025020681,2026-01-07,Los Angeles Kings,San Jose Sharks,0,1
