date,home,away,market,ev,date_key,model_total,p_home_ml,p_away_ml,period1_home_proj,period1_away_proj,p_f10_yes,p_f10_no,home_ml_odds,away_ml_odds,over_odds,under_odds,home_pl_-1.5_odds,away_pl_+1.5_odds,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,total_line_used,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons
2026-03-07,Los Angeles Kings,Montréal Canadiens,ev_over,0.10960256410256403,2026-03-07,6.525,0.5878333333333333,0.4121666666666667,1.1255,0.9313333333333333,0.6773729714534381,0.3226270285465619,-125.0,105.0,-130.0,110.0,190.0,-230.0,0.6271666666666667,0.37283333333333335,0.30866666666666664,0.6913333333333334,5.5,,,,,,1.0250000000000004,totals,over,0.6271666666666667,-130.0,,5.5,Over 5.5,0.574458238032803,total 6.53 vs line 5.5 (+1.03); p=0.627; P1 pace 2.06
2026-03-07,Pittsburgh Penguins,Philadelphia Flyers,ev_over,0.12320000000000003,2026-03-07,6.455333333333333,0.47533333333333333,0.5246666666666666,0.9965,1.0356666666666667,0.672966172906712,0.327033827093288,-142.0,120.0,-125.0,105.0,180.0,-218.0,0.624,0.376,0.21466666666666667,0.7853333333333333,5.5,,,,,,0.9553333333333329,totals,over,0.624,-125.0,,5.5,Over 5.5,0.562915647866308,total 6.46 vs line 5.5 (+0.96); p=0.624; P1 pace 2.03
2026-03-07,Columbus Blue Jackets,Utah Mammoth,ev_under,0.08896153846153848,2026-03-07,5.878833333333334,0.5750833333333333,0.42491666666666666,1.0185,0.8605,0.6442225912483694,0.35577740875163055,-105.0,-115.0,110.0,-130.0,220.0,-295.0,0.3845,0.6155,0.299,0.7010000000000001,6.5,,,,,,-0.6211666666666664,totals,under,0.6155,-130.0,,6.5,Under 6.5,0.5345483519189873,total 5.88 vs line 6.5 (-0.62); p=0.616; P1 pace 1.88
2026-03-07,Calgary Flames,Carolina Hurricanes,ev_over,0.02998717948717955,2026-03-07,6.248666666666667,0.43066666666666664,0.5693333333333334,0.937,1.0485,0.6644636558092181,0.33553634419078193,160.0,-192.0,-130.0,110.0,,,0.5821666666666667,0.41783333333333333,0.1915,0.8085,5.5,,,,,,0.7486666666666668,totals,over,0.5821666666666667,-130.0,,5.5,Over 5.5,0.49870347405922133,total 6.25 vs line 5.5 (+0.75); p=0.582; P1 pace 1.99
2026-03-07,New Jersey Devils,New York Rangers,ev_over,0.05973188405797086,2026-03-07,6.184,0.46008333333333334,0.5399166666666667,0.9405,1.0336666666666667,0.6623656138260984,0.3376343861739016,-162.0,136.0,-115.0,-105.0,150.0,-180.0,0.5668333333333333,0.43316666666666664,0.19466666666666665,0.8053333333333333,5.5,,,,,,0.6840000000000002,totals,over,0.5668333333333333,-115.0,,5.5,Over 5.5,0.4752673294002103,total 6.18 vs line 5.5 (+0.68); p=0.567; P1 pace 1.97
2026-03-07,Seattle Kraken,Ottawa Senators,ev_over,-0.0655,2026-03-07,5.836833333333334,0.47441666666666665,0.5255833333333333,0.9116666666666666,0.951,0.6410121254412617,0.35898787455873826,130.0,-155.0,-125.0,105.0,,,0.5191666666666667,0.48083333333333333,0.19683333333333333,0.8031666666666667,5.5,,,,,,0.33683333333333376,totals,over,0.5191666666666667,-125.0,,5.5,Over 5.5,0.3542798201219862,total 5.84 vs line 5.5 (+0.34); p=0.519; P1 pace 1.86
2026-03-07,Toronto Maple Leafs,Tampa Bay Lightning,ev_over,-0.026999999999999857,2026-03-07,6.6295,0.4870833333333333,0.5129166666666667,1.0526666666666666,1.0775,0.6901266665156278,0.3098733334843722,145.0,-175.0,-110.0,-110.0,,,0.5096666666666667,0.49033333333333334,0.23,0.77,6.5,,,,,,0.12950000000000017,totals,over,0.5096666666666667,-110.0,,6.5,Over 6.5,0.3390031544788406,total 6.63 vs line 6.5 (+0.13); p=0.510; P1 pace 2.13
2026-03-07,Buffalo Sabres,Nashville Predators,ev_under,-0.023442622950819725,2026-03-07,6.390833333333333,0.5146666666666667,0.48533333333333334,1.0396666666666667,1.02,0.6778753403754753,0.32212465962452475,-185.0,154.0,102.0,-122.0,140.0,-166.0,0.4633333333333333,0.5366666666666666,0.2465,0.7535000000000001,6.5,,,,,,-0.10916666666666686,totals,under,0.5366666666666666,-122.0,,6.5,Under 6.5,0.3270206775265887,total 6.39 vs line 6.5 (-0.11); p=0.537; P1 pace 2.06
2026-03-07,Boston Bruins,Washington Capitals,ev_over,-0.002675000000000205,2026-03-07,6.515833333333333,0.5159166666666667,0.4840833333333333,1.0526666666666666,1.0441666666666667,0.6843932597607378,0.31560674023926216,-130.0,110.0,105.0,-125.0,195.0,-238.0,0.4865,0.5135,0.25133333333333335,0.7486666666666666,6.5,,,,,,0.015833333333333144,totals,over,0.4865,105.0,,6.5,Over 6.5,0.30726591098019934,total 6.52 vs line 6.5 (+0.02); p=0.486; P1 pace 2.10
2026-03-07,San Jose Sharks,New York Islanders,ev_over,-0.022993333333333255,2026-03-07,6.504833333333333,0.4810833333333333,0.5189166666666667,1.0261666666666667,1.054,0.6814868974994153,0.31851310250058473,114.0,-135.0,102.0,-122.0,,,0.4836666666666667,0.5163333333333333,0.22283333333333333,0.7771666666666667,6.5,,,,,,0.004833333333333023,totals,over,0.4836666666666667,102.0,,6.5,Over 6.5,0.30421040761019047,total 6.50 vs line 6.5 (+0.00); p=0.484; P1 pace 2.08
